unique_id,cell_line,split,ecDNA_gt,density_bin
snu16_jc_jq1_ic50_24h_52,SNU16,train,279,150-299
snu16_jc_jq1_ic50_24h_57,SNU16,train,101,50-149
snu16_jc_jq1_ic50_24h_6,SNU16,train,313,300+
snu16_jc_jq1_ic50_24h_61_a,SNU16,train,112,50-149
snu16_jc_jq1_ic50_24h_68,SNU16,train,313,300+
snu16_jc_jq1_ic50_24h_69,SNU16,train,444,300+
snu16_jc_jq1_ic50_24h_70,SNU16,train,242,150-299
snu16_jc_jq1_ic50_24h_72,SNU16,train,368,300+
snu16_jc_jq1_ic50_24h_75,SNU16,train,394,300+
snu16_jc_jq1_ic50_24h_76,SNU16,train,101,50-149
snu16_jc_jq1_ic50_24h_8,SNU16,train,663,300+
snu16_jc_jq1_ic50_24h_81,SNU16,train,142,50-149
snu16_jc_jq1_ic50_24h_87,SNU16,train,225,150-299
snu16_jc_jq1_ic50_24h_88,SNU16,train,57,50-149
snu16_jc_jq1_ic50_24h_89,SNU16,train,203,150-299
snu16_jc_jq1_ic50_24h_90,SNU16,train,141,50-149
snu16_jc_jq1_ic50_24h_91,SNU16,train,111,50-149
snu16_jc_jq1_ic50_24h_94,SNU16,train,141,50-149
snu16_jc_jq1_ic50_24h_97,SNU16,train,157,150-299
colo320dm_qpcr_jq1_24h_ctrl_105,COLO320DM,val,59,50-149
colo320dm_qpcr_jq1_24h_ctrl_109,COLO320DM,val,71,50-149
colo320dm_qpcr_jq1_24h_ctrl_17,COLO320DM,val,13,10-49
colo320dm_qpcr_jq1_24h_ctrl_21,COLO320DM,val,40,10-49
colo320dm_qpcr_jq1_24h_ctrl_27,COLO320DM,val,18,10-49
colo320dm_qpcr_jq1_24h_ctrl_31,COLO320DM,val,143,50-149
colo320dm_qpcr_jq1_24h_ctrl_35,COLO320DM,val,57,50-149
colo320dm_qpcr_jq1_24h_ctrl_99,COLO320DM,val,74,50-149
colo320dm_qpcr_jq1_24h_dmso_88,COLO320DM,val,4,0-9
ncih2170_antibiotics_blank_ctrl_101,NCI-H2170,val,266,150-299
ncih2170_antibiotics_blank_ctrl_103,NCI-H2170,val,228,150-299
ncih2170_antibiotics_blank_ctrl_11,NCI-H2170,val,181,150-299
ncih2170_antibiotics_blank_ctrl_115,NCI-H2170,val,125,50-149
ncih2170_antibiotics_blank_ctrl_18,NCI-H2170,val,157,150-299
ncih2170_antibiotics_blank_ctrl_23,NCI-H2170,val,281,150-299
ncih2170_antibiotics_blank_ctrl_34,NCI-H2170,val,91,50-149
ncih2170_antibiotics_blank_ctrl_51,NCI-H2170,val,159,150-299
ncih2170_antibiotics_blank_ctrl_52,NCI-H2170,val,324,300+
ncih2170_antibiotics_blank_ctrl_6,NCI-H2170,val,402,300+
ncih2170_antibiotics_blank_ctrl_63,NCI-H2170,val,763,300+
ncih2170_antibiotics_blank_ctrl_84,NCI-H2170,val,281,150-299
ncih2170_antibiotics_blank_ctrl_88_a,NCI-H2170,val,343,300+
ncih2170_antibiotics_blank_ctrl_89,NCI-H2170,val,94,50-149
ncih2170_antibiotics_ps_104,NCI-H2170,val,158,150-299
ncih2170_antibiotics_ps_113_a,NCI-H2170,val,121,50-149
ncih2170_antibiotics_ps_12,NCI-H2170,val,129,50-149
ncih2170_antibiotics_ps_29_b,NCI-H2170,val,52,50-149
ncih2170_antibiotics_ps_3,NCI-H2170,val,157,150-299
ncih2170_antibiotics_ps_34_c,NCI-H2170,val,153,150-299
ncih2170_antibiotics_ps_55,NCI-H2170,val,212,150-299
ncih2170_antibiotics_ps_64,NCI-H2170,val,281,150-299
ncih2170_antibiotics_ps_68,NCI-H2170,val,210,150-299
ncih2170_antibiotics_ps_70,NCI-H2170,val,148,50-149
ncih2170_antibiotics_ps_72,NCI-H2170,val,139,50-149
ncih2170_antibiotics_ps_92,NCI-H2170,val,203,150-299
ncih2170_antibiotics_ps_g_104,NCI-H2170,val,92,50-149
ncih2170_antibiotics_ps_g_105,NCI-H2170,val,151,150-299
ncih2170_antibiotics_ps_g_113,NCI-H2170,val,79,50-149
ncih2170_antibiotics_ps_g_38,NCI-H2170,val,223,150-299
ncih2170_antibiotics_ps_g_39,NCI-H2170,val,58,50-149
ncih2170_antibiotics_ps_g_45,NCI-H2170,val,94,50-149
ncih2170_antibiotics_ps_g_51,NCI-H2170,val,86,50-149
ncih2170_antibiotics_ps_g_63,NCI-H2170,val,78,50-149
ncih2170_antibiotics_ps_g_86,NCI-H2170,val,85,50-149
ncih2170_antibiotics_ps_g_89,NCI-H2170,val,103,50-149
ncih2170_antibiotics_ps_g_99,NCI-H2170,val,867,300+
ncih2170_cart_72h_blank_ctrl_5,NCI-H2170,val,94,50-149
ncih2170_cart_72h_blank_ctrl_53,NCI-H2170,val,56,50-149
ncih2170_cart_72h_blank_ctrl_67,NCI-H2170,val,103,50-149
ncih2170_cart_72h_blank_ctrl_88,NCI-H2170,val,35,10-49
ncih2170_cart_72h_blank_ctrl_95,NCI-H2170,val,17,10-49
ncih2170_cart_72h_cart_21,NCI-H2170,val,71,50-149
ncih2170_cart_72h_cart_38,NCI-H2170,val,46,10-49
ncih2170_cart_72h_cart_61,NCI-H2170,val,9,0-9
ncih2170_cart_72h_cart_77,NCI-H2170,val,75,50-149
ncih2170_cart_72h_cart_81,NCI-H2170,val,58,50-149
ncih2170_cart_72h_nt_ctrl_17,NCI-H2170,val,188,150-299
ncih2170_cart_72h_nt_ctrl_18,NCI-H2170,val,102,50-149
ncih2170_cart_72h_nt_ctrl_19,NCI-H2170,val,33,10-49
ncih2170_cart_72h_nt_ctrl_32,NCI-H2170,val,201,150-299
ncih2170_cart_72h_nt_ctrl_37,NCI-H2170,val,107,50-149
ncih2170_cart_72h_nt_ctrl_59,NCI-H2170,val,160,150-299
ncih2170_cart_72h_nt_ctrl_62,NCI-H2170,val,168,150-299
ncih2170_cart_72h_nt_ctrl_63,NCI-H2170,val,160,150-299
ncih2170_cart_72h_nt_ctrl_92,NCI-H2170,val,147,50-149
ncih2170_cart_72h_nt_ctrl_93,NCI-H2170,val,451,300+
ncih2170_ctrl_1_45,NCI-H2170,val,141,50-149
ncih2170_ctrl_1_60,NCI-H2170,val,567,300+
ncih2170_ctrl_1_70,NCI-H2170,val,115,50-149
ncih2170_ctrl_2_110,NCI-H2170,val,526,300+
ncih2170_ctrl_2_123,NCI-H2170,val,430,300+
ncih2170_ctrl_2_126,NCI-H2170,val,196,150-299
ncih2170_ctrl_2_133,NCI-H2170,val,557,300+
ncih2170_ctrl_2_143,NCI-H2170,val,191,150-299
ncih2170_ctrl_2_27,NCI-H2170,val,520,300+
ncih2170_ctrl_2_31,NCI-H2170,val,89,50-149
ncih2170_facs_fish_0223_high_her2_19,NCI-H2170,val,96,50-149
ncih2170_facs_fish_0223_high_her2_20,NCI-H2170,val,87,50-149
ncih2170_facs_fish_0223_low_her2_12,NCI-H2170,val,77,50-149
ncih2170_facs_fish_0423_low_her2_115,NCI-H2170,val,152,150-299
ncih2170_facs_fish_0423_low_her2_14,NCI-H2170,val,70,50-149
ncih2170_facs_fish_0423_low_her2_21,NCI-H2170,val,48,10-49
ncih2170_facs_fish_0423_low_her2_49,NCI-H2170,val,141,50-149
ncih2170_facs_fish_0423_low_her2_64,NCI-H2170,val,113,50-149
ncih2170_facs_fish_0423_low_her2_65,NCI-H2170,val,89,50-149
ncih2170_facs_fish_0423_low_her2_83,NCI-H2170,val,51,50-149
ncih2170_facs_fish_0723_high_her2_1,NCI-H2170,val,368,300+
ncih2170_facs_fish_0723_high_her2_11,NCI-H2170,val,835,300+
ncih2170_facs_fish_0723_high_her2_125,NCI-H2170,val,442,300+
ncih2170_facs_fish_0723_high_her2_17,NCI-H2170,val,473,300+
ncih2170_facs_fish_0723_high_her2_33,NCI-H2170,val,352,300+
ncih2170_facs_fish_0723_high_her2_37,NCI-H2170,val,150,150-299
ncih2170_facs_fish_0723_high_her2_71,NCI-H2170,val,378,300+
ncih2170_facs_fish_0723_low_her2_101,NCI-H2170,val,91,50-149
ncih2170_facs_fish_0723_low_her2_11,NCI-H2170,val,183,150-299
ncih2170_facs_fish_0723_low_her2_116,NCI-H2170,val,105,50-149
ncih2170_facs_fish_0723_low_her2_117,NCI-H2170,val,237,150-299
ncih2170_facs_fish_0723_low_her2_12,NCI-H2170,val,104,50-149
ncih2170_facs_fish_0723_low_her2_27,NCI-H2170,val,47,10-49
ncih2170_facs_fish_0723_low_her2_28,NCI-H2170,val,81,50-149
ncih2170_facs_fish_0723_low_her2_45,NCI-H2170,val,156,150-299
ncih2170_facs_fish_0723_low_her2_77,NCI-H2170,val,48,10-49
ncih2170_facs_fish_0723_low_her2_86,NCI-H2170,val,110,50-149
ncih2170_facs_fish_0723_low_her2_90,NCI-H2170,val,106,50-149
ncih2170_facs_fish_0723_pre_sort_ctrl_15,NCI-H2170,val,201,150-299
ncih2170_facs_fish_0723_pre_sort_ctrl_31,NCI-H2170,val,145,50-149
ncih2170_facs_fish_0723_pre_sort_ctrl_6,NCI-H2170,val,192,150-299
ncih2170_facs_fish_0723_pre_sort_ctrl_7,NCI-H2170,val,81,50-149
ncih2170_facs_fish_0723_sorted_ctrl_100,NCI-H2170,val,143,50-149
ncih2170_facs_fish_0723_sorted_ctrl_51,NCI-H2170,val,302,300+
ncih2170_facs_fish_0723_sorted_ctrl_58,NCI-H2170,val,24,10-49
ncih2170_facs_fish_0723_sorted_ctrl_63,NCI-H2170,val,214,150-299
ncih2170_facs_fish_0723_sorted_ctrl_80,NCI-H2170,val,296,150-299
ncih2170_facs_fish_0723_sorted_ctrl_91,NCI-H2170,val,213,150-299
ncih2170_facs_fish_0723_sorted_ctrl_96,NCI-H2170,val,220,150-299
ncih2170_jc_jq1_ic50_24h_108,NCI-H2170,val,211,150-299
ncih2170_jc_jq1_ic50_24h_17,NCI-H2170,val,35,10-49
ncih2170_jc_jq1_ic50_24h_23,NCI-H2170,val,110,50-149
ncih2170_jc_jq1_ic50_24h_36,NCI-H2170,val,273,150-299
ncih2170_jc_jq1_ic50_24h_90,NCI-H2170,val,134,50-149
ncih2170_jc_lap_ic50_24h_13,NCI-H2170,val,192,150-299
ncih2170_jc_lap_ic50_24h_16,NCI-H2170,val,92,50-149
ncih2170_jc_lap_ic50_24h_2,NCI-H2170,val,110,50-149
ncih2170_jc_lap_ic50_24h_22,NCI-H2170,val,177,150-299
ncih2170_jc_lap_ic50_24h_3,NCI-H2170,val,108,50-149
ncih2170_jc_lap_ic50_24h_34,NCI-H2170,val,123,50-149
ncih2170_jc_lap_ic50_24h_37,NCI-H2170,val,147,50-149
ncih2170_jc_lap_ic50_24h_40,NCI-H2170,val,173,150-299
ncih2170_jc_lap_ic50_24h_64,NCI-H2170,val,195,150-299
ncih2170_jc_lap_ic50_24h_66,NCI-H2170,val,102,50-149
ncih2170_jc_lap_ic50_24h_67,NCI-H2170,val,303,300+
ncih2170_jc_lap_ic50_24h_7,NCI-H2170,val,152,150-299
ncih2170_jc_lap_ic50_24h_71,NCI-H2170,val,236,150-299
ncih2170_jc_lap_ic50_24h_82,NCI-H2170,val,233,150-299
ncih2170_jc_lap_ic50_24h_91,NCI-H2170,val,123,50-149
ncih2170_jc_ner_ic50_24h_2,NCI-H2170,val,314,300+
ncih2170_jc_ner_ic50_72h_32,NCI-H2170,val,158,150-299
ncih2170_jc_ner_ic50_72h_63,NCI-H2170,val,148,50-149
ncih2170_post_facs_fish_high_her2_g3_54,NCI-H2170,val,359,300+
ncih2170_post_facs_fish_low_her2_g3_53,NCI-H2170,val,61,50-149
ncih2170_post_facs_fish_low_her2_g3_55,NCI-H2170,val,54,50-149
ncih2170_post_facs_fish_low_her2_g3_87,NCI-H2170,val,52,50-149
ncih716_jc_alo_8nm_24h_16,NCI-H716,val,152,150-299
ncih716_jc_ctrl_1_19,NCI-H716,val,207,150-299
ncih716_jc_ctrl_1_44_a,NCI-H716,val,132,50-149
ncih716_jc_ctrl_1_46,NCI-H716,val,144,50-149
ncih716_jc_ctrl_1_64,NCI-H716,val,148,50-149
ncih716_jc_ctrl_1_68,NCI-H716,val,202,150-299
ncih716_jc_ctrl_2_12,NCI-H716,val,166,150-299
ncih716_jc_ctrl_2_24,NCI-H716,val,166,150-299
ncih716_jc_ctrl_2_29,NCI-H716,val,214,150-299
ncih716_jc_ctrl_2_49,NCI-H716,val,169,150-299
snu16_jc_ctrl_119,SNU16,val,415,300+
snu16_jc_ctrl_13,SNU16,val,380,300+
snu16_jc_ctrl_135,SNU16,val,366,300+
snu16_jc_ctrl_139,SNU16,val,254,150-299
snu16_jc_ctrl_60,SNU16,val,97,50-149
snu16_jc_ctrl_74,SNU16,val,222,150-299
snu16_jc_ctrl_8,SNU16,val,232,150-299
snu16_jc_ctrl_9,SNU16,val,161,150-299
snu16_jc_ctrl_92,SNU16,val,382,300+
snu16_jc_jq1_ic50_24h_118,SNU16,val,221,150-299
snu16_jc_jq1_ic50_24h_16,SNU16,val,705,300+
snu16_jc_jq1_ic50_24h_44,SNU16,val,426,300+
snu16_jc_jq1_ic50_24h_54,SNU16,val,274,150-299
snu16_jc_jq1_ic50_24h_55,SNU16,val,189,150-299
snu16_jc_jq1_ic50_24h_66,SNU16,val,238,150-299
snu16_jc_jq1_ic50_24h_9,SNU16,val,239,150-299
snu16_jc_jq1_ic50_24h_96,SNU16,val,174,150-299
snu16_jc_jq1_ic50_24h_98,SNU16,val,237,150-299
colo320dm_qpcr_jq1_24h_ctrl_114,COLO320DM,test,107,50-149
colo320dm_qpcr_jq1_24h_ctrl_23,COLO320DM,test,57,50-149
colo320dm_qpcr_jq1_24h_ctrl_33,COLO320DM,test,24,10-49
colo320dm_qpcr_jq1_24h_ctrl_39,COLO320DM,test,41,10-49
colo320dm_qpcr_jq1_24h_ctrl_47,COLO320DM,test,22,10-49
colo320dm_qpcr_jq1_24h_ctrl_48,COLO320DM,test,32,10-49
colo320dm_qpcr_jq1_24h_ctrl_67,COLO320DM,test,91,50-149
colo320dm_qpcr_jq1_24h_ctrl_69,COLO320DM,test,54,50-149
colo320dm_qpcr_jq1_24h_ctrl_87_a,COLO320DM,test,31,10-49
colo320dm_qpcr_jq1_24h_ctrl_96,COLO320DM,test,49,10-49
colo320dm_qpcr_jq1_24h_dmso_111,COLO320DM,test,4,0-9
ncih2170_antibiotics_blank_ctrl_100,NCI-H2170,test,102,50-149
ncih2170_antibiotics_blank_ctrl_104,NCI-H2170,test,316,300+
ncih2170_antibiotics_blank_ctrl_105,NCI-H2170,test,175,150-299
ncih2170_antibiotics_blank_ctrl_107,NCI-H2170,test,559,300+
ncih2170_antibiotics_blank_ctrl_109,NCI-H2170,test,182,150-299
ncih2170_antibiotics_blank_ctrl_110,NCI-H2170,test,411,300+
ncih2170_antibiotics_blank_ctrl_113,NCI-H2170,test,341,300+
ncih2170_antibiotics_blank_ctrl_35,NCI-H2170,test,84,50-149
ncih2170_antibiotics_blank_ctrl_37,NCI-H2170,test,539,300+
ncih2170_antibiotics_blank_ctrl_40,NCI-H2170,test,248,150-299
ncih2170_antibiotics_blank_ctrl_43,NCI-H2170,test,239,150-299
ncih2170_antibiotics_blank_ctrl_47,NCI-H2170,test,296,150-299
ncih2170_antibiotics_blank_ctrl_53,NCI-H2170,test,302,300+
ncih2170_antibiotics_blank_ctrl_70,NCI-H2170,test,446,300+
ncih2170_antibiotics_blank_ctrl_71,NCI-H2170,test,330,300+
ncih2170_antibiotics_blank_ctrl_78,NCI-H2170,test,300,300+
ncih2170_antibiotics_ps_102_b,NCI-H2170,test,252,150-299
ncih2170_antibiotics_ps_105,NCI-H2170,test,237,150-299
ncih2170_antibiotics_ps_107_a,NCI-H2170,test,246,150-299
ncih2170_antibiotics_ps_112,NCI-H2170,test,79,50-149
ncih2170_antibiotics_ps_25,NCI-H2170,test,284,150-299
ncih2170_antibiotics_ps_32,NCI-H2170,test,67,50-149
ncih2170_antibiotics_ps_36,NCI-H2170,test,142,50-149
ncih2170_antibiotics_ps_4,NCI-H2170,test,148,50-149
ncih2170_antibiotics_ps_56_a,NCI-H2170,test,233,150-299
ncih2170_antibiotics_ps_78,NCI-H2170,test,164,150-299
ncih2170_antibiotics_ps_84,NCI-H2170,test,124,50-149
ncih2170_antibiotics_ps_90,NCI-H2170,test,159,150-299
ncih2170_antibiotics_ps_99,NCI-H2170,test,83,50-149
ncih2170_antibiotics_ps_g_102,NCI-H2170,test,217,150-299
ncih2170_antibiotics_ps_g_107_a,NCI-H2170,test,103,50-149
ncih2170_antibiotics_ps_g_114,NCI-H2170,test,202,150-299
ncih2170_antibiotics_ps_g_115,NCI-H2170,test,296,150-299
ncih2170_antibiotics_ps_g_36,NCI-H2170,test,912,300+
ncih2170_antibiotics_ps_g_42,NCI-H2170,test,245,150-299
ncih2170_antibiotics_ps_g_44_a,NCI-H2170,test,52,50-149
ncih2170_antibiotics_ps_g_54,NCI-H2170,test,182,150-299
ncih2170_antibiotics_ps_g_56,NCI-H2170,test,174,150-299
ncih2170_antibiotics_ps_g_64,NCI-H2170,test,340,300+
ncih2170_antibiotics_ps_g_65,NCI-H2170,test,192,150-299
ncih2170_antibiotics_ps_g_67,NCI-H2170,test,90,50-149
ncih2170_antibiotics_ps_g_68,NCI-H2170,test,78,50-149
ncih2170_antibiotics_ps_g_69,NCI-H2170,test,46,10-49
ncih2170_antibiotics_ps_g_72,NCI-H2170,test,138,50-149
ncih2170_antibiotics_ps_g_76,NCI-H2170,test,90,50-149
ncih2170_antibiotics_ps_g_96,NCI-H2170,test,521,300+
ncih2170_cart_72h_blank_ctrl_30,NCI-H2170,test,406,300+
ncih2170_cart_72h_blank_ctrl_31,NCI-H2170,test,103,50-149
ncih2170_cart_72h_blank_ctrl_33,NCI-H2170,test,80,50-149
ncih2170_cart_72h_blank_ctrl_51,NCI-H2170,test,48,10-49
ncih2170_cart_72h_blank_ctrl_52,NCI-H2170,test,246,150-299
ncih2170_cart_72h_blank_ctrl_59,NCI-H2170,test,55,50-149
ncih2170_cart_72h_blank_ctrl_62,NCI-H2170,test,184,150-299
ncih2170_cart_72h_blank_ctrl_99,NCI-H2170,test,51,50-149
ncih2170_cart_72h_cart_36,NCI-H2170,test,71,50-149
ncih2170_cart_72h_cart_55,NCI-H2170,test,61,50-149
ncih2170_cart_72h_cart_62,NCI-H2170,test,93,50-149
ncih2170_cart_72h_cart_63,NCI-H2170,test,85,50-149
ncih2170_cart_72h_cart_69,NCI-H2170,test,52,50-149
ncih2170_cart_72h_nt_ctrl_20,NCI-H2170,test,126,50-149
ncih2170_cart_72h_nt_ctrl_46,NCI-H2170,test,242,150-299
ncih2170_cart_72h_nt_ctrl_49,NCI-H2170,test,65,50-149
ncih2170_cart_72h_nt_ctrl_57,NCI-H2170,test,119,50-149
ncih2170_cart_72h_nt_ctrl_61,NCI-H2170,test,223,150-299
ncih2170_cart_72h_nt_ctrl_69,NCI-H2170,test,110,50-149
ncih2170_cart_72h_nt_ctrl_71,NCI-H2170,test,126,50-149
ncih2170_cart_72h_nt_ctrl_80,NCI-H2170,test,400,300+
ncih2170_cart_72h_nt_ctrl_83,NCI-H2170,test,169,150-299
ncih2170_ctrl_1_30,NCI-H2170,test,229,150-299
ncih2170_ctrl_1_54,NCI-H2170,test,235,150-299
ncih2170_ctrl_1_58,NCI-H2170,test,179,150-299
ncih2170_ctrl_1_61,NCI-H2170,test,251,150-299
ncih2170_ctrl_1_62,NCI-H2170,test,478,300+
ncih2170_ctrl_1_88,NCI-H2170,test,341,300+
ncih2170_ctrl_1_90,NCI-H2170,test,87,50-149
ncih2170_ctrl_1_94,NCI-H2170,test,299,150-299
ncih2170_ctrl_2_105,NCI-H2170,test,184,150-299
ncih2170_ctrl_2_132,NCI-H2170,test,274,150-299
ncih2170_ctrl_2_139,NCI-H2170,test,246,150-299
ncih2170_ctrl_2_24,NCI-H2170,test,642,300+
ncih2170_ctrl_2_96,NCI-H2170,test,96,50-149
ncih2170_facs_fish_0223_high_her2_13,NCI-H2170,test,375,300+
ncih2170_facs_fish_0223_high_her2_7,NCI-H2170,test,62,50-149
ncih2170_facs_fish_0223_low_her2_19,NCI-H2170,test,40,10-49
ncih2170_facs_fish_0223_low_her2_2,NCI-H2170,test,189,150-299
ncih2170_facs_fish_0223_low_her2_6,NCI-H2170,test,15,10-49
ncih2170_facs_fish_0423_high_her2_27,NCI-H2170,test,396,300+
ncih2170_facs_fish_0423_low_her2_10,NCI-H2170,test,191,150-299
ncih2170_facs_fish_0423_low_her2_11,NCI-H2170,test,44,10-49
ncih2170_facs_fish_0423_low_her2_28,NCI-H2170,test,174,150-299
ncih2170_facs_fish_0423_low_her2_43,NCI-H2170,test,139,50-149
ncih2170_facs_fish_0423_low_her2_56,NCI-H2170,test,101,50-149
ncih2170_facs_fish_0423_low_her2_8,NCI-H2170,test,87,50-149
ncih2170_facs_fish_0423_low_her2_87,NCI-H2170,test,67,50-149
ncih2170_facs_fish_0423_low_her2_91,NCI-H2170,test,79,50-149
ncih2170_facs_fish_0423_low_her2_94,NCI-H2170,test,132,50-149
ncih2170_facs_fish_0723_high_her2_108,NCI-H2170,test,186,150-299
ncih2170_facs_fish_0723_high_her2_110,NCI-H2170,test,358,300+
ncih2170_facs_fish_0723_high_her2_111,NCI-H2170,test,278,150-299
ncih2170_facs_fish_0723_high_her2_21,NCI-H2170,test,180,150-299
ncih2170_facs_fish_0723_high_her2_80,NCI-H2170,test,403,300+
ncih2170_facs_fish_0723_low_her2_1,NCI-H2170,test,36,10-49
ncih2170_facs_fish_0723_low_her2_115,NCI-H2170,test,63,50-149
ncih2170_facs_fish_0723_low_her2_22,NCI-H2170,test,308,300+
ncih2170_facs_fish_0723_low_her2_23,NCI-H2170,test,85,50-149
ncih2170_facs_fish_0723_low_her2_52,NCI-H2170,test,116,50-149
ncih2170_facs_fish_0723_low_her2_60,NCI-H2170,test,93,50-149
ncih2170_facs_fish_0723_pre_sort_ctrl_29,NCI-H2170,test,225,150-299
ncih2170_facs_fish_0723_sorted_ctrl_45,NCI-H2170,test,472,300+
ncih2170_facs_fish_0723_sorted_ctrl_46,NCI-H2170,test,178,150-299
ncih2170_facs_fish_0723_sorted_ctrl_49,NCI-H2170,test,365,300+
ncih2170_facs_fish_0723_sorted_ctrl_60,NCI-H2170,test,187,150-299
ncih2170_jc_jq1_ic50_24h_100,NCI-H2170,test,38,10-49
ncih2170_jc_jq1_ic50_24h_38,NCI-H2170,test,59,50-149
ncih2170_jc_jq1_ic50_24h_48,NCI-H2170,test,223,150-299
ncih2170_jc_jq1_ic50_24h_50,NCI-H2170,test,72,50-149
ncih2170_jc_jq1_ic50_24h_7,NCI-H2170,test,328,300+
ncih2170_jc_jq1_ic50_24h_84,NCI-H2170,test,64,50-149
ncih2170_jc_jq1_ic50_24h_86,NCI-H2170,test,193,150-299
ncih2170_jc_jq1_ic50_24h_98,NCI-H2170,test,97,50-149
ncih2170_jc_lap_ic50_24h_11,NCI-H2170,test,89,50-149
ncih2170_jc_lap_ic50_24h_12,NCI-H2170,test,445,300+
ncih2170_jc_lap_ic50_24h_15,NCI-H2170,test,84,50-149
ncih2170_jc_lap_ic50_24h_18,NCI-H2170,test,107,50-149
ncih2170_jc_lap_ic50_24h_35,NCI-H2170,test,135,50-149
ncih2170_jc_lap_ic50_24h_46,NCI-H2170,test,151,150-299
ncih2170_jc_lap_ic50_24h_47,NCI-H2170,test,175,150-299
ncih2170_jc_lap_ic50_24h_55,NCI-H2170,test,55,50-149
ncih2170_jc_lap_ic50_24h_65,NCI-H2170,test,318,300+
ncih2170_jc_ner_ic50_24h_1,NCI-H2170,test,61,50-149
ncih2170_jc_ner_ic50_24h_50,NCI-H2170,test,105,50-149
ncih2170_jc_ner_ic50_24h_54,NCI-H2170,test,86,50-149
ncih2170_post_facs_fish_high_her2_g3_28,NCI-H2170,test,89,50-149
ncih2170_post_facs_fish_low_her2_g3_1,NCI-H2170,test,170,150-299
ncih716_jc_alo_8nm_24h_11,NCI-H716,test,210,150-299
ncih716_jc_alo_8nm_24h_13,NCI-H716,test,163,150-299
ncih716_jc_ctrl_1_23,NCI-H716,test,185,150-299
ncih716_jc_ctrl_1_45,NCI-H716,test,101,50-149
ncih716_jc_ctrl_1_66,NCI-H716,test,236,150-299
ncih716_jc_ctrl_1_72,NCI-H716,test,150,150-299
ncih716_jc_ctrl_2_11,NCI-H716,test,139,50-149
ncih716_jc_ctrl_2_25,NCI-H716,test,171,150-299
ncih716_jc_ctrl_2_30,NCI-H716,test,71,50-149
ncih716_jc_ctrl_2_58,NCI-H716,test,166,150-299
ncih716_jc_ctrl_2_8,NCI-H716,test,110,50-149
snu16_jc_ctrl_114,SNU16,test,670,300+
snu16_jc_ctrl_124,SNU16,test,191,150-299
snu16_jc_ctrl_35,SNU16,test,324,300+
snu16_jc_ctrl_40,SNU16,test,270,150-299
snu16_jc_ctrl_45,SNU16,test,125,50-149
snu16_jc_ctrl_46,SNU16,test,309,300+
snu16_jc_ctrl_50,SNU16,test,158,150-299
snu16_jc_ctrl_69,SNU16,test,325,300+
snu16_jc_ctrl_70,SNU16,test,238,150-299
snu16_jc_ctrl_72,SNU16,test,166,150-299
snu16_jc_ctrl_83,SNU16,test,140,50-149
snu16_jc_ctrl_91,SNU16,test,422,300+
snu16_jc_jq1_ic50_24h_102,SNU16,test,177,150-299
snu16_jc_jq1_ic50_24h_120,SNU16,test,193,150-299
snu16_jc_jq1_ic50_24h_19,SNU16,test,271,150-299
snu16_jc_jq1_ic50_24h_40,SNU16,test,183,150-299
snu16_jc_jq1_ic50_24h_51,SNU16,test,499,300+
snu16_jc_jq1_ic50_24h_56,SNU16,test,150,150-299
snu16_jc_jq1_ic50_24h_67,SNU16,test,213,150-299
