uid,split,cell_line,cond,model,pred_count,gt_count,experiment,agent,dose,timepoint_h,arm,batch_group,confirmed,group_label
snu16_jc_jq1_ic50_24h_57,train,SNU16,snu16_jc_jq1_ic50_24h,Label Engine,11,101,drug,JQ1,IC50,24.0,treated,snu16_jc,True,SNU16 · JQ1 IC50 24 h
snu16_jc_jq1_ic50_24h_6,train,SNU16,snu16_jc_jq1_ic50_24h,Label Engine,123,313,drug,JQ1,IC50,24.0,treated,snu16_jc,True,SNU16 · JQ1 IC50 24 h
snu16_jc_jq1_ic50_24h_61_a,train,SNU16,snu16_jc_jq1_ic50_24h,Label Engine,82,112,drug,JQ1,IC50,24.0,treated,snu16_jc,True,SNU16 · JQ1 IC50 24 h
snu16_jc_jq1_ic50_24h_66,val,SNU16,snu16_jc_jq1_ic50_24h,Label Engine,124,238,drug,JQ1,IC50,24.0,treated,snu16_jc,True,SNU16 · JQ1 IC50 24 h
snu16_jc_jq1_ic50_24h_67,test,SNU16,snu16_jc_jq1_ic50_24h,Label Engine,73,213,drug,JQ1,IC50,24.0,treated,snu16_jc,True,SNU16 · JQ1 IC50 24 h
snu16_jc_jq1_ic50_24h_68,train,SNU16,snu16_jc_jq1_ic50_24h,Label Engine,70,313,drug,JQ1,IC50,24.0,treated,snu16_jc,True,SNU16 · JQ1 IC50 24 h
snu16_jc_jq1_ic50_24h_69,train,SNU16,snu16_jc_jq1_ic50_24h,Label Engine,86,444,drug,JQ1,IC50,24.0,treated,snu16_jc,True,SNU16 · JQ1 IC50 24 h
snu16_jc_jq1_ic50_24h_70,train,SNU16,snu16_jc_jq1_ic50_24h,Label Engine,150,242,drug,JQ1,IC50,24.0,treated,snu16_jc,True,SNU16 · JQ1 IC50 24 h
snu16_jc_jq1_ic50_24h_72,train,SNU16,snu16_jc_jq1_ic50_24h,Label Engine,227,368,drug,JQ1,IC50,24.0,treated,snu16_jc,True,SNU16 · JQ1 IC50 24 h
snu16_jc_jq1_ic50_24h_75,train,SNU16,snu16_jc_jq1_ic50_24h,Label Engine,203,394,drug,JQ1,IC50,24.0,treated,snu16_jc,True,SNU16 · JQ1 IC50 24 h
snu16_jc_jq1_ic50_24h_76,train,SNU16,snu16_jc_jq1_ic50_24h,Label Engine,108,101,drug,JQ1,IC50,24.0,treated,snu16_jc,True,SNU16 · JQ1 IC50 24 h
snu16_jc_jq1_ic50_24h_8,train,SNU16,snu16_jc_jq1_ic50_24h,Label Engine,376,663,drug,JQ1,IC50,24.0,treated,snu16_jc,True,SNU16 · JQ1 IC50 24 h
snu16_jc_jq1_ic50_24h_81,train,SNU16,snu16_jc_jq1_ic50_24h,Label Engine,88,142,drug,JQ1,IC50,24.0,treated,snu16_jc,True,SNU16 · JQ1 IC50 24 h
snu16_jc_jq1_ic50_24h_87,train,SNU16,snu16_jc_jq1_ic50_24h,Label Engine,119,225,drug,JQ1,IC50,24.0,treated,snu16_jc,True,SNU16 · JQ1 IC50 24 h
snu16_jc_jq1_ic50_24h_88,train,SNU16,snu16_jc_jq1_ic50_24h,Label Engine,25,57,drug,JQ1,IC50,24.0,treated,snu16_jc,True,SNU16 · JQ1 IC50 24 h
snu16_jc_jq1_ic50_24h_89,train,SNU16,snu16_jc_jq1_ic50_24h,Label Engine,139,203,drug,JQ1,IC50,24.0,treated,snu16_jc,True,SNU16 · JQ1 IC50 24 h
snu16_jc_jq1_ic50_24h_9,val,SNU16,snu16_jc_jq1_ic50_24h,Label Engine,74,239,drug,JQ1,IC50,24.0,treated,snu16_jc,True,SNU16 · JQ1 IC50 24 h
snu16_jc_jq1_ic50_24h_90,train,SNU16,snu16_jc_jq1_ic50_24h,Label Engine,136,141,drug,JQ1,IC50,24.0,treated,snu16_jc,True,SNU16 · JQ1 IC50 24 h
snu16_jc_jq1_ic50_24h_91,train,SNU16,snu16_jc_jq1_ic50_24h,Label Engine,71,111,drug,JQ1,IC50,24.0,treated,snu16_jc,True,SNU16 · JQ1 IC50 24 h
snu16_jc_jq1_ic50_24h_94,train,SNU16,snu16_jc_jq1_ic50_24h,Label Engine,108,141,drug,JQ1,IC50,24.0,treated,snu16_jc,True,SNU16 · JQ1 IC50 24 h
snu16_jc_jq1_ic50_24h_96,val,SNU16,snu16_jc_jq1_ic50_24h,Label Engine,84,174,drug,JQ1,IC50,24.0,treated,snu16_jc,True,SNU16 · JQ1 IC50 24 h
snu16_jc_jq1_ic50_24h_97,train,SNU16,snu16_jc_jq1_ic50_24h,Label Engine,131,157,drug,JQ1,IC50,24.0,treated,snu16_jc,True,SNU16 · JQ1 IC50 24 h
snu16_jc_jq1_ic50_24h_98,val,SNU16,snu16_jc_jq1_ic50_24h,Label Engine,27,237,drug,JQ1,IC50,24.0,treated,snu16_jc,True,SNU16 · JQ1 IC50 24 h
colo320dm_qpcr_jq1_24h_ctrl_100,train,COLO320DM,colo320dm_qpcr_jq1_24h_ctrl,Classic (after opt),79,63,drug,JQ1,,24.0,control,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_ctrl_101,train,COLO320DM,colo320dm_qpcr_jq1_24h_ctrl,Classic (after opt),49,45,drug,JQ1,,24.0,control,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_ctrl_103,train,COLO320DM,colo320dm_qpcr_jq1_24h_ctrl,Classic (after opt),45,39,drug,JQ1,,24.0,control,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_ctrl_105,val,COLO320DM,colo320dm_qpcr_jq1_24h_ctrl,Classic (after opt),69,59,drug,JQ1,,24.0,control,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_ctrl_109,val,COLO320DM,colo320dm_qpcr_jq1_24h_ctrl,Classic (after opt),53,71,drug,JQ1,,24.0,control,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_ctrl_110,train,COLO320DM,colo320dm_qpcr_jq1_24h_ctrl,Classic (after opt),26,27,drug,JQ1,,24.0,control,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_ctrl_111,train,COLO320DM,colo320dm_qpcr_jq1_24h_ctrl,Classic (after opt),76,80,drug,JQ1,,24.0,control,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_ctrl_112,train,COLO320DM,colo320dm_qpcr_jq1_24h_ctrl,Classic (after opt),72,83,drug,JQ1,,24.0,control,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_ctrl_114,test,COLO320DM,colo320dm_qpcr_jq1_24h_ctrl,Classic (after opt),93,107,drug,JQ1,,24.0,control,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_ctrl_12,train,COLO320DM,colo320dm_qpcr_jq1_24h_ctrl,Classic (after opt),19,16,drug,JQ1,,24.0,control,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_ctrl_17,val,COLO320DM,colo320dm_qpcr_jq1_24h_ctrl,Classic (after opt),15,13,drug,JQ1,,24.0,control,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_ctrl_18,train,COLO320DM,colo320dm_qpcr_jq1_24h_ctrl,Classic (after opt),59,51,drug,JQ1,,24.0,control,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_ctrl_21,val,COLO320DM,colo320dm_qpcr_jq1_24h_ctrl,Classic (after opt),46,40,drug,JQ1,,24.0,control,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_ctrl_22,train,COLO320DM,colo320dm_qpcr_jq1_24h_ctrl,Classic (after opt),51,65,drug,JQ1,,24.0,control,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_ctrl_23,test,COLO320DM,colo320dm_qpcr_jq1_24h_ctrl,Classic (after opt),59,57,drug,JQ1,,24.0,control,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_ctrl_25,train,COLO320DM,colo320dm_qpcr_jq1_24h_ctrl,Classic (after opt),53,53,drug,JQ1,,24.0,control,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_ctrl_26,train,COLO320DM,colo320dm_qpcr_jq1_24h_ctrl,Classic (after opt),23,22,drug,JQ1,,24.0,control,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_ctrl_27,val,COLO320DM,colo320dm_qpcr_jq1_24h_ctrl,Classic (after opt),18,18,drug,JQ1,,24.0,control,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_ctrl_28,train,COLO320DM,colo320dm_qpcr_jq1_24h_ctrl,Classic (after opt),43,35,drug,JQ1,,24.0,control,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_ctrl_3,train,COLO320DM,colo320dm_qpcr_jq1_24h_ctrl,Classic (after opt),139,144,drug,JQ1,,24.0,control,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_ctrl_31,val,COLO320DM,colo320dm_qpcr_jq1_24h_ctrl,Classic (after opt),139,143,drug,JQ1,,24.0,control,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_ctrl_33,test,COLO320DM,colo320dm_qpcr_jq1_24h_ctrl,Classic (after opt),29,24,drug,JQ1,,24.0,control,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_ctrl_35,val,COLO320DM,colo320dm_qpcr_jq1_24h_ctrl,Classic (after opt),61,57,drug,JQ1,,24.0,control,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_ctrl_36,train,COLO320DM,colo320dm_qpcr_jq1_24h_ctrl,Classic (after opt),54,59,drug,JQ1,,24.0,control,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_ctrl_37,train,COLO320DM,colo320dm_qpcr_jq1_24h_ctrl,Classic (after opt),26,12,drug,JQ1,,24.0,control,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_ctrl_38,train,COLO320DM,colo320dm_qpcr_jq1_24h_ctrl,Classic (after opt),42,41,drug,JQ1,,24.0,control,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_ctrl_39,test,COLO320DM,colo320dm_qpcr_jq1_24h_ctrl,Classic (after opt),47,41,drug,JQ1,,24.0,control,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_ctrl_4,train,COLO320DM,colo320dm_qpcr_jq1_24h_ctrl,Classic (after opt),55,46,drug,JQ1,,24.0,control,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_ctrl_41,train,COLO320DM,colo320dm_qpcr_jq1_24h_ctrl,Classic (after opt),83,101,drug,JQ1,,24.0,control,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_ctrl_43,train,COLO320DM,colo320dm_qpcr_jq1_24h_ctrl,Classic (after opt),81,44,drug,JQ1,,24.0,control,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_ctrl_47,test,COLO320DM,colo320dm_qpcr_jq1_24h_ctrl,Classic (after opt),31,22,drug,JQ1,,24.0,control,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_ctrl_48,test,COLO320DM,colo320dm_qpcr_jq1_24h_ctrl,Classic (after opt),31,32,drug,JQ1,,24.0,control,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_ctrl_49,train,COLO320DM,colo320dm_qpcr_jq1_24h_ctrl,Classic (after opt),71,74,drug,JQ1,,24.0,control,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_ctrl_50,train,COLO320DM,colo320dm_qpcr_jq1_24h_ctrl,Classic (after opt),11,7,drug,JQ1,,24.0,control,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_ctrl_55,train,COLO320DM,colo320dm_qpcr_jq1_24h_ctrl,Classic (after opt),42,34,drug,JQ1,,24.0,control,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_ctrl_58,train,COLO320DM,colo320dm_qpcr_jq1_24h_ctrl,Classic (after opt),17,15,drug,JQ1,,24.0,control,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_ctrl_65,train,COLO320DM,colo320dm_qpcr_jq1_24h_ctrl,Classic (after opt),24,30,drug,JQ1,,24.0,control,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_ctrl_66_a,train,COLO320DM,colo320dm_qpcr_jq1_24h_ctrl,Classic (after opt),56,61,drug,JQ1,,24.0,control,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_ctrl_67,test,COLO320DM,colo320dm_qpcr_jq1_24h_ctrl,Classic (after opt),106,91,drug,JQ1,,24.0,control,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_ctrl_69,test,COLO320DM,colo320dm_qpcr_jq1_24h_ctrl,Classic (after opt),46,54,drug,JQ1,,24.0,control,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_ctrl_72,train,COLO320DM,colo320dm_qpcr_jq1_24h_ctrl,Classic (after opt),35,37,drug,JQ1,,24.0,control,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_ctrl_75,train,COLO320DM,colo320dm_qpcr_jq1_24h_ctrl,Classic (after opt),60,47,drug,JQ1,,24.0,control,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_ctrl_78_a,train,COLO320DM,colo320dm_qpcr_jq1_24h_ctrl,Classic (after opt),40,26,drug,JQ1,,24.0,control,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_ctrl_78_b,train,COLO320DM,colo320dm_qpcr_jq1_24h_ctrl,Classic (after opt),63,52,drug,JQ1,,24.0,control,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_ctrl_79,train,COLO320DM,colo320dm_qpcr_jq1_24h_ctrl,Classic (after opt),16,10,drug,JQ1,,24.0,control,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_ctrl_8,train,COLO320DM,colo320dm_qpcr_jq1_24h_ctrl,Classic (after opt),41,36,drug,JQ1,,24.0,control,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_ctrl_81,train,COLO320DM,colo320dm_qpcr_jq1_24h_ctrl,Classic (after opt),57,59,drug,JQ1,,24.0,control,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_ctrl_82,train,COLO320DM,colo320dm_qpcr_jq1_24h_ctrl,Classic (after opt),33,30,drug,JQ1,,24.0,control,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_ctrl_87_a,test,COLO320DM,colo320dm_qpcr_jq1_24h_ctrl,Classic (after opt),23,31,drug,JQ1,,24.0,control,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_ctrl_87_b,train,COLO320DM,colo320dm_qpcr_jq1_24h_ctrl,Classic (after opt),58,45,drug,JQ1,,24.0,control,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_ctrl_88,train,COLO320DM,colo320dm_qpcr_jq1_24h_ctrl,Classic (after opt),52,53,drug,JQ1,,24.0,control,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_ctrl_89,train,COLO320DM,colo320dm_qpcr_jq1_24h_ctrl,Classic (after opt),24,15,drug,JQ1,,24.0,control,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_ctrl_9,train,COLO320DM,colo320dm_qpcr_jq1_24h_ctrl,Classic (after opt),28,23,drug,JQ1,,24.0,control,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_ctrl_90,train,COLO320DM,colo320dm_qpcr_jq1_24h_ctrl,Classic (after opt),105,89,drug,JQ1,,24.0,control,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_ctrl_92,train,COLO320DM,colo320dm_qpcr_jq1_24h_ctrl,Classic (after opt),79,55,drug,JQ1,,24.0,control,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_ctrl_95,train,COLO320DM,colo320dm_qpcr_jq1_24h_ctrl,Classic (after opt),30,32,drug,JQ1,,24.0,control,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_ctrl_96,test,COLO320DM,colo320dm_qpcr_jq1_24h_ctrl,Classic (after opt),37,49,drug,JQ1,,24.0,control,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_ctrl_97,train,COLO320DM,colo320dm_qpcr_jq1_24h_ctrl,Classic (after opt),93,87,drug,JQ1,,24.0,control,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_ctrl_99,val,COLO320DM,colo320dm_qpcr_jq1_24h_ctrl,Classic (after opt),78,74,drug,JQ1,,24.0,control,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_dmso_104,train,COLO320DM,colo320dm_qpcr_jq1_24h_dmso,Classic (after opt),19,4,drug,JQ1,,24.0,DMSO,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_dmso_111,test,COLO320DM,colo320dm_qpcr_jq1_24h_dmso,Classic (after opt),36,4,drug,JQ1,,24.0,DMSO,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_dmso_49,train,COLO320DM,colo320dm_qpcr_jq1_24h_dmso,Classic (after opt),58,1,drug,JQ1,,24.0,DMSO,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_dmso_6,train,COLO320DM,colo320dm_qpcr_jq1_24h_dmso,Classic (after opt),30,4,drug,JQ1,,24.0,DMSO,colo_jq1,True,COLO320DM · JQ1 24 h
colo320dm_qpcr_jq1_24h_dmso_88,val,COLO320DM,colo320dm_qpcr_jq1_24h_dmso,Classic (after opt),19,4,drug,JQ1,,24.0,DMSO,colo_jq1,True,COLO320DM · JQ1 24 h
ncih2170_antibiotics_blank_ctrl_1,train,NCI-H2170,ncih2170_antibiotics_blank_ctrl,Classic (after opt),284,235,antibiotic,control,,,control,h2170_abx,True,NCI-H2170 · control
ncih2170_antibiotics_blank_ctrl_100,test,NCI-H2170,ncih2170_antibiotics_blank_ctrl,Classic (after opt),118,102,antibiotic,control,,,control,h2170_abx,True,NCI-H2170 · control
ncih2170_antibiotics_blank_ctrl_101,val,NCI-H2170,ncih2170_antibiotics_blank_ctrl,Classic (after opt),257,266,antibiotic,control,,,control,h2170_abx,True,NCI-H2170 · control
ncih2170_antibiotics_blank_ctrl_102,train,NCI-H2170,ncih2170_antibiotics_blank_ctrl,Classic (after opt),342,402,antibiotic,control,,,control,h2170_abx,True,NCI-H2170 · control
ncih2170_antibiotics_blank_ctrl_103,val,NCI-H2170,ncih2170_antibiotics_blank_ctrl,Classic (after opt),196,228,antibiotic,control,,,control,h2170_abx,True,NCI-H2170 · control
ncih2170_antibiotics_blank_ctrl_104,test,NCI-H2170,ncih2170_antibiotics_blank_ctrl,Classic (after opt),191,316,antibiotic,control,,,control,h2170_abx,True,NCI-H2170 · control
ncih2170_antibiotics_blank_ctrl_105,test,NCI-H2170,ncih2170_antibiotics_blank_ctrl,Classic (after opt),220,175,antibiotic,control,,,control,h2170_abx,True,NCI-H2170 · control
ncih2170_antibiotics_blank_ctrl_106,train,NCI-H2170,ncih2170_antibiotics_blank_ctrl,Classic (after opt),103,101,antibiotic,control,,,control,h2170_abx,True,NCI-H2170 · control
ncih2170_antibiotics_blank_ctrl_107,test,NCI-H2170,ncih2170_antibiotics_blank_ctrl,Classic (after opt),584,559,antibiotic,control,,,control,h2170_abx,True,NCI-H2170 · control
ncih2170_antibiotics_blank_ctrl_109,test,NCI-H2170,ncih2170_antibiotics_blank_ctrl,Classic (after opt),136,182,antibiotic,control,,,control,h2170_abx,True,NCI-H2170 · control
ncih2170_antibiotics_blank_ctrl_11,val,NCI-H2170,ncih2170_antibiotics_blank_ctrl,Classic (after opt),137,181,antibiotic,control,,,control,h2170_abx,True,NCI-H2170 · control
ncih2170_antibiotics_blank_ctrl_110,test,NCI-H2170,ncih2170_antibiotics_blank_ctrl,Classic (after opt),380,411,antibiotic,control,,,control,h2170_abx,True,NCI-H2170 · control
ncih2170_antibiotics_blank_ctrl_111,train,NCI-H2170,ncih2170_antibiotics_blank_ctrl,Classic (after opt),130,108,antibiotic,control,,,control,h2170_abx,True,NCI-H2170 · control
ncih2170_antibiotics_blank_ctrl_113,test,NCI-H2170,ncih2170_antibiotics_blank_ctrl,Classic (after opt),255,341,antibiotic,control,,,control,h2170_abx,True,NCI-H2170 · control
ncih2170_antibiotics_blank_ctrl_114,train,NCI-H2170,ncih2170_antibiotics_blank_ctrl,Classic (after opt),159,154,antibiotic,control,,,control,h2170_abx,True,NCI-H2170 · control
ncih2170_antibiotics_blank_ctrl_115,val,NCI-H2170,ncih2170_antibiotics_blank_ctrl,Classic (after opt),161,125,antibiotic,control,,,control,h2170_abx,True,NCI-H2170 · control
ncih2170_antibiotics_blank_ctrl_116,train,NCI-H2170,ncih2170_antibiotics_blank_ctrl,Classic (after opt),374,282,antibiotic,control,,,control,h2170_abx,True,NCI-H2170 · control
ncih2170_antibiotics_blank_ctrl_117,train,NCI-H2170,ncih2170_antibiotics_blank_ctrl,Classic (after opt),296,307,antibiotic,control,,,control,h2170_abx,True,NCI-H2170 · control
ncih2170_antibiotics_blank_ctrl_118,train,NCI-H2170,ncih2170_antibiotics_blank_ctrl,Classic (after opt),404,453,antibiotic,control,,,control,h2170_abx,True,NCI-H2170 · control
ncih2170_antibiotics_blank_ctrl_12,train,NCI-H2170,ncih2170_antibiotics_blank_ctrl,Classic (after opt),132,122,antibiotic,control,,,control,h2170_abx,True,NCI-H2170 · control
ncih2170_antibiotics_blank_ctrl_13,train,NCI-H2170,ncih2170_antibiotics_blank_ctrl,Classic (after opt),127,86,antibiotic,control,,,control,h2170_abx,True,NCI-H2170 · control
ncih2170_antibiotics_blank_ctrl_14,train,NCI-H2170,ncih2170_antibiotics_blank_ctrl,Classic (after opt),371,329,antibiotic,control,,,control,h2170_abx,True,NCI-H2170 · control
ncih2170_antibiotics_blank_ctrl_15,train,NCI-H2170,ncih2170_antibiotics_blank_ctrl,Classic (after opt),234,210,antibiotic,control,,,control,h2170_abx,True,NCI-H2170 · control
ncih2170_antibiotics_blank_ctrl_16,train,NCI-H2170,ncih2170_antibiotics_blank_ctrl,Classic (after opt),122,91,antibiotic,control,,,control,h2170_abx,True,NCI-H2170 · control
ncih2170_antibiotics_blank_ctrl_17,train,NCI-H2170,ncih2170_antibiotics_blank_ctrl,Classic (after opt),440,604,antibiotic,control,,,control,h2170_abx,True,NCI-H2170 · control
ncih2170_antibiotics_blank_ctrl_18,val,NCI-H2170,ncih2170_antibiotics_blank_ctrl,Classic (after opt),162,157,antibiotic,control,,,control,h2170_abx,True,NCI-H2170 · control
ncih2170_antibiotics_blank_ctrl_19,train,NCI-H2170,ncih2170_antibiotics_blank_ctrl,Classic (after opt),145,92,antibiotic,control,,,control,h2170_abx,True,NCI-H2170 · control
ncih2170_antibiotics_blank_ctrl_2,train,NCI-H2170,ncih2170_antibiotics_blank_ctrl,Classic (after opt),467,373,antibiotic,control,,,control,h2170_abx,True,NCI-H2170 · control
ncih2170_antibiotics_blank_ctrl_20,train,NCI-H2170,ncih2170_antibiotics_blank_ctrl,Classic (after opt),183,128,antibiotic,control,,,control,h2170_abx,True,NCI-H2170 · control
ncih2170_antibiotics_blank_ctrl_21,train,NCI-H2170,ncih2170_antibiotics_blank_ctrl,Classic (after opt),139,224,antibiotic,control,,,control,h2170_abx,True,NCI-H2170 · control
ncih2170_antibiotics_blank_ctrl_22,train,NCI-H2170,ncih2170_antibiotics_blank_ctrl,Classic (after opt),381,375,antibiotic,control,,,control,h2170_abx,True,NCI-H2170 · control
ncih2170_antibiotics_blank_ctrl_23,val,NCI-H2170,ncih2170_antibiotics_blank_ctrl,Classic (after opt),234,281,antibiotic,control,,,control,h2170_abx,True,NCI-H2170 · control
ncih2170_antibiotics_blank_ctrl_24,train,NCI-H2170,ncih2170_antibiotics_blank_ctrl,Classic (after opt),167,153,antibiotic,control,,,control,h2170_abx,True,NCI-H2170 · control
ncih2170_antibiotics_blank_ctrl_25,train,NCI-H2170,ncih2170_antibiotics_blank_ctrl,Classic (after opt),100,42,antibiotic,control,,,control,h2170_abx,True,NCI-H2170 · control
ncih2170_antibiotics_blank_ctrl_27,train,NCI-H2170,ncih2170_antibiotics_blank_ctrl,Classic (after opt),369,318,antibiotic,control,,,control,h2170_abx,True,NCI-H2170 · control
ncih2170_antibiotics_blank_ctrl_28,train,NCI-H2170,ncih2170_antibiotics_blank_ctrl,Classic (after opt),460,256,antibiotic,control,,,control,h2170_abx,True,NCI-H2170 · control
ncih2170_antibiotics_blank_ctrl_29,train,NCI-H2170,ncih2170_antibiotics_blank_ctrl,Classic (after opt),158,104,antibiotic,control,,,control,h2170_abx,True,NCI-H2170 · control
ncih2170_antibiotics_blank_ctrl_30,train,NCI-H2170,ncih2170_antibiotics_blank_ctrl,Classic (after opt),279,339,antibiotic,control,,,control,h2170_abx,True,NCI-H2170 · control
ncih2170_antibiotics_blank_ctrl_31,train,NCI-H2170,ncih2170_antibiotics_blank_ctrl,Classic (after opt),134,88,antibiotic,control,,,control,h2170_abx,True,NCI-H2170 · control
ncih2170_antibiotics_blank_ctrl_32,train,NCI-H2170,ncih2170_antibiotics_blank_ctrl,Classic (after opt),275,138,antibiotic,control,,,control,h2170_abx,True,NCI-H2170 · control
ncih2170_antibiotics_blank_ctrl_33,train,NCI-H2170,ncih2170_antibiotics_blank_ctrl,Classic (after opt),196,207,antibiotic,control,,,control,h2170_abx,True,NCI-H2170 · control
ncih2170_antibiotics_blank_ctrl_34,val,NCI-H2170,ncih2170_antibiotics_blank_ctrl,Classic (after opt),175,91,antibiotic,control,,,control,h2170_abx,True,NCI-H2170 · control
ncih2170_antibiotics_blank_ctrl_35,test,NCI-H2170,ncih2170_antibiotics_blank_ctrl,Classic (after opt),82,84,antibiotic,control,,,control,h2170_abx,True,NCI-H2170 · control
ncih2170_antibiotics_blank_ctrl_37,test,NCI-H2170,ncih2170_antibiotics_blank_ctrl,Classic (after opt),457,539,antibiotic,control,,,control,h2170_abx,True,NCI-H2170 · control
ncih2170_antibiotics_blank_ctrl_38,train,NCI-H2170,ncih2170_antibiotics_blank_ctrl,Classic (after opt),441,402,antibiotic,control,,,control,h2170_abx,True,NCI-H2170 · control
ncih2170_antibiotics_blank_ctrl_39,train,NCI-H2170,ncih2170_antibiotics_blank_ctrl,Classic (after opt),470,391,antibiotic,control,,,control,h2170_abx,True,NCI-H2170 · control
ncih2170_antibiotics_blank_ctrl_40,test,NCI-H2170,ncih2170_antibiotics_blank_ctrl,Classic (after opt),241,248,antibiotic,control,,,control,h2170_abx,True,NCI-H2170 · control
