uid,split,cell_line,cond,model,gt_count,pred_count
ncih2170_facs_fish_0723_sorted_ctrl_74,train,NCI-H2170,ncih2170_facs_fish_0723_sorted_ctrl,MIA,73,80
ncih2170_facs_fish_0723_sorted_ctrl_75,train,NCI-H2170,ncih2170_facs_fish_0723_sorted_ctrl,MIA,205,207
ncih2170_facs_fish_0723_sorted_ctrl_76,train,NCI-H2170,ncih2170_facs_fish_0723_sorted_ctrl,MIA,291,142
ncih2170_facs_fish_0723_sorted_ctrl_77,train,NCI-H2170,ncih2170_facs_fish_0723_sorted_ctrl,MIA,199,159
ncih2170_facs_fish_0723_sorted_ctrl_79,train,NCI-H2170,ncih2170_facs_fish_0723_sorted_ctrl,MIA,27,19
ncih2170_facs_fish_0723_sorted_ctrl_80,val,NCI-H2170,ncih2170_facs_fish_0723_sorted_ctrl,MIA,296,346
ncih2170_facs_fish_0723_sorted_ctrl_85,train,NCI-H2170,ncih2170_facs_fish_0723_sorted_ctrl,MIA,249,183
ncih2170_facs_fish_0723_sorted_ctrl_87,train,NCI-H2170,ncih2170_facs_fish_0723_sorted_ctrl,MIA,190,186
ncih2170_facs_fish_0723_sorted_ctrl_9,train,NCI-H2170,ncih2170_facs_fish_0723_sorted_ctrl,MIA,87,81
ncih2170_facs_fish_0723_sorted_ctrl_91,val,NCI-H2170,ncih2170_facs_fish_0723_sorted_ctrl,MIA,213,215
ncih2170_facs_fish_0723_sorted_ctrl_96,val,NCI-H2170,ncih2170_facs_fish_0723_sorted_ctrl,MIA,220,223
ncih2170_facs_fish_0723_sorted_ctrl_99,train,NCI-H2170,ncih2170_facs_fish_0723_sorted_ctrl,MIA,203,193
ncih2170_jc_jq1_ic50_24h_1,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,83,60
ncih2170_jc_jq1_ic50_24h_100,test,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,38,19
ncih2170_jc_jq1_ic50_24h_101,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,99,70
ncih2170_jc_jq1_ic50_24h_104,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,74,45
ncih2170_jc_jq1_ic50_24h_106,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,239,159
ncih2170_jc_jq1_ic50_24h_108,val,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,211,156
ncih2170_jc_jq1_ic50_24h_111,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,128,87
ncih2170_jc_jq1_ic50_24h_112,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,308,233
ncih2170_jc_jq1_ic50_24h_113,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,200,171
ncih2170_jc_jq1_ic50_24h_114,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,250,191
ncih2170_jc_jq1_ic50_24h_115,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,180,93
ncih2170_jc_jq1_ic50_24h_117,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,135,100
ncih2170_jc_jq1_ic50_24h_118,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,105,58
ncih2170_jc_jq1_ic50_24h_119,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,177,126
ncih2170_jc_jq1_ic50_24h_120,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,143,106
ncih2170_jc_jq1_ic50_24h_17,val,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,35,22
ncih2170_jc_jq1_ic50_24h_2,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,783,549
ncih2170_jc_jq1_ic50_24h_21,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,180,128
ncih2170_jc_jq1_ic50_24h_23,val,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,110,91
ncih2170_jc_jq1_ic50_24h_24,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,99,69
ncih2170_jc_jq1_ic50_24h_25,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,93,77
ncih2170_jc_jq1_ic50_24h_26,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,142,116
ncih2170_jc_jq1_ic50_24h_27,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,438,319
ncih2170_jc_jq1_ic50_24h_29,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,201,127
ncih2170_jc_jq1_ic50_24h_30,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,163,99
ncih2170_jc_jq1_ic50_24h_31,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,274,170
ncih2170_jc_jq1_ic50_24h_33,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,121,76
ncih2170_jc_jq1_ic50_24h_36,val,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,273,213
ncih2170_jc_jq1_ic50_24h_38,test,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,59,62
ncih2170_jc_jq1_ic50_24h_40,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,406,308
ncih2170_jc_jq1_ic50_24h_41,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,69,49
ncih2170_jc_jq1_ic50_24h_42,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,51,28
ncih2170_jc_jq1_ic50_24h_47,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,120,79
ncih2170_jc_jq1_ic50_24h_48,test,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,223,158
ncih2170_jc_jq1_ic50_24h_5,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,86,69
ncih2170_jc_jq1_ic50_24h_50,test,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,72,36
ncih2170_jc_jq1_ic50_24h_51,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,323,259
ncih2170_jc_jq1_ic50_24h_53,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,127,90
ncih2170_jc_jq1_ic50_24h_54,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,101,65
ncih2170_jc_jq1_ic50_24h_56,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,265,170
ncih2170_jc_jq1_ic50_24h_61,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,50,45
ncih2170_jc_jq1_ic50_24h_62,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,155,131
ncih2170_jc_jq1_ic50_24h_64,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,102,74
ncih2170_jc_jq1_ic50_24h_66,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,246,94
ncih2170_jc_jq1_ic50_24h_67,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,118,44
ncih2170_jc_jq1_ic50_24h_68,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,160,140
ncih2170_jc_jq1_ic50_24h_69,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,62,40
ncih2170_jc_jq1_ic50_24h_7,test,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,328,200
ncih2170_jc_jq1_ic50_24h_72,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,94,33
ncih2170_jc_jq1_ic50_24h_73,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,123,78
ncih2170_jc_jq1_ic50_24h_74,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,314,276
ncih2170_jc_jq1_ic50_24h_75,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,111,75
ncih2170_jc_jq1_ic50_24h_76_a,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,149,110
ncih2170_jc_jq1_ic50_24h_79,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,110,71
ncih2170_jc_jq1_ic50_24h_84,test,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,64,56
ncih2170_jc_jq1_ic50_24h_86,test,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,193,128
ncih2170_jc_jq1_ic50_24h_89,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,134,97
ncih2170_jc_jq1_ic50_24h_90,val,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,134,86
ncih2170_jc_jq1_ic50_24h_91,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,125,101
ncih2170_jc_jq1_ic50_24h_92,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,141,127
ncih2170_jc_jq1_ic50_24h_93,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,419,341
ncih2170_jc_jq1_ic50_24h_94,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,135,85
ncih2170_jc_jq1_ic50_24h_95,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,58,39
ncih2170_jc_jq1_ic50_24h_96,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,69,37
ncih2170_jc_jq1_ic50_24h_97,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,53,32
ncih2170_jc_jq1_ic50_24h_98,test,NCI-H2170,ncih2170_jc_jq1_ic50_24h,MIA,97,76
ncih2170_jc_lap_ic50_24h_10,train,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,103,82
ncih2170_jc_lap_ic50_24h_101,train,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,278,217
ncih2170_jc_lap_ic50_24h_102,train,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,125,72
ncih2170_jc_lap_ic50_24h_104,train,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,151,62
ncih2170_jc_lap_ic50_24h_106,train,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,166,97
ncih2170_jc_lap_ic50_24h_108,train,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,70,30
ncih2170_jc_lap_ic50_24h_109,train,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,99,69
ncih2170_jc_lap_ic50_24h_11,test,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,89,62
ncih2170_jc_lap_ic50_24h_112,train,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,210,153
ncih2170_jc_lap_ic50_24h_114,train,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,50,38
ncih2170_jc_lap_ic50_24h_115,train,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,125,106
ncih2170_jc_lap_ic50_24h_116,train,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,101,39
ncih2170_jc_lap_ic50_24h_118,train,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,63,36
ncih2170_jc_lap_ic50_24h_119,train,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,120,75
ncih2170_jc_lap_ic50_24h_12,test,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,445,303
ncih2170_jc_lap_ic50_24h_13,val,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,192,134
ncih2170_jc_lap_ic50_24h_15,test,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,84,29
ncih2170_jc_lap_ic50_24h_16,val,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,92,58
ncih2170_jc_lap_ic50_24h_17,train,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,54,28
ncih2170_jc_lap_ic50_24h_18,test,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,107,62
ncih2170_jc_lap_ic50_24h_19,train,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,82,57
ncih2170_jc_lap_ic50_24h_2,val,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,110,73
ncih2170_jc_lap_ic50_24h_20,train,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,177,111
ncih2170_jc_lap_ic50_24h_21,train,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,242,83
ncih2170_jc_lap_ic50_24h_22,val,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,177,65
ncih2170_jc_lap_ic50_24h_24,train,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,97,33
ncih2170_jc_lap_ic50_24h_25,train,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,107,46
ncih2170_jc_lap_ic50_24h_27,train,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,65,41
ncih2170_jc_lap_ic50_24h_29f,train,NCI-H2170,ncih2170_jc_lap_ic50_24h_29f,MIA,101,46
ncih2170_jc_lap_ic50_24h_3,val,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,108,77
ncih2170_jc_lap_ic50_24h_31,train,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,132,97
ncih2170_jc_lap_ic50_24h_32,train,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,54,34
ncih2170_jc_lap_ic50_24h_33,train,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,185,108
ncih2170_jc_lap_ic50_24h_34,val,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,123,89
ncih2170_jc_lap_ic50_24h_35,test,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,135,89
ncih2170_jc_lap_ic50_24h_36,train,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,36,20
ncih2170_jc_lap_ic50_24h_37,val,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,147,49
ncih2170_jc_lap_ic50_24h_39,train,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,122,85
ncih2170_jc_lap_ic50_24h_40,val,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,173,118
ncih2170_jc_lap_ic50_24h_41,train,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,185,143
ncih2170_jc_lap_ic50_24h_45,train,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,145,107
ncih2170_jc_lap_ic50_24h_46,test,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,151,73
ncih2170_jc_lap_ic50_24h_47,test,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,175,111
ncih2170_jc_lap_ic50_24h_48,train,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,97,67
ncih2170_jc_lap_ic50_24h_49,train,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,40,31
ncih2170_jc_lap_ic50_24h_4_s,train,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,41,24
ncih2170_jc_lap_ic50_24h_52,train,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,150,110
ncih2170_jc_lap_ic50_24h_54,train,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,75,45
ncih2170_jc_lap_ic50_24h_55,test,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,55,54
ncih2170_jc_lap_ic50_24h_56,train,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,70,30
ncih2170_jc_lap_ic50_24h_57,train,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,202,114
ncih2170_jc_lap_ic50_24h_58,train,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,390,240
ncih2170_jc_lap_ic50_24h_61,train,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,165,79
ncih2170_jc_lap_ic50_24h_64,val,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,195,98
ncih2170_jc_lap_ic50_24h_65,test,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,318,216
ncih2170_jc_lap_ic50_24h_66,val,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,102,83
ncih2170_jc_lap_ic50_24h_67,val,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,303,223
ncih2170_jc_lap_ic50_24h_7,val,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,152,113
ncih2170_jc_lap_ic50_24h_71,val,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,236,161
ncih2170_jc_lap_ic50_24h_74,train,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,152,72
ncih2170_jc_lap_ic50_24h_75,train,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,177,116
ncih2170_jc_lap_ic50_24h_76,train,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,258,148
ncih2170_jc_lap_ic50_24h_79,train,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,110,69
ncih2170_jc_lap_ic50_24h_8,train,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,68,38
ncih2170_jc_lap_ic50_24h_82,val,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,233,164
ncih2170_jc_lap_ic50_24h_83,train,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,111,94
ncih2170_jc_lap_ic50_24h_84,train,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,161,82
ncih2170_jc_lap_ic50_24h_88,train,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,239,73
ncih2170_jc_lap_ic50_24h_90,train,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,283,168
ncih2170_jc_lap_ic50_24h_91,val,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,123,90
ncih2170_jc_lap_ic50_24h_93,train,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,259,153
ncih2170_jc_lap_ic50_24h_96,train,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,261,154
ncih2170_jc_lap_ic50_24h_99,train,NCI-H2170,ncih2170_jc_lap_ic50_24h,MIA,89,74
ncih2170_jc_ner_ic50_24h_1,test,NCI-H2170,ncih2170_jc_ner_ic50_24h,MIA,61,46
ncih2170_jc_ner_ic50_24h_2,val,NCI-H2170,ncih2170_jc_ner_ic50_24h,MIA,314,169
ncih2170_jc_ner_ic50_24h_21,train,NCI-H2170,ncih2170_jc_ner_ic50_24h,MIA,475,347
ncih2170_jc_ner_ic50_24h_28,train,NCI-H2170,ncih2170_jc_ner_ic50_24h,MIA,62,50
ncih2170_jc_ner_ic50_24h_3,train,NCI-H2170,ncih2170_jc_ner_ic50_24h,MIA,574,392
ncih2170_jc_ner_ic50_24h_47,train,NCI-H2170,ncih2170_jc_ner_ic50_24h,MIA,212,139
ncih2170_jc_ner_ic50_24h_50,test,NCI-H2170,ncih2170_jc_ner_ic50_24h,MIA,105,90
ncih2170_jc_ner_ic50_24h_51,train,NCI-H2170,ncih2170_jc_ner_ic50_24h,MIA,166,94
ncih2170_jc_ner_ic50_24h_53,train,NCI-H2170,ncih2170_jc_ner_ic50_24h,MIA,182,105
ncih2170_jc_ner_ic50_24h_54,test,NCI-H2170,ncih2170_jc_ner_ic50_24h,MIA,86,65
ncih2170_jc_ner_ic50_24h_6,train,NCI-H2170,ncih2170_jc_ner_ic50_24h,MIA,109,65
ncih2170_jc_ner_ic50_24h_7,train,NCI-H2170,ncih2170_jc_ner_ic50_24h,MIA,137,71
ncih2170_jc_ner_ic50_24h_72,train,NCI-H2170,ncih2170_jc_ner_ic50_24h,MIA,143,109
ncih2170_jc_ner_ic50_24h_73,train,NCI-H2170,ncih2170_jc_ner_ic50_24h,MIA,78,133
ncih2170_jc_ner_ic50_24h_80,train,NCI-H2170,ncih2170_jc_ner_ic50_24h,MIA,129,69
ncih2170_jc_ner_ic50_24h_9,train,NCI-H2170,ncih2170_jc_ner_ic50_24h,MIA,168,128
ncih2170_jc_ner_ic50_72h_32,val,NCI-H2170,ncih2170_jc_ner_ic50_72h,MIA,158,174
ncih2170_jc_ner_ic50_72h_39,train,NCI-H2170,ncih2170_jc_ner_ic50_72h,MIA,396,283
ncih2170_jc_ner_ic50_72h_40,train,NCI-H2170,ncih2170_jc_ner_ic50_72h,MIA,349,250
ncih2170_jc_ner_ic50_72h_63,val,NCI-H2170,ncih2170_jc_ner_ic50_72h,MIA,148,56
ncih2170_jc_ner_ic50_72h_66,train,NCI-H2170,ncih2170_jc_ner_ic50_72h,MIA,163,98
ncih2170_jc_ner_ic50_72h_75,train,NCI-H2170,ncih2170_jc_ner_ic50_72h,MIA,233,142
ncih2170_jc_ner_ic50_72h_89,train,NCI-H2170,ncih2170_jc_ner_ic50_72h,MIA,1687,1364
ncih2170_jc_ner_ic50_72h_92,train,NCI-H2170,ncih2170_jc_ner_ic50_72h,MIA,233,180
ncih2170_post_facs_fish_high_her2_g3_28,test,NCI-H2170,ncih2170_post_facs_fish_high_her2_g3,MIA,89,58
ncih2170_post_facs_fish_high_her2_g3_42,train,NCI-H2170,ncih2170_post_facs_fish_high_her2_g3,MIA,611,587
ncih2170_post_facs_fish_high_her2_g3_54,val,NCI-H2170,ncih2170_post_facs_fish_high_her2_g3,MIA,359,392
ncih2170_post_facs_fish_high_her2_g3_61,train,NCI-H2170,ncih2170_post_facs_fish_high_her2_g3,MIA,186,225
ncih2170_post_facs_fish_high_her2_g3_65,train,NCI-H2170,ncih2170_post_facs_fish_high_her2_g3,MIA,88,118
ncih2170_post_facs_fish_low_her2_g3_1,test,NCI-H2170,ncih2170_post_facs_fish_low_her2_g3,MIA,170,152
ncih2170_post_facs_fish_low_her2_g3_101,train,NCI-H2170,ncih2170_post_facs_fish_low_her2_g3,MIA,153,186
ncih2170_post_facs_fish_low_her2_g3_36,train,NCI-H2170,ncih2170_post_facs_fish_low_her2_g3,MIA,179,144
ncih2170_post_facs_fish_low_her2_g3_39,train,NCI-H2170,ncih2170_post_facs_fish_low_her2_g3,MIA,191,201
ncih2170_post_facs_fish_low_her2_g3_53,val,NCI-H2170,ncih2170_post_facs_fish_low_her2_g3,MIA,61,110
ncih2170_post_facs_fish_low_her2_g3_55,val,NCI-H2170,ncih2170_post_facs_fish_low_her2_g3,MIA,54,48
ncih2170_post_facs_fish_low_her2_g3_59,train,NCI-H2170,ncih2170_post_facs_fish_low_her2_g3,MIA,45,42
ncih2170_post_facs_fish_low_her2_g3_6,train,NCI-H2170,ncih2170_post_facs_fish_low_her2_g3,MIA,479,439
ncih2170_post_facs_fish_low_her2_g3_68,train,NCI-H2170,ncih2170_post_facs_fish_low_her2_g3,MIA,49,93
ncih2170_post_facs_fish_low_her2_g3_79,train,NCI-H2170,ncih2170_post_facs_fish_low_her2_g3,MIA,209,201
ncih2170_post_facs_fish_low_her2_g3_82,train,NCI-H2170,ncih2170_post_facs_fish_low_her2_g3,MIA,75,70
ncih2170_post_facs_fish_low_her2_g3_87,val,NCI-H2170,ncih2170_post_facs_fish_low_her2_g3,MIA,52,67
ncih716_jc_alo_8nm_24h_11,test,NCI-H716,ncih716_jc_alo_8nm_24h,MIA,210,71
ncih716_jc_alo_8nm_24h_12,train,NCI-H716,ncih716_jc_alo_8nm_24h,MIA,191,84
ncih716_jc_alo_8nm_24h_13,test,NCI-H716,ncih716_jc_alo_8nm_24h,MIA,163,55
ncih716_jc_alo_8nm_24h_16,val,NCI-H716,ncih716_jc_alo_8nm_24h,MIA,152,108
ncih716_jc_alo_8nm_24h_17,train,NCI-H716,ncih716_jc_alo_8nm_24h,MIA,231,135
ncih716_jc_alo_8nm_24h_5,train,NCI-H716,ncih716_jc_alo_8nm_24h,MIA,128,48
ncih716_jc_ctrl_1_10,train,NCI-H716,ncih716_jc_ctrl_1,MIA,386,221
ncih716_jc_ctrl_1_13,train,NCI-H716,ncih716_jc_ctrl_1,MIA,211,103
ncih716_jc_ctrl_1_16,train,NCI-H716,ncih716_jc_ctrl_1,MIA,182,127
ncih716_jc_ctrl_1_19,val,NCI-H716,ncih716_jc_ctrl_1,MIA,207,167
ncih716_jc_ctrl_1_2,train,NCI-H716,ncih716_jc_ctrl_1,MIA,131,78
ncih716_jc_ctrl_1_21,train,NCI-H716,ncih716_jc_ctrl_1,MIA,195,136
ncih716_jc_ctrl_1_23,test,NCI-H716,ncih716_jc_ctrl_1,MIA,185,109
ncih716_jc_ctrl_1_24,train,NCI-H716,ncih716_jc_ctrl_1,MIA,350,208
ncih716_jc_ctrl_1_27,train,NCI-H716,ncih716_jc_ctrl_1,MIA,281,193
ncih716_jc_ctrl_1_3,train,NCI-H716,ncih716_jc_ctrl_1,MIA,127,90
ncih716_jc_ctrl_1_42,train,NCI-H716,ncih716_jc_ctrl_1,MIA,178,63
ncih716_jc_ctrl_1_43,train,NCI-H716,ncih716_jc_ctrl_1,MIA,194,165
ncih716_jc_ctrl_1_44_a,val,NCI-H716,ncih716_jc_ctrl_1,MIA,132,111
ncih716_jc_ctrl_1_45,test,NCI-H716,ncih716_jc_ctrl_1,MIA,101,80
ncih716_jc_ctrl_1_46,val,NCI-H716,ncih716_jc_ctrl_1,MIA,144,63
ncih716_jc_ctrl_1_48,train,NCI-H716,ncih716_jc_ctrl_1,MIA,163,154
ncih716_jc_ctrl_1_5,train,NCI-H716,ncih716_jc_ctrl_1,MIA,179,87
ncih716_jc_ctrl_1_54,train,NCI-H716,ncih716_jc_ctrl_1,MIA,134,101
ncih716_jc_ctrl_1_55,train,NCI-H716,ncih716_jc_ctrl_1,MIA,76,47
ncih716_jc_ctrl_1_56,train,NCI-H716,ncih716_jc_ctrl_1,MIA,239,207
ncih716_jc_ctrl_1_57,train,NCI-H716,ncih716_jc_ctrl_1,MIA,137,82
ncih716_jc_ctrl_1_59,train,NCI-H716,ncih716_jc_ctrl_1,MIA,211,159
ncih716_jc_ctrl_1_62,train,NCI-H716,ncih716_jc_ctrl_1,MIA,172,104
ncih716_jc_ctrl_1_64,val,NCI-H716,ncih716_jc_ctrl_1,MIA,148,108
ncih716_jc_ctrl_1_66,test,NCI-H716,ncih716_jc_ctrl_1,MIA,236,147
ncih716_jc_ctrl_1_68,val,NCI-H716,ncih716_jc_ctrl_1,MIA,202,82
ncih716_jc_ctrl_1_72,test,NCI-H716,ncih716_jc_ctrl_1,MIA,150,80
ncih716_jc_ctrl_1_74,train,NCI-H716,ncih716_jc_ctrl_1,MIA,369,306
ncih716_jc_ctrl_1_76,train,NCI-H716,ncih716_jc_ctrl_1,MIA,172,169
ncih716_jc_ctrl_2_10,train,NCI-H716,ncih716_jc_ctrl_2,MIA,116,101
ncih716_jc_ctrl_2_11,test,NCI-H716,ncih716_jc_ctrl_2,MIA,139,64
ncih716_jc_ctrl_2_12,val,NCI-H716,ncih716_jc_ctrl_2,MIA,166,122
ncih716_jc_ctrl_2_16,train,NCI-H716,ncih716_jc_ctrl_2,MIA,213,159
ncih716_jc_ctrl_2_18,train,NCI-H716,ncih716_jc_ctrl_2,MIA,131,77
ncih716_jc_ctrl_2_22,train,NCI-H716,ncih716_jc_ctrl_2,MIA,135,96
ncih716_jc_ctrl_2_23,train,NCI-H716,ncih716_jc_ctrl_2,MIA,129,140
ncih716_jc_ctrl_2_24,val,NCI-H716,ncih716_jc_ctrl_2,MIA,166,143
ncih716_jc_ctrl_2_25,test,NCI-H716,ncih716_jc_ctrl_2,MIA,171,108
ncih716_jc_ctrl_2_27,train,NCI-H716,ncih716_jc_ctrl_2,MIA,291,140
ncih716_jc_ctrl_2_28,train,NCI-H716,ncih716_jc_ctrl_2,MIA,223,156
ncih716_jc_ctrl_2_29,val,NCI-H716,ncih716_jc_ctrl_2,MIA,214,125
ncih716_jc_ctrl_2_30,test,NCI-H716,ncih716_jc_ctrl_2,MIA,71,53
ncih716_jc_ctrl_2_32,train,NCI-H716,ncih716_jc_ctrl_2,MIA,132,130
