Files	source_image	Annotation Type	Annotation Method	Cell Line	Condition	Subset	Split	ecDNA Count
images/gt_image/ncih2170_antibiotics_ps_29_a.png	images/rgb/ncih2170_antibiotics_ps_29_a.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	train	93
images/gt_image/ncih2170_antibiotics_ps_29_b.png	images/rgb/ncih2170_antibiotics_ps_29_b.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	val	52
images/gt_image/ncih2170_antibiotics_ps_3.png	images/rgb/ncih2170_antibiotics_ps_3.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	val	157
images/gt_image/ncih2170_antibiotics_ps_30.png	images/rgb/ncih2170_antibiotics_ps_30.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	train	95
images/gt_image/ncih2170_antibiotics_ps_31.png	images/rgb/ncih2170_antibiotics_ps_31.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	train	305
images/gt_image/ncih2170_antibiotics_ps_32.png	images/rgb/ncih2170_antibiotics_ps_32.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	test	67
images/gt_image/ncih2170_antibiotics_ps_33.png	images/rgb/ncih2170_antibiotics_ps_33.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	train	141
images/gt_image/ncih2170_antibiotics_ps_34_a.png	images/rgb/ncih2170_antibiotics_ps_34_a.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	extension		71
images/gt_image/ncih2170_antibiotics_ps_34_b.png	images/rgb/ncih2170_antibiotics_ps_34_b.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	train	76
images/gt_image/ncih2170_antibiotics_ps_34_c.png	images/rgb/ncih2170_antibiotics_ps_34_c.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	val	153
images/gt_image/ncih2170_antibiotics_ps_35.png	images/rgb/ncih2170_antibiotics_ps_35.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	train	96
images/gt_image/ncih2170_antibiotics_ps_36.png	images/rgb/ncih2170_antibiotics_ps_36.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	test	142
images/gt_image/ncih2170_antibiotics_ps_37.png	images/rgb/ncih2170_antibiotics_ps_37.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	train	81
images/gt_image/ncih2170_antibiotics_ps_38.png	images/rgb/ncih2170_antibiotics_ps_38.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	train	354
images/gt_image/ncih2170_antibiotics_ps_39.png	images/rgb/ncih2170_antibiotics_ps_39.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	train	131
images/gt_image/ncih2170_antibiotics_ps_4.png	images/rgb/ncih2170_antibiotics_ps_4.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	test	148
images/gt_image/ncih2170_antibiotics_ps_40.png	images/rgb/ncih2170_antibiotics_ps_40.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	train	75
images/gt_image/ncih2170_antibiotics_ps_41.png	images/rgb/ncih2170_antibiotics_ps_41.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	train	150
images/gt_image/ncih2170_antibiotics_ps_42.png	images/rgb/ncih2170_antibiotics_ps_42.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	train	96
images/gt_image/ncih2170_antibiotics_ps_43.png	images/rgb/ncih2170_antibiotics_ps_43.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	train	63
images/gt_image/ncih2170_antibiotics_ps_44.png	images/rgb/ncih2170_antibiotics_ps_44.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	train	829
images/gt_image/ncih2170_antibiotics_ps_45.png	images/rgb/ncih2170_antibiotics_ps_45.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	train	90
images/gt_image/ncih2170_antibiotics_ps_46.png	images/rgb/ncih2170_antibiotics_ps_46.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	train	211
images/gt_image/ncih2170_antibiotics_ps_47.png	images/rgb/ncih2170_antibiotics_ps_47.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	train	220
images/gt_image/ncih2170_antibiotics_ps_48.png	images/rgb/ncih2170_antibiotics_ps_48.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	train	76
images/gt_image/ncih2170_antibiotics_ps_49.png	images/rgb/ncih2170_antibiotics_ps_49.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	train	109
images/gt_image/ncih2170_antibiotics_ps_5.png	images/rgb/ncih2170_antibiotics_ps_5.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	train	235
images/gt_image/ncih2170_antibiotics_ps_50.png	images/rgb/ncih2170_antibiotics_ps_50.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	train	147
images/gt_image/ncih2170_antibiotics_ps_54.png	images/rgb/ncih2170_antibiotics_ps_54.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	train	125
images/gt_image/ncih2170_antibiotics_ps_55.png	images/rgb/ncih2170_antibiotics_ps_55.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	val	212
images/gt_image/ncih2170_antibiotics_ps_56_a.png	images/rgb/ncih2170_antibiotics_ps_56_a.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	test	233
images/gt_image/ncih2170_antibiotics_ps_56_b.png	images/rgb/ncih2170_antibiotics_ps_56_b.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	train	434
images/gt_image/ncih2170_antibiotics_ps_57.png	images/rgb/ncih2170_antibiotics_ps_57.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	train	70
images/gt_image/ncih2170_antibiotics_ps_58.png	images/rgb/ncih2170_antibiotics_ps_58.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	train	212
images/gt_image/ncih2170_antibiotics_ps_59.png	images/rgb/ncih2170_antibiotics_ps_59.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	extension		167
images/gt_image/ncih2170_antibiotics_ps_6.png	images/rgb/ncih2170_antibiotics_ps_6.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	extension		147
images/gt_image/ncih2170_antibiotics_ps_61.png	images/rgb/ncih2170_antibiotics_ps_61.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	train	246
images/gt_image/ncih2170_antibiotics_ps_62.png	images/rgb/ncih2170_antibiotics_ps_62.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	train	458
images/gt_image/ncih2170_antibiotics_ps_63.png	images/rgb/ncih2170_antibiotics_ps_63.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	train	862
images/gt_image/ncih2170_antibiotics_ps_64.png	images/rgb/ncih2170_antibiotics_ps_64.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	val	281
images/gt_image/ncih2170_antibiotics_ps_65.png	images/rgb/ncih2170_antibiotics_ps_65.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	train	131
images/gt_image/ncih2170_antibiotics_ps_67.png	images/rgb/ncih2170_antibiotics_ps_67.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	train	153
images/gt_image/ncih2170_antibiotics_ps_68.png	images/rgb/ncih2170_antibiotics_ps_68.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	val	210
images/gt_image/ncih2170_antibiotics_ps_69.png	images/rgb/ncih2170_antibiotics_ps_69.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	train	190
images/gt_image/ncih2170_antibiotics_ps_7.png	images/rgb/ncih2170_antibiotics_ps_7.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	train	191
images/gt_image/ncih2170_antibiotics_ps_70.png	images/rgb/ncih2170_antibiotics_ps_70.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	val	148
images/gt_image/ncih2170_antibiotics_ps_71.png	images/rgb/ncih2170_antibiotics_ps_71.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	extension		93
images/gt_image/ncih2170_antibiotics_ps_72.png	images/rgb/ncih2170_antibiotics_ps_72.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	val	139
images/gt_image/ncih2170_antibiotics_ps_73.png	images/rgb/ncih2170_antibiotics_ps_73.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	train	370
images/gt_image/ncih2170_antibiotics_ps_74.png	images/rgb/ncih2170_antibiotics_ps_74.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	extension		286
images/gt_image/ncih2170_antibiotics_ps_75.png	images/rgb/ncih2170_antibiotics_ps_75.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	train	88
images/gt_image/ncih2170_antibiotics_ps_76.png	images/rgb/ncih2170_antibiotics_ps_76.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	train	209
images/gt_image/ncih2170_antibiotics_ps_77.png	images/rgb/ncih2170_antibiotics_ps_77.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	train	264
images/gt_image/ncih2170_antibiotics_ps_78.png	images/rgb/ncih2170_antibiotics_ps_78.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	test	164
images/gt_image/ncih2170_antibiotics_ps_79.png	images/rgb/ncih2170_antibiotics_ps_79.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	train	505
images/gt_image/ncih2170_antibiotics_ps_8.png	images/rgb/ncih2170_antibiotics_ps_8.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	train	69
images/gt_image/ncih2170_antibiotics_ps_80.png	images/rgb/ncih2170_antibiotics_ps_80.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	train	286
images/gt_image/ncih2170_antibiotics_ps_81.png	images/rgb/ncih2170_antibiotics_ps_81.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	train	462
images/gt_image/ncih2170_antibiotics_ps_82.png	images/rgb/ncih2170_antibiotics_ps_82.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	train	125
images/gt_image/ncih2170_antibiotics_ps_83.png	images/rgb/ncih2170_antibiotics_ps_83.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	train	126
images/gt_image/ncih2170_antibiotics_ps_84.png	images/rgb/ncih2170_antibiotics_ps_84.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	test	124
images/gt_image/ncih2170_antibiotics_ps_85.png	images/rgb/ncih2170_antibiotics_ps_85.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	train	181
images/gt_image/ncih2170_antibiotics_ps_86.png	images/rgb/ncih2170_antibiotics_ps_86.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	train	119
images/gt_image/ncih2170_antibiotics_ps_87.png	images/rgb/ncih2170_antibiotics_ps_87.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	train	150
images/gt_image/ncih2170_antibiotics_ps_88.png	images/rgb/ncih2170_antibiotics_ps_88.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	train	425
images/gt_image/ncih2170_antibiotics_ps_89.png	images/rgb/ncih2170_antibiotics_ps_89.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	train	117
images/gt_image/ncih2170_antibiotics_ps_9.png	images/rgb/ncih2170_antibiotics_ps_9.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	train	243
images/gt_image/ncih2170_antibiotics_ps_90.png	images/rgb/ncih2170_antibiotics_ps_90.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	test	159
images/gt_image/ncih2170_antibiotics_ps_91.png	images/rgb/ncih2170_antibiotics_ps_91.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	extension		132
images/gt_image/ncih2170_antibiotics_ps_92.png	images/rgb/ncih2170_antibiotics_ps_92.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	val	203
images/gt_image/ncih2170_antibiotics_ps_93.png	images/rgb/ncih2170_antibiotics_ps_93.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	extension		550
images/gt_image/ncih2170_antibiotics_ps_94.png	images/rgb/ncih2170_antibiotics_ps_94.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	train	147
images/gt_image/ncih2170_antibiotics_ps_95.png	images/rgb/ncih2170_antibiotics_ps_95.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	train	350
images/gt_image/ncih2170_antibiotics_ps_96.png	images/rgb/ncih2170_antibiotics_ps_96.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	extension		354
images/gt_image/ncih2170_antibiotics_ps_97.png	images/rgb/ncih2170_antibiotics_ps_97.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	train	136
images/gt_image/ncih2170_antibiotics_ps_98_a.png	images/rgb/ncih2170_antibiotics_ps_98_a.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	train	98
images/gt_image/ncih2170_antibiotics_ps_98_b.png	images/rgb/ncih2170_antibiotics_ps_98_b.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	train	229
images/gt_image/ncih2170_antibiotics_ps_99.png	images/rgb/ncih2170_antibiotics_ps_99.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps	benchmark	test	83
images/gt_image/ncih2170_antibiotics_ps_g_100.png	images/rgb/ncih2170_antibiotics_ps_g_100.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps_g	benchmark	train	274
images/gt_image/ncih2170_antibiotics_ps_g_101.png	images/rgb/ncih2170_antibiotics_ps_g_101.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps_g	benchmark	train	93
images/gt_image/ncih2170_antibiotics_ps_g_102.png	images/rgb/ncih2170_antibiotics_ps_g_102.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps_g	benchmark	test	217
images/gt_image/ncih2170_antibiotics_ps_g_103.png	images/rgb/ncih2170_antibiotics_ps_g_103.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps_g	benchmark	train	801
images/gt_image/ncih2170_antibiotics_ps_g_104.png	images/rgb/ncih2170_antibiotics_ps_g_104.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps_g	benchmark	val	92
images/gt_image/ncih2170_antibiotics_ps_g_105.png	images/rgb/ncih2170_antibiotics_ps_g_105.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps_g	benchmark	val	151
images/gt_image/ncih2170_antibiotics_ps_g_106.png	images/rgb/ncih2170_antibiotics_ps_g_106.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps_g	benchmark	train	246
images/gt_image/ncih2170_antibiotics_ps_g_107_a.png	images/rgb/ncih2170_antibiotics_ps_g_107_a.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps_g	benchmark	test	103
images/gt_image/ncih2170_antibiotics_ps_g_107_b.png	images/rgb/ncih2170_antibiotics_ps_g_107_b.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps_g	extension		128
images/gt_image/ncih2170_antibiotics_ps_g_108.png	images/rgb/ncih2170_antibiotics_ps_g_108.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps_g	benchmark	train	83
images/gt_image/ncih2170_antibiotics_ps_g_109.png	images/rgb/ncih2170_antibiotics_ps_g_109.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps_g	extension		231
images/gt_image/ncih2170_antibiotics_ps_g_110.png	images/rgb/ncih2170_antibiotics_ps_g_110.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps_g	benchmark	train	66
images/gt_image/ncih2170_antibiotics_ps_g_111.png	images/rgb/ncih2170_antibiotics_ps_g_111.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps_g	benchmark	train	152
images/gt_image/ncih2170_antibiotics_ps_g_112.png	images/rgb/ncih2170_antibiotics_ps_g_112.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps_g	benchmark	train	184
images/gt_image/ncih2170_antibiotics_ps_g_113.png	images/rgb/ncih2170_antibiotics_ps_g_113.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps_g	benchmark	val	79
images/gt_image/ncih2170_antibiotics_ps_g_114.png	images/rgb/ncih2170_antibiotics_ps_g_114.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps_g	benchmark	test	202
images/gt_image/ncih2170_antibiotics_ps_g_115.png	images/rgb/ncih2170_antibiotics_ps_g_115.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps_g	benchmark	test	296
images/gt_image/ncih2170_antibiotics_ps_g_116.png	images/rgb/ncih2170_antibiotics_ps_g_116.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps_g	benchmark	train	107
images/gt_image/ncih2170_antibiotics_ps_g_36.png	images/rgb/ncih2170_antibiotics_ps_g_36.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps_g	benchmark	test	912
images/gt_image/ncih2170_antibiotics_ps_g_37.png	images/rgb/ncih2170_antibiotics_ps_g_37.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps_g	benchmark	train	283
images/gt_image/ncih2170_antibiotics_ps_g_38.png	images/rgb/ncih2170_antibiotics_ps_g_38.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps_g	benchmark	val	223
images/gt_image/ncih2170_antibiotics_ps_g_39.png	images/rgb/ncih2170_antibiotics_ps_g_39.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps_g	benchmark	val	58
images/gt_image/ncih2170_antibiotics_ps_g_40.png	images/rgb/ncih2170_antibiotics_ps_g_40.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps_g	benchmark	train	98
images/gt_image/ncih2170_antibiotics_ps_g_41.png	images/rgb/ncih2170_antibiotics_ps_g_41.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps_g	extension		77
images/gt_image/ncih2170_antibiotics_ps_g_42.png	images/rgb/ncih2170_antibiotics_ps_g_42.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps_g	benchmark	test	245
images/gt_image/ncih2170_antibiotics_ps_g_43.png	images/rgb/ncih2170_antibiotics_ps_g_43.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps_g	benchmark	train	491
images/gt_image/ncih2170_antibiotics_ps_g_44_a.png	images/rgb/ncih2170_antibiotics_ps_g_44_a.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps_g	benchmark	test	52
images/gt_image/ncih2170_antibiotics_ps_g_44_b.png	images/rgb/ncih2170_antibiotics_ps_g_44_b.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps_g	extension		212
images/gt_image/ncih2170_antibiotics_ps_g_45.png	images/rgb/ncih2170_antibiotics_ps_g_45.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps_g	benchmark	val	94
images/gt_image/ncih2170_antibiotics_ps_g_46.png	images/rgb/ncih2170_antibiotics_ps_g_46.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps_g	benchmark	train	148
images/gt_image/ncih2170_antibiotics_ps_g_47.png	images/rgb/ncih2170_antibiotics_ps_g_47.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps_g	benchmark	train	506
images/gt_image/ncih2170_antibiotics_ps_g_48.png	images/rgb/ncih2170_antibiotics_ps_g_48.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps_g	benchmark	train	362
images/gt_image/ncih2170_antibiotics_ps_g_49.png	images/rgb/ncih2170_antibiotics_ps_g_49.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps_g	benchmark	train	446
images/gt_image/ncih2170_antibiotics_ps_g_50.png	images/rgb/ncih2170_antibiotics_ps_g_50.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps_g	benchmark	train	285
images/gt_image/ncih2170_antibiotics_ps_g_51.png	images/rgb/ncih2170_antibiotics_ps_g_51.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps_g	benchmark	val	86
images/gt_image/ncih2170_antibiotics_ps_g_52.png	images/rgb/ncih2170_antibiotics_ps_g_52.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps_g	extension		329
images/gt_image/ncih2170_antibiotics_ps_g_53.png	images/rgb/ncih2170_antibiotics_ps_g_53.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps_g	extension		204
images/gt_image/ncih2170_antibiotics_ps_g_54.png	images/rgb/ncih2170_antibiotics_ps_g_54.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps_g	benchmark	test	182
images/gt_image/ncih2170_antibiotics_ps_g_55.png	images/rgb/ncih2170_antibiotics_ps_g_55.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps_g	benchmark	train	375
images/gt_image/ncih2170_antibiotics_ps_g_56.png	images/rgb/ncih2170_antibiotics_ps_g_56.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps_g	benchmark	test	174
images/gt_image/ncih2170_antibiotics_ps_g_57.png	images/rgb/ncih2170_antibiotics_ps_g_57.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps_g	extension		105
images/gt_image/ncih2170_antibiotics_ps_g_58.png	images/rgb/ncih2170_antibiotics_ps_g_58.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps_g	extension		143
images/gt_image/ncih2170_antibiotics_ps_g_59.png	images/rgb/ncih2170_antibiotics_ps_g_59.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps_g	extension		260
images/gt_image/ncih2170_antibiotics_ps_g_60.png	images/rgb/ncih2170_antibiotics_ps_g_60.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps_g	benchmark	train	76
images/gt_image/ncih2170_antibiotics_ps_g_61.png	images/rgb/ncih2170_antibiotics_ps_g_61.tif	Segmentation mask (binary, 8-bit PNG, values 0 and 255)	Manual	NCI-H2170	antibiotics_ps_g	benchmark	train	181
