Files	source_image	Annotation Type	Annotation Method	Cell Line	Condition	Split
images/roi_mask/ncih2170_facs_fish_0423_low_her2_87.png	images/rgb/ncih2170_facs_fish_0423_low_her2_87.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0423_low_her2	test
images/roi_mask/ncih2170_facs_fish_0423_low_her2_9.png	images/rgb/ncih2170_facs_fish_0423_low_her2_9.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0423_low_her2	train
images/roi_mask/ncih2170_facs_fish_0423_low_her2_91.png	images/rgb/ncih2170_facs_fish_0423_low_her2_91.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0423_low_her2	test
images/roi_mask/ncih2170_facs_fish_0423_low_her2_94.png	images/rgb/ncih2170_facs_fish_0423_low_her2_94.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0423_low_her2	test
images/roi_mask/ncih2170_facs_fish_0423_low_her2_95.png	images/rgb/ncih2170_facs_fish_0423_low_her2_95.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0423_low_her2	train
images/roi_mask/ncih2170_facs_fish_0423_low_her2_97.png	images/rgb/ncih2170_facs_fish_0423_low_her2_97.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0423_low_her2	train
images/roi_mask/ncih2170_facs_fish_0423_low_her2_98.png	images/rgb/ncih2170_facs_fish_0423_low_her2_98.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0423_low_her2	train
images/roi_mask/ncih2170_facs_fish_0723_high_her2_1.png	images/rgb/ncih2170_facs_fish_0723_high_her2_1.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_high_her2	val
images/roi_mask/ncih2170_facs_fish_0723_high_her2_10.png	images/rgb/ncih2170_facs_fish_0723_high_her2_10.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_high_her2	train
images/roi_mask/ncih2170_facs_fish_0723_high_her2_102.png	images/rgb/ncih2170_facs_fish_0723_high_her2_102.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_high_her2	train
images/roi_mask/ncih2170_facs_fish_0723_high_her2_103.png	images/rgb/ncih2170_facs_fish_0723_high_her2_103.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_high_her2	train
images/roi_mask/ncih2170_facs_fish_0723_high_her2_104.png	images/rgb/ncih2170_facs_fish_0723_high_her2_104.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_high_her2	train
images/roi_mask/ncih2170_facs_fish_0723_high_her2_108.png	images/rgb/ncih2170_facs_fish_0723_high_her2_108.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_high_her2	test
images/roi_mask/ncih2170_facs_fish_0723_high_her2_109.png	images/rgb/ncih2170_facs_fish_0723_high_her2_109.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_high_her2	train
images/roi_mask/ncih2170_facs_fish_0723_high_her2_11.png	images/rgb/ncih2170_facs_fish_0723_high_her2_11.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_high_her2	val
images/roi_mask/ncih2170_facs_fish_0723_high_her2_110.png	images/rgb/ncih2170_facs_fish_0723_high_her2_110.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_high_her2	test
images/roi_mask/ncih2170_facs_fish_0723_high_her2_111.png	images/rgb/ncih2170_facs_fish_0723_high_her2_111.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_high_her2	test
images/roi_mask/ncih2170_facs_fish_0723_high_her2_113.png	images/rgb/ncih2170_facs_fish_0723_high_her2_113.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_high_her2	train
images/roi_mask/ncih2170_facs_fish_0723_high_her2_114.png	images/rgb/ncih2170_facs_fish_0723_high_her2_114.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_high_her2	train
images/roi_mask/ncih2170_facs_fish_0723_high_her2_116.png	images/rgb/ncih2170_facs_fish_0723_high_her2_116.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_high_her2	train
images/roi_mask/ncih2170_facs_fish_0723_high_her2_12.png	images/rgb/ncih2170_facs_fish_0723_high_her2_12.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_high_her2	train
images/roi_mask/ncih2170_facs_fish_0723_high_her2_120.png	images/rgb/ncih2170_facs_fish_0723_high_her2_120.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_high_her2	train
images/roi_mask/ncih2170_facs_fish_0723_high_her2_121.png	images/rgb/ncih2170_facs_fish_0723_high_her2_121.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_high_her2	train
images/roi_mask/ncih2170_facs_fish_0723_high_her2_122.png	images/rgb/ncih2170_facs_fish_0723_high_her2_122.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_high_her2	train
images/roi_mask/ncih2170_facs_fish_0723_high_her2_123.png	images/rgb/ncih2170_facs_fish_0723_high_her2_123.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_high_her2	train
images/roi_mask/ncih2170_facs_fish_0723_high_her2_124.png	images/rgb/ncih2170_facs_fish_0723_high_her2_124.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_high_her2	train
images/roi_mask/ncih2170_facs_fish_0723_high_her2_125.png	images/rgb/ncih2170_facs_fish_0723_high_her2_125.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_high_her2	val
images/roi_mask/ncih2170_facs_fish_0723_high_her2_13.png	images/rgb/ncih2170_facs_fish_0723_high_her2_13.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_high_her2	train
images/roi_mask/ncih2170_facs_fish_0723_high_her2_17.png	images/rgb/ncih2170_facs_fish_0723_high_her2_17.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_high_her2	val
images/roi_mask/ncih2170_facs_fish_0723_high_her2_18.png	images/rgb/ncih2170_facs_fish_0723_high_her2_18.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_high_her2	train
images/roi_mask/ncih2170_facs_fish_0723_high_her2_21.png	images/rgb/ncih2170_facs_fish_0723_high_her2_21.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_high_her2	test
images/roi_mask/ncih2170_facs_fish_0723_high_her2_24.png	images/rgb/ncih2170_facs_fish_0723_high_her2_24.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_high_her2	train
images/roi_mask/ncih2170_facs_fish_0723_high_her2_27.png	images/rgb/ncih2170_facs_fish_0723_high_her2_27.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_high_her2	train
images/roi_mask/ncih2170_facs_fish_0723_high_her2_28.png	images/rgb/ncih2170_facs_fish_0723_high_her2_28.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_high_her2	train
images/roi_mask/ncih2170_facs_fish_0723_high_her2_3.png	images/rgb/ncih2170_facs_fish_0723_high_her2_3.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_high_her2	train
images/roi_mask/ncih2170_facs_fish_0723_high_her2_30.png	images/rgb/ncih2170_facs_fish_0723_high_her2_30.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_high_her2	train
images/roi_mask/ncih2170_facs_fish_0723_high_her2_33.png	images/rgb/ncih2170_facs_fish_0723_high_her2_33.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_high_her2	val
images/roi_mask/ncih2170_facs_fish_0723_high_her2_36.png	images/rgb/ncih2170_facs_fish_0723_high_her2_36.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_high_her2	train
images/roi_mask/ncih2170_facs_fish_0723_high_her2_37.png	images/rgb/ncih2170_facs_fish_0723_high_her2_37.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_high_her2	val
images/roi_mask/ncih2170_facs_fish_0723_high_her2_4.png	images/rgb/ncih2170_facs_fish_0723_high_her2_4.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_high_her2	train
images/roi_mask/ncih2170_facs_fish_0723_high_her2_40.png	images/rgb/ncih2170_facs_fish_0723_high_her2_40.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_high_her2	train
images/roi_mask/ncih2170_facs_fish_0723_high_her2_41.png	images/rgb/ncih2170_facs_fish_0723_high_her2_41.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_high_her2	train
images/roi_mask/ncih2170_facs_fish_0723_high_her2_42.png	images/rgb/ncih2170_facs_fish_0723_high_her2_42.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_high_her2	train
images/roi_mask/ncih2170_facs_fish_0723_high_her2_54.png	images/rgb/ncih2170_facs_fish_0723_high_her2_54.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_high_her2	train
images/roi_mask/ncih2170_facs_fish_0723_high_her2_55.png	images/rgb/ncih2170_facs_fish_0723_high_her2_55.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_high_her2	train
images/roi_mask/ncih2170_facs_fish_0723_high_her2_56.png	images/rgb/ncih2170_facs_fish_0723_high_her2_56.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_high_her2	train
images/roi_mask/ncih2170_facs_fish_0723_high_her2_64.png	images/rgb/ncih2170_facs_fish_0723_high_her2_64.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_high_her2	train
images/roi_mask/ncih2170_facs_fish_0723_high_her2_7.png	images/rgb/ncih2170_facs_fish_0723_high_her2_7.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_high_her2	train
images/roi_mask/ncih2170_facs_fish_0723_high_her2_71.png	images/rgb/ncih2170_facs_fish_0723_high_her2_71.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_high_her2	val
images/roi_mask/ncih2170_facs_fish_0723_high_her2_80.png	images/rgb/ncih2170_facs_fish_0723_high_her2_80.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_high_her2	test
images/roi_mask/ncih2170_facs_fish_0723_high_her2_82.png	images/rgb/ncih2170_facs_fish_0723_high_her2_82.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_high_her2	train
images/roi_mask/ncih2170_facs_fish_0723_high_her2_83.png	images/rgb/ncih2170_facs_fish_0723_high_her2_83.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_high_her2	train
images/roi_mask/ncih2170_facs_fish_0723_high_her2_84.png	images/rgb/ncih2170_facs_fish_0723_high_her2_84.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_high_her2	train
images/roi_mask/ncih2170_facs_fish_0723_high_her2_86.png	images/rgb/ncih2170_facs_fish_0723_high_her2_86.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_high_her2	train
images/roi_mask/ncih2170_facs_fish_0723_high_her2_87.png	images/rgb/ncih2170_facs_fish_0723_high_her2_87.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_high_her2	train
images/roi_mask/ncih2170_facs_fish_0723_high_her2_9.png	images/rgb/ncih2170_facs_fish_0723_high_her2_9.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_high_her2	train
images/roi_mask/ncih2170_facs_fish_0723_high_her2_92.png	images/rgb/ncih2170_facs_fish_0723_high_her2_92.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_high_her2	train
images/roi_mask/ncih2170_facs_fish_0723_high_her2_96.png	images/rgb/ncih2170_facs_fish_0723_high_her2_96.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_high_her2	train
images/roi_mask/ncih2170_facs_fish_0723_high_her2_98.png	images/rgb/ncih2170_facs_fish_0723_high_her2_98.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_high_her2	train
images/roi_mask/ncih2170_facs_fish_0723_low_her2_1.png	images/rgb/ncih2170_facs_fish_0723_low_her2_1.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_low_her2	test
images/roi_mask/ncih2170_facs_fish_0723_low_her2_10.png	images/rgb/ncih2170_facs_fish_0723_low_her2_10.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_low_her2	train
images/roi_mask/ncih2170_facs_fish_0723_low_her2_101.png	images/rgb/ncih2170_facs_fish_0723_low_her2_101.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_low_her2	val
images/roi_mask/ncih2170_facs_fish_0723_low_her2_103.png	images/rgb/ncih2170_facs_fish_0723_low_her2_103.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_low_her2	train
images/roi_mask/ncih2170_facs_fish_0723_low_her2_106.png	images/rgb/ncih2170_facs_fish_0723_low_her2_106.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_low_her2	train
images/roi_mask/ncih2170_facs_fish_0723_low_her2_108.png	images/rgb/ncih2170_facs_fish_0723_low_her2_108.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_low_her2	train
images/roi_mask/ncih2170_facs_fish_0723_low_her2_11.png	images/rgb/ncih2170_facs_fish_0723_low_her2_11.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_low_her2	val
images/roi_mask/ncih2170_facs_fish_0723_low_her2_112.png	images/rgb/ncih2170_facs_fish_0723_low_her2_112.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_low_her2	train
images/roi_mask/ncih2170_facs_fish_0723_low_her2_115.png	images/rgb/ncih2170_facs_fish_0723_low_her2_115.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_low_her2	test
images/roi_mask/ncih2170_facs_fish_0723_low_her2_116.png	images/rgb/ncih2170_facs_fish_0723_low_her2_116.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_low_her2	val
images/roi_mask/ncih2170_facs_fish_0723_low_her2_117.png	images/rgb/ncih2170_facs_fish_0723_low_her2_117.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_low_her2	val
images/roi_mask/ncih2170_facs_fish_0723_low_her2_118.png	images/rgb/ncih2170_facs_fish_0723_low_her2_118.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_low_her2	train
images/roi_mask/ncih2170_facs_fish_0723_low_her2_12.png	images/rgb/ncih2170_facs_fish_0723_low_her2_12.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_low_her2	val
images/roi_mask/ncih2170_facs_fish_0723_low_her2_124.png	images/rgb/ncih2170_facs_fish_0723_low_her2_124.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_low_her2	train
images/roi_mask/ncih2170_facs_fish_0723_low_her2_125.png	images/rgb/ncih2170_facs_fish_0723_low_her2_125.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_low_her2	train
images/roi_mask/ncih2170_facs_fish_0723_low_her2_126.png	images/rgb/ncih2170_facs_fish_0723_low_her2_126.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_low_her2	train
images/roi_mask/ncih2170_facs_fish_0723_low_her2_13.png	images/rgb/ncih2170_facs_fish_0723_low_her2_13.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_low_her2	train
images/roi_mask/ncih2170_facs_fish_0723_low_her2_15.png	images/rgb/ncih2170_facs_fish_0723_low_her2_15.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_low_her2	train
images/roi_mask/ncih2170_facs_fish_0723_low_her2_20.png	images/rgb/ncih2170_facs_fish_0723_low_her2_20.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_low_her2	train
images/roi_mask/ncih2170_facs_fish_0723_low_her2_21.png	images/rgb/ncih2170_facs_fish_0723_low_her2_21.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_low_her2	train
images/roi_mask/ncih2170_facs_fish_0723_low_her2_22.png	images/rgb/ncih2170_facs_fish_0723_low_her2_22.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_low_her2	test
images/roi_mask/ncih2170_facs_fish_0723_low_her2_23.png	images/rgb/ncih2170_facs_fish_0723_low_her2_23.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_low_her2	test
images/roi_mask/ncih2170_facs_fish_0723_low_her2_25.png	images/rgb/ncih2170_facs_fish_0723_low_her2_25.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_low_her2	train
images/roi_mask/ncih2170_facs_fish_0723_low_her2_27.png	images/rgb/ncih2170_facs_fish_0723_low_her2_27.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_low_her2	val
images/roi_mask/ncih2170_facs_fish_0723_low_her2_28.png	images/rgb/ncih2170_facs_fish_0723_low_her2_28.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_low_her2	val
images/roi_mask/ncih2170_facs_fish_0723_low_her2_3.png	images/rgb/ncih2170_facs_fish_0723_low_her2_3.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_low_her2	train
images/roi_mask/ncih2170_facs_fish_0723_low_her2_32.png	images/rgb/ncih2170_facs_fish_0723_low_her2_32.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_low_her2	train
images/roi_mask/ncih2170_facs_fish_0723_low_her2_34.png	images/rgb/ncih2170_facs_fish_0723_low_her2_34.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_low_her2	train
images/roi_mask/ncih2170_facs_fish_0723_low_her2_38.png	images/rgb/ncih2170_facs_fish_0723_low_her2_38.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_low_her2	train
images/roi_mask/ncih2170_facs_fish_0723_low_her2_39.png	images/rgb/ncih2170_facs_fish_0723_low_her2_39.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_low_her2	train
images/roi_mask/ncih2170_facs_fish_0723_low_her2_40.png	images/rgb/ncih2170_facs_fish_0723_low_her2_40.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_low_her2	train
images/roi_mask/ncih2170_facs_fish_0723_low_her2_42.png	images/rgb/ncih2170_facs_fish_0723_low_her2_42.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_low_her2	train
images/roi_mask/ncih2170_facs_fish_0723_low_her2_43.png	images/rgb/ncih2170_facs_fish_0723_low_her2_43.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_low_her2	train
images/roi_mask/ncih2170_facs_fish_0723_low_her2_44.png	images/rgb/ncih2170_facs_fish_0723_low_her2_44.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_low_her2	train
images/roi_mask/ncih2170_facs_fish_0723_low_her2_45.png	images/rgb/ncih2170_facs_fish_0723_low_her2_45.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_low_her2	val
images/roi_mask/ncih2170_facs_fish_0723_low_her2_51.png	images/rgb/ncih2170_facs_fish_0723_low_her2_51.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_low_her2	train
images/roi_mask/ncih2170_facs_fish_0723_low_her2_52.png	images/rgb/ncih2170_facs_fish_0723_low_her2_52.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_low_her2	test
images/roi_mask/ncih2170_facs_fish_0723_low_her2_53.png	images/rgb/ncih2170_facs_fish_0723_low_her2_53.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_low_her2	train
images/roi_mask/ncih2170_facs_fish_0723_low_her2_54.png	images/rgb/ncih2170_facs_fish_0723_low_her2_54.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_low_her2	train
images/roi_mask/ncih2170_facs_fish_0723_low_her2_57.png	images/rgb/ncih2170_facs_fish_0723_low_her2_57.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_low_her2	train
images/roi_mask/ncih2170_facs_fish_0723_low_her2_6.png	images/rgb/ncih2170_facs_fish_0723_low_her2_6.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_low_her2	train
images/roi_mask/ncih2170_facs_fish_0723_low_her2_60.png	images/rgb/ncih2170_facs_fish_0723_low_her2_60.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_low_her2	test
images/roi_mask/ncih2170_facs_fish_0723_low_her2_62.png	images/rgb/ncih2170_facs_fish_0723_low_her2_62.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_low_her2	train
images/roi_mask/ncih2170_facs_fish_0723_low_her2_68.png	images/rgb/ncih2170_facs_fish_0723_low_her2_68.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_low_her2	train
images/roi_mask/ncih2170_facs_fish_0723_low_her2_70.png	images/rgb/ncih2170_facs_fish_0723_low_her2_70.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_low_her2	train
images/roi_mask/ncih2170_facs_fish_0723_low_her2_75.png	images/rgb/ncih2170_facs_fish_0723_low_her2_75.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_low_her2	train
images/roi_mask/ncih2170_facs_fish_0723_low_her2_77.png	images/rgb/ncih2170_facs_fish_0723_low_her2_77.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_low_her2	val
images/roi_mask/ncih2170_facs_fish_0723_low_her2_83.png	images/rgb/ncih2170_facs_fish_0723_low_her2_83.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_low_her2	train
images/roi_mask/ncih2170_facs_fish_0723_low_her2_86.png	images/rgb/ncih2170_facs_fish_0723_low_her2_86.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_low_her2	val
images/roi_mask/ncih2170_facs_fish_0723_low_her2_87.png	images/rgb/ncih2170_facs_fish_0723_low_her2_87.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_low_her2	train
images/roi_mask/ncih2170_facs_fish_0723_low_her2_88.png	images/rgb/ncih2170_facs_fish_0723_low_her2_88.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_low_her2	train
images/roi_mask/ncih2170_facs_fish_0723_low_her2_89.png	images/rgb/ncih2170_facs_fish_0723_low_her2_89.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_low_her2	train
images/roi_mask/ncih2170_facs_fish_0723_low_her2_90.png	images/rgb/ncih2170_facs_fish_0723_low_her2_90.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_low_her2	val
images/roi_mask/ncih2170_facs_fish_0723_low_her2_92.png	images/rgb/ncih2170_facs_fish_0723_low_her2_92.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_low_her2	train
images/roi_mask/ncih2170_facs_fish_0723_low_her2_93.png	images/rgb/ncih2170_facs_fish_0723_low_her2_93.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_low_her2	train
images/roi_mask/ncih2170_facs_fish_0723_low_her2_94.png	images/rgb/ncih2170_facs_fish_0723_low_her2_94.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_low_her2	train
images/roi_mask/ncih2170_facs_fish_0723_low_her2_98.png	images/rgb/ncih2170_facs_fish_0723_low_her2_98.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_low_her2	train
images/roi_mask/ncih2170_facs_fish_0723_pre_sort_ctrl_1.png	images/rgb/ncih2170_facs_fish_0723_pre_sort_ctrl_1.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_pre_sort_ctrl	train
images/roi_mask/ncih2170_facs_fish_0723_pre_sort_ctrl_12.png	images/rgb/ncih2170_facs_fish_0723_pre_sort_ctrl_12.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_pre_sort_ctrl	train
images/roi_mask/ncih2170_facs_fish_0723_pre_sort_ctrl_14.png	images/rgb/ncih2170_facs_fish_0723_pre_sort_ctrl_14.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_pre_sort_ctrl	train
images/roi_mask/ncih2170_facs_fish_0723_pre_sort_ctrl_15.png	images/rgb/ncih2170_facs_fish_0723_pre_sort_ctrl_15.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_pre_sort_ctrl	val
images/roi_mask/ncih2170_facs_fish_0723_pre_sort_ctrl_16.png	images/rgb/ncih2170_facs_fish_0723_pre_sort_ctrl_16.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_pre_sort_ctrl	train
images/roi_mask/ncih2170_facs_fish_0723_pre_sort_ctrl_17.png	images/rgb/ncih2170_facs_fish_0723_pre_sort_ctrl_17.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_pre_sort_ctrl	train
images/roi_mask/ncih2170_facs_fish_0723_pre_sort_ctrl_18.png	images/rgb/ncih2170_facs_fish_0723_pre_sort_ctrl_18.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_pre_sort_ctrl	train
images/roi_mask/ncih2170_facs_fish_0723_pre_sort_ctrl_19.png	images/rgb/ncih2170_facs_fish_0723_pre_sort_ctrl_19.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_pre_sort_ctrl	train
images/roi_mask/ncih2170_facs_fish_0723_pre_sort_ctrl_2.png	images/rgb/ncih2170_facs_fish_0723_pre_sort_ctrl_2.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	facs_fish_0723_pre_sort_ctrl	train
