Files	Data Type	Cell Line	Condition	Subset	Split	ecDNA Count
images/rgb/ncih2170_antibiotics_blank_ctrl_56.tif	RGB FISH image	NCI-H2170	antibiotics_blank_ctrl	benchmark	train	240
images/rgb/ncih2170_antibiotics_blank_ctrl_57.tif	RGB FISH image	NCI-H2170	antibiotics_blank_ctrl	benchmark	train	214
images/rgb/ncih2170_antibiotics_blank_ctrl_58.tif	RGB FISH image	NCI-H2170	antibiotics_blank_ctrl	benchmark	train	181
images/rgb/ncih2170_antibiotics_blank_ctrl_59.tif	RGB FISH image	NCI-H2170	antibiotics_blank_ctrl	benchmark	train	207
images/rgb/ncih2170_antibiotics_blank_ctrl_6.tif	RGB FISH image	NCI-H2170	antibiotics_blank_ctrl	benchmark	val	402
images/rgb/ncih2170_antibiotics_blank_ctrl_60.tif	RGB FISH image	NCI-H2170	antibiotics_blank_ctrl	benchmark	train	314
images/rgb/ncih2170_antibiotics_blank_ctrl_61.tif	RGB FISH image	NCI-H2170	antibiotics_blank_ctrl	benchmark	train	259
images/rgb/ncih2170_antibiotics_blank_ctrl_62.tif	RGB FISH image	NCI-H2170	antibiotics_blank_ctrl	benchmark	train	299
images/rgb/ncih2170_antibiotics_blank_ctrl_63.tif	RGB FISH image	NCI-H2170	antibiotics_blank_ctrl	benchmark	val	763
images/rgb/ncih2170_antibiotics_blank_ctrl_64.tif	RGB FISH image	NCI-H2170	antibiotics_blank_ctrl	benchmark	train	124
images/rgb/ncih2170_antibiotics_blank_ctrl_65.tif	RGB FISH image	NCI-H2170	antibiotics_blank_ctrl	benchmark	train	139
images/rgb/ncih2170_antibiotics_blank_ctrl_66.tif	RGB FISH image	NCI-H2170	antibiotics_blank_ctrl	benchmark	train	329
images/rgb/ncih2170_antibiotics_blank_ctrl_67.tif	RGB FISH image	NCI-H2170	antibiotics_blank_ctrl	benchmark	train	250
images/rgb/ncih2170_antibiotics_blank_ctrl_68.tif	RGB FISH image	NCI-H2170	antibiotics_blank_ctrl	extension		328
images/rgb/ncih2170_antibiotics_blank_ctrl_69.tif	RGB FISH image	NCI-H2170	antibiotics_blank_ctrl	benchmark	train	335
images/rgb/ncih2170_antibiotics_blank_ctrl_7.tif	RGB FISH image	NCI-H2170	antibiotics_blank_ctrl	benchmark	train	328
images/rgb/ncih2170_antibiotics_blank_ctrl_70.tif	RGB FISH image	NCI-H2170	antibiotics_blank_ctrl	benchmark	test	446
images/rgb/ncih2170_antibiotics_blank_ctrl_71.tif	RGB FISH image	NCI-H2170	antibiotics_blank_ctrl	benchmark	test	330
images/rgb/ncih2170_antibiotics_blank_ctrl_72.tif	RGB FISH image	NCI-H2170	antibiotics_blank_ctrl	extension		472
images/rgb/ncih2170_antibiotics_blank_ctrl_73.tif	RGB FISH image	NCI-H2170	antibiotics_blank_ctrl	extension		195
images/rgb/ncih2170_antibiotics_blank_ctrl_74.tif	RGB FISH image	NCI-H2170	antibiotics_blank_ctrl	benchmark	train	375
images/rgb/ncih2170_antibiotics_blank_ctrl_75.tif	RGB FISH image	NCI-H2170	antibiotics_blank_ctrl	benchmark	train	133
images/rgb/ncih2170_antibiotics_blank_ctrl_76.tif	RGB FISH image	NCI-H2170	antibiotics_blank_ctrl	benchmark	train	456
images/rgb/ncih2170_antibiotics_blank_ctrl_77.tif	RGB FISH image	NCI-H2170	antibiotics_blank_ctrl	benchmark	train	261
images/rgb/ncih2170_antibiotics_blank_ctrl_78.tif	RGB FISH image	NCI-H2170	antibiotics_blank_ctrl	benchmark	test	300
images/rgb/ncih2170_antibiotics_blank_ctrl_79.tif	RGB FISH image	NCI-H2170	antibiotics_blank_ctrl	benchmark	train	337
images/rgb/ncih2170_antibiotics_blank_ctrl_8.tif	RGB FISH image	NCI-H2170	antibiotics_blank_ctrl	extension		307
images/rgb/ncih2170_antibiotics_blank_ctrl_80.tif	RGB FISH image	NCI-H2170	antibiotics_blank_ctrl	benchmark	train	146
images/rgb/ncih2170_antibiotics_blank_ctrl_81.tif	RGB FISH image	NCI-H2170	antibiotics_blank_ctrl	benchmark	train	93
images/rgb/ncih2170_antibiotics_blank_ctrl_82.tif	RGB FISH image	NCI-H2170	antibiotics_blank_ctrl	benchmark	train	99
images/rgb/ncih2170_antibiotics_blank_ctrl_83.tif	RGB FISH image	NCI-H2170	antibiotics_blank_ctrl	extension		280
images/rgb/ncih2170_antibiotics_blank_ctrl_84.tif	RGB FISH image	NCI-H2170	antibiotics_blank_ctrl	benchmark	val	281
images/rgb/ncih2170_antibiotics_blank_ctrl_85.tif	RGB FISH image	NCI-H2170	antibiotics_blank_ctrl	extension		276
images/rgb/ncih2170_antibiotics_blank_ctrl_86.tif	RGB FISH image	NCI-H2170	antibiotics_blank_ctrl	benchmark	train	287
images/rgb/ncih2170_antibiotics_blank_ctrl_87.tif	RGB FISH image	NCI-H2170	antibiotics_blank_ctrl	benchmark	train	90
images/rgb/ncih2170_antibiotics_blank_ctrl_88_a.tif	RGB FISH image	NCI-H2170	antibiotics_blank_ctrl	benchmark	val	343
images/rgb/ncih2170_antibiotics_blank_ctrl_88_b.tif	RGB FISH image	NCI-H2170	antibiotics_blank_ctrl	extension		310
images/rgb/ncih2170_antibiotics_blank_ctrl_89.tif	RGB FISH image	NCI-H2170	antibiotics_blank_ctrl	benchmark	val	94
images/rgb/ncih2170_antibiotics_blank_ctrl_9.tif	RGB FISH image	NCI-H2170	antibiotics_blank_ctrl	benchmark	train	769
images/rgb/ncih2170_antibiotics_blank_ctrl_90.tif	RGB FISH image	NCI-H2170	antibiotics_blank_ctrl	extension		183
images/rgb/ncih2170_antibiotics_blank_ctrl_91.tif	RGB FISH image	NCI-H2170	antibiotics_blank_ctrl	extension		271
images/rgb/ncih2170_antibiotics_blank_ctrl_92.tif	RGB FISH image	NCI-H2170	antibiotics_blank_ctrl	extension		411
images/rgb/ncih2170_antibiotics_blank_ctrl_93.tif	RGB FISH image	NCI-H2170	antibiotics_blank_ctrl	extension		304
images/rgb/ncih2170_antibiotics_blank_ctrl_94.tif	RGB FISH image	NCI-H2170	antibiotics_blank_ctrl	extension		545
images/rgb/ncih2170_antibiotics_blank_ctrl_95.tif	RGB FISH image	NCI-H2170	antibiotics_blank_ctrl	extension		238
images/rgb/ncih2170_antibiotics_blank_ctrl_96.tif	RGB FISH image	NCI-H2170	antibiotics_blank_ctrl	benchmark	train	106
images/rgb/ncih2170_antibiotics_blank_ctrl_97.tif	RGB FISH image	NCI-H2170	antibiotics_blank_ctrl	benchmark	train	146
images/rgb/ncih2170_antibiotics_blank_ctrl_98.tif	RGB FISH image	NCI-H2170	antibiotics_blank_ctrl	benchmark	train	219
images/rgb/ncih2170_antibiotics_blank_ctrl_99.tif	RGB FISH image	NCI-H2170	antibiotics_blank_ctrl	extension		219
images/rgb/ncih2170_antibiotics_ps_10.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	160
images/rgb/ncih2170_antibiotics_ps_100.tif	RGB FISH image	NCI-H2170	antibiotics_ps	extension		162
images/rgb/ncih2170_antibiotics_ps_101.tif	RGB FISH image	NCI-H2170	antibiotics_ps	extension		211
images/rgb/ncih2170_antibiotics_ps_102_a.tif	RGB FISH image	NCI-H2170	antibiotics_ps	extension		107
images/rgb/ncih2170_antibiotics_ps_102_b.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	test	252
images/rgb/ncih2170_antibiotics_ps_103.tif	RGB FISH image	NCI-H2170	antibiotics_ps	extension		187
images/rgb/ncih2170_antibiotics_ps_104.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	val	158
images/rgb/ncih2170_antibiotics_ps_105.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	test	237
images/rgb/ncih2170_antibiotics_ps_106.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	122
images/rgb/ncih2170_antibiotics_ps_107_a.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	test	246
images/rgb/ncih2170_antibiotics_ps_107_b.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	205
images/rgb/ncih2170_antibiotics_ps_108_a.tif	RGB FISH image	NCI-H2170	antibiotics_ps	extension		944
images/rgb/ncih2170_antibiotics_ps_108_b.tif	RGB FISH image	NCI-H2170	antibiotics_ps	extension		112
images/rgb/ncih2170_antibiotics_ps_109.tif	RGB FISH image	NCI-H2170	antibiotics_ps	extension		199
images/rgb/ncih2170_antibiotics_ps_110.tif	RGB FISH image	NCI-H2170	antibiotics_ps	extension		230
images/rgb/ncih2170_antibiotics_ps_111.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	186
images/rgb/ncih2170_antibiotics_ps_112.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	test	79
images/rgb/ncih2170_antibiotics_ps_113_a.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	val	121
images/rgb/ncih2170_antibiotics_ps_113_b.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	142
images/rgb/ncih2170_antibiotics_ps_114.tif	RGB FISH image	NCI-H2170	antibiotics_ps	extension		287
images/rgb/ncih2170_antibiotics_ps_11_a.tif	RGB FISH image	NCI-H2170	antibiotics_ps	extension		99
images/rgb/ncih2170_antibiotics_ps_11_a_unfinished.tif	RGB FISH image	NCI-H2170	antibiotics_ps	extension		49
images/rgb/ncih2170_antibiotics_ps_11_b.tif	RGB FISH image	NCI-H2170	antibiotics_ps	extension		52
images/rgb/ncih2170_antibiotics_ps_12.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	val	129
images/rgb/ncih2170_antibiotics_ps_13.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	398
images/rgb/ncih2170_antibiotics_ps_14.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	65
images/rgb/ncih2170_antibiotics_ps_16.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	236
images/rgb/ncih2170_antibiotics_ps_17.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	197
images/rgb/ncih2170_antibiotics_ps_18.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	132
images/rgb/ncih2170_antibiotics_ps_19.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	201
images/rgb/ncih2170_antibiotics_ps_20.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	69
images/rgb/ncih2170_antibiotics_ps_21.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	70
images/rgb/ncih2170_antibiotics_ps_22.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	95
images/rgb/ncih2170_antibiotics_ps_23.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	115
images/rgb/ncih2170_antibiotics_ps_24.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	133
images/rgb/ncih2170_antibiotics_ps_25.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	test	284
images/rgb/ncih2170_antibiotics_ps_26.tif	RGB FISH image	NCI-H2170	antibiotics_ps	extension		174
images/rgb/ncih2170_antibiotics_ps_27.tif	RGB FISH image	NCI-H2170	antibiotics_ps	extension		232
images/rgb/ncih2170_antibiotics_ps_28.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	121
images/rgb/ncih2170_antibiotics_ps_29_a.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	93
images/rgb/ncih2170_antibiotics_ps_29_b.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	val	52
images/rgb/ncih2170_antibiotics_ps_3.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	val	157
images/rgb/ncih2170_antibiotics_ps_30.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	95
images/rgb/ncih2170_antibiotics_ps_31.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	305
images/rgb/ncih2170_antibiotics_ps_32.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	test	67
images/rgb/ncih2170_antibiotics_ps_33.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	141
images/rgb/ncih2170_antibiotics_ps_34_a.tif	RGB FISH image	NCI-H2170	antibiotics_ps	extension		71
images/rgb/ncih2170_antibiotics_ps_34_b.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	76
images/rgb/ncih2170_antibiotics_ps_34_c.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	val	153
images/rgb/ncih2170_antibiotics_ps_35.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	96
images/rgb/ncih2170_antibiotics_ps_36.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	test	142
images/rgb/ncih2170_antibiotics_ps_37.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	81
images/rgb/ncih2170_antibiotics_ps_38.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	354
images/rgb/ncih2170_antibiotics_ps_39.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	131
images/rgb/ncih2170_antibiotics_ps_4.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	test	148
images/rgb/ncih2170_antibiotics_ps_40.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	75
images/rgb/ncih2170_antibiotics_ps_41.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	150
images/rgb/ncih2170_antibiotics_ps_42.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	96
images/rgb/ncih2170_antibiotics_ps_43.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	63
images/rgb/ncih2170_antibiotics_ps_44.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	829
images/rgb/ncih2170_antibiotics_ps_45.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	90
images/rgb/ncih2170_antibiotics_ps_46.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	211
images/rgb/ncih2170_antibiotics_ps_47.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	220
images/rgb/ncih2170_antibiotics_ps_48.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	76
images/rgb/ncih2170_antibiotics_ps_49.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	109
images/rgb/ncih2170_antibiotics_ps_5.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	235
images/rgb/ncih2170_antibiotics_ps_50.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	147
images/rgb/ncih2170_antibiotics_ps_54.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	125
images/rgb/ncih2170_antibiotics_ps_55.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	val	212
images/rgb/ncih2170_antibiotics_ps_56_a.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	test	233
images/rgb/ncih2170_antibiotics_ps_56_b.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	434
images/rgb/ncih2170_antibiotics_ps_57.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	70
images/rgb/ncih2170_antibiotics_ps_58.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	212
images/rgb/ncih2170_antibiotics_ps_59.tif	RGB FISH image	NCI-H2170	antibiotics_ps	extension		167
images/rgb/ncih2170_antibiotics_ps_6.tif	RGB FISH image	NCI-H2170	antibiotics_ps	extension		147
images/rgb/ncih2170_antibiotics_ps_61.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	246
images/rgb/ncih2170_antibiotics_ps_62.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	458
images/rgb/ncih2170_antibiotics_ps_63.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	862
images/rgb/ncih2170_antibiotics_ps_64.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	val	281
images/rgb/ncih2170_antibiotics_ps_65.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	131
images/rgb/ncih2170_antibiotics_ps_67.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	153
images/rgb/ncih2170_antibiotics_ps_68.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	val	210
images/rgb/ncih2170_antibiotics_ps_69.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	190
images/rgb/ncih2170_antibiotics_ps_7.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	191
images/rgb/ncih2170_antibiotics_ps_70.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	val	148
images/rgb/ncih2170_antibiotics_ps_71.tif	RGB FISH image	NCI-H2170	antibiotics_ps	extension		93
images/rgb/ncih2170_antibiotics_ps_72.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	val	139
images/rgb/ncih2170_antibiotics_ps_73.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	370
images/rgb/ncih2170_antibiotics_ps_74.tif	RGB FISH image	NCI-H2170	antibiotics_ps	extension		286
images/rgb/ncih2170_antibiotics_ps_75.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	88
images/rgb/ncih2170_antibiotics_ps_76.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	209
images/rgb/ncih2170_antibiotics_ps_77.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	264
images/rgb/ncih2170_antibiotics_ps_78.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	test	164
images/rgb/ncih2170_antibiotics_ps_79.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	505
images/rgb/ncih2170_antibiotics_ps_8.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	69
images/rgb/ncih2170_antibiotics_ps_80.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	286
images/rgb/ncih2170_antibiotics_ps_81.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	462
images/rgb/ncih2170_antibiotics_ps_82.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	125
images/rgb/ncih2170_antibiotics_ps_83.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	126
images/rgb/ncih2170_antibiotics_ps_84.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	test	124
images/rgb/ncih2170_antibiotics_ps_85.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	181
images/rgb/ncih2170_antibiotics_ps_86.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	119
images/rgb/ncih2170_antibiotics_ps_87.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	150
images/rgb/ncih2170_antibiotics_ps_88.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	425
images/rgb/ncih2170_antibiotics_ps_89.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	117
images/rgb/ncih2170_antibiotics_ps_9.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	243
images/rgb/ncih2170_antibiotics_ps_90.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	test	159
images/rgb/ncih2170_antibiotics_ps_91.tif	RGB FISH image	NCI-H2170	antibiotics_ps	extension		132
images/rgb/ncih2170_antibiotics_ps_92.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	val	203
images/rgb/ncih2170_antibiotics_ps_93.tif	RGB FISH image	NCI-H2170	antibiotics_ps	extension		550
images/rgb/ncih2170_antibiotics_ps_94.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	147
images/rgb/ncih2170_antibiotics_ps_95.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	350
images/rgb/ncih2170_antibiotics_ps_96.tif	RGB FISH image	NCI-H2170	antibiotics_ps	extension		354
images/rgb/ncih2170_antibiotics_ps_97.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	136
images/rgb/ncih2170_antibiotics_ps_98_a.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	98
images/rgb/ncih2170_antibiotics_ps_98_b.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	train	229
images/rgb/ncih2170_antibiotics_ps_99.tif	RGB FISH image	NCI-H2170	antibiotics_ps	benchmark	test	83
images/rgb/ncih2170_antibiotics_ps_g_100.tif	RGB FISH image	NCI-H2170	antibiotics_ps_g	benchmark	train	274
images/rgb/ncih2170_antibiotics_ps_g_101.tif	RGB FISH image	NCI-H2170	antibiotics_ps_g	benchmark	train	93
images/rgb/ncih2170_antibiotics_ps_g_102.tif	RGB FISH image	NCI-H2170	antibiotics_ps_g	benchmark	test	217
images/rgb/ncih2170_antibiotics_ps_g_103.tif	RGB FISH image	NCI-H2170	antibiotics_ps_g	benchmark	train	801
images/rgb/ncih2170_antibiotics_ps_g_104.tif	RGB FISH image	NCI-H2170	antibiotics_ps_g	benchmark	val	92
images/rgb/ncih2170_antibiotics_ps_g_105.tif	RGB FISH image	NCI-H2170	antibiotics_ps_g	benchmark	val	151
images/rgb/ncih2170_antibiotics_ps_g_106.tif	RGB FISH image	NCI-H2170	antibiotics_ps_g	benchmark	train	246
images/rgb/ncih2170_antibiotics_ps_g_107_a.tif	RGB FISH image	NCI-H2170	antibiotics_ps_g	benchmark	test	103
images/rgb/ncih2170_antibiotics_ps_g_107_b.tif	RGB FISH image	NCI-H2170	antibiotics_ps_g	extension		128
images/rgb/ncih2170_antibiotics_ps_g_108.tif	RGB FISH image	NCI-H2170	antibiotics_ps_g	benchmark	train	83
images/rgb/ncih2170_antibiotics_ps_g_109.tif	RGB FISH image	NCI-H2170	antibiotics_ps_g	extension		231
images/rgb/ncih2170_antibiotics_ps_g_110.tif	RGB FISH image	NCI-H2170	antibiotics_ps_g	benchmark	train	66
images/rgb/ncih2170_antibiotics_ps_g_111.tif	RGB FISH image	NCI-H2170	antibiotics_ps_g	benchmark	train	152
images/rgb/ncih2170_antibiotics_ps_g_112.tif	RGB FISH image	NCI-H2170	antibiotics_ps_g	benchmark	train	184
images/rgb/ncih2170_antibiotics_ps_g_113.tif	RGB FISH image	NCI-H2170	antibiotics_ps_g	benchmark	val	79
images/rgb/ncih2170_antibiotics_ps_g_114.tif	RGB FISH image	NCI-H2170	antibiotics_ps_g	benchmark	test	202
images/rgb/ncih2170_antibiotics_ps_g_115.tif	RGB FISH image	NCI-H2170	antibiotics_ps_g	benchmark	test	296
images/rgb/ncih2170_antibiotics_ps_g_116.tif	RGB FISH image	NCI-H2170	antibiotics_ps_g	benchmark	train	107
images/rgb/ncih2170_antibiotics_ps_g_36.tif	RGB FISH image	NCI-H2170	antibiotics_ps_g	benchmark	test	912
images/rgb/ncih2170_antibiotics_ps_g_37.tif	RGB FISH image	NCI-H2170	antibiotics_ps_g	benchmark	train	283
images/rgb/ncih2170_antibiotics_ps_g_38.tif	RGB FISH image	NCI-H2170	antibiotics_ps_g	benchmark	val	223
images/rgb/ncih2170_antibiotics_ps_g_39.tif	RGB FISH image	NCI-H2170	antibiotics_ps_g	benchmark	val	58
images/rgb/ncih2170_antibiotics_ps_g_40.tif	RGB FISH image	NCI-H2170	antibiotics_ps_g	benchmark	train	98
images/rgb/ncih2170_antibiotics_ps_g_41.tif	RGB FISH image	NCI-H2170	antibiotics_ps_g	extension		77
images/rgb/ncih2170_antibiotics_ps_g_42.tif	RGB FISH image	NCI-H2170	antibiotics_ps_g	benchmark	test	245
images/rgb/ncih2170_antibiotics_ps_g_43.tif	RGB FISH image	NCI-H2170	antibiotics_ps_g	benchmark	train	491
images/rgb/ncih2170_antibiotics_ps_g_44_a.tif	RGB FISH image	NCI-H2170	antibiotics_ps_g	benchmark	test	52
images/rgb/ncih2170_antibiotics_ps_g_44_b.tif	RGB FISH image	NCI-H2170	antibiotics_ps_g	extension		212
images/rgb/ncih2170_antibiotics_ps_g_45.tif	RGB FISH image	NCI-H2170	antibiotics_ps_g	benchmark	val	94
images/rgb/ncih2170_antibiotics_ps_g_46.tif	RGB FISH image	NCI-H2170	antibiotics_ps_g	benchmark	train	148
images/rgb/ncih2170_antibiotics_ps_g_47.tif	RGB FISH image	NCI-H2170	antibiotics_ps_g	benchmark	train	506
images/rgb/ncih2170_antibiotics_ps_g_48.tif	RGB FISH image	NCI-H2170	antibiotics_ps_g	benchmark	train	362
images/rgb/ncih2170_antibiotics_ps_g_49.tif	RGB FISH image	NCI-H2170	antibiotics_ps_g	benchmark	train	446
images/rgb/ncih2170_antibiotics_ps_g_50.tif	RGB FISH image	NCI-H2170	antibiotics_ps_g	benchmark	train	285
images/rgb/ncih2170_antibiotics_ps_g_51.tif	RGB FISH image	NCI-H2170	antibiotics_ps_g	benchmark	val	86
images/rgb/ncih2170_antibiotics_ps_g_52.tif	RGB FISH image	NCI-H2170	antibiotics_ps_g	extension		329
images/rgb/ncih2170_antibiotics_ps_g_53.tif	RGB FISH image	NCI-H2170	antibiotics_ps_g	extension		204
images/rgb/ncih2170_antibiotics_ps_g_54.tif	RGB FISH image	NCI-H2170	antibiotics_ps_g	benchmark	test	182
images/rgb/ncih2170_antibiotics_ps_g_55.tif	RGB FISH image	NCI-H2170	antibiotics_ps_g	benchmark	train	375
images/rgb/ncih2170_antibiotics_ps_g_56.tif	RGB FISH image	NCI-H2170	antibiotics_ps_g	benchmark	test	174
images/rgb/ncih2170_antibiotics_ps_g_57.tif	RGB FISH image	NCI-H2170	antibiotics_ps_g	extension		105
images/rgb/ncih2170_antibiotics_ps_g_58.tif	RGB FISH image	NCI-H2170	antibiotics_ps_g	extension		143
images/rgb/ncih2170_antibiotics_ps_g_59.tif	RGB FISH image	NCI-H2170	antibiotics_ps_g	extension		260
images/rgb/ncih2170_antibiotics_ps_g_60.tif	RGB FISH image	NCI-H2170	antibiotics_ps_g	benchmark	train	76
images/rgb/ncih2170_antibiotics_ps_g_61.tif	RGB FISH image	NCI-H2170	antibiotics_ps_g	benchmark	train	181
images/rgb/ncih2170_antibiotics_ps_g_62.tif	RGB FISH image	NCI-H2170	antibiotics_ps_g	benchmark	train	244
images/rgb/ncih2170_antibiotics_ps_g_63.tif	RGB FISH image	NCI-H2170	antibiotics_ps_g	benchmark	val	78
images/rgb/ncih2170_antibiotics_ps_g_64.tif	RGB FISH image	NCI-H2170	antibiotics_ps_g	benchmark	test	340
images/rgb/ncih2170_antibiotics_ps_g_65.tif	RGB FISH image	NCI-H2170	antibiotics_ps_g	benchmark	test	192
images/rgb/ncih2170_antibiotics_ps_g_66.tif	RGB FISH image	NCI-H2170	antibiotics_ps_g	benchmark	train	79
images/rgb/ncih2170_antibiotics_ps_g_67.tif	RGB FISH image	NCI-H2170	antibiotics_ps_g	benchmark	test	90
images/rgb/ncih2170_antibiotics_ps_g_68.tif	RGB FISH image	NCI-H2170	antibiotics_ps_g	benchmark	test	78
images/rgb/ncih2170_antibiotics_ps_g_69.tif	RGB FISH image	NCI-H2170	antibiotics_ps_g	benchmark	test	46
images/rgb/ncih2170_antibiotics_ps_g_70.tif	RGB FISH image	NCI-H2170	antibiotics_ps_g	extension		206
images/rgb/ncih2170_antibiotics_ps_g_71.tif	RGB FISH image	NCI-H2170	antibiotics_ps_g	benchmark	train	157
images/rgb/ncih2170_antibiotics_ps_g_72.tif	RGB FISH image	NCI-H2170	antibiotics_ps_g	benchmark	test	138
images/rgb/ncih2170_antibiotics_ps_g_73.tif	RGB FISH image	NCI-H2170	antibiotics_ps_g	extension		93
