Files	source_image	Annotation Type	Annotation Method	Cell Line	Condition	Subset	Split	ecDNA Count
predicted_roi/ncih2170_jc_jq1_ic50_24h_14.png	images/rgb/ncih2170_jc_jq1_ic50_24h_14.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	extension		63
predicted_roi/ncih2170_jc_jq1_ic50_24h_15.png	images/rgb/ncih2170_jc_jq1_ic50_24h_15.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	extension		247
predicted_roi/ncih2170_jc_jq1_ic50_24h_17.png	images/rgb/ncih2170_jc_jq1_ic50_24h_17.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	benchmark	val	35
predicted_roi/ncih2170_jc_jq1_ic50_24h_18.png	images/rgb/ncih2170_jc_jq1_ic50_24h_18.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	extension		187
predicted_roi/ncih2170_jc_jq1_ic50_24h_19.png	images/rgb/ncih2170_jc_jq1_ic50_24h_19.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	extension		64
predicted_roi/ncih2170_jc_jq1_ic50_24h_2.png	images/rgb/ncih2170_jc_jq1_ic50_24h_2.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	783
predicted_roi/ncih2170_jc_jq1_ic50_24h_20.png	images/rgb/ncih2170_jc_jq1_ic50_24h_20.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	extension		191
predicted_roi/ncih2170_jc_jq1_ic50_24h_21.png	images/rgb/ncih2170_jc_jq1_ic50_24h_21.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	180
predicted_roi/ncih2170_jc_jq1_ic50_24h_23.png	images/rgb/ncih2170_jc_jq1_ic50_24h_23.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	benchmark	val	110
predicted_roi/ncih2170_jc_jq1_ic50_24h_24.png	images/rgb/ncih2170_jc_jq1_ic50_24h_24.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	99
predicted_roi/ncih2170_jc_jq1_ic50_24h_25.png	images/rgb/ncih2170_jc_jq1_ic50_24h_25.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	93
predicted_roi/ncih2170_jc_jq1_ic50_24h_26.png	images/rgb/ncih2170_jc_jq1_ic50_24h_26.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	142
predicted_roi/ncih2170_jc_jq1_ic50_24h_27.png	images/rgb/ncih2170_jc_jq1_ic50_24h_27.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	438
predicted_roi/ncih2170_jc_jq1_ic50_24h_28.png	images/rgb/ncih2170_jc_jq1_ic50_24h_28.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	extension		133
predicted_roi/ncih2170_jc_jq1_ic50_24h_29.png	images/rgb/ncih2170_jc_jq1_ic50_24h_29.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	201
predicted_roi/ncih2170_jc_jq1_ic50_24h_3.png	images/rgb/ncih2170_jc_jq1_ic50_24h_3.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	extension		97
predicted_roi/ncih2170_jc_jq1_ic50_24h_30.png	images/rgb/ncih2170_jc_jq1_ic50_24h_30.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	163
predicted_roi/ncih2170_jc_jq1_ic50_24h_31.png	images/rgb/ncih2170_jc_jq1_ic50_24h_31.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	274
predicted_roi/ncih2170_jc_jq1_ic50_24h_32.png	images/rgb/ncih2170_jc_jq1_ic50_24h_32.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	extension		127
predicted_roi/ncih2170_jc_jq1_ic50_24h_33.png	images/rgb/ncih2170_jc_jq1_ic50_24h_33.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	121
predicted_roi/ncih2170_jc_jq1_ic50_24h_34.png	images/rgb/ncih2170_jc_jq1_ic50_24h_34.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	extension		209
predicted_roi/ncih2170_jc_jq1_ic50_24h_36.png	images/rgb/ncih2170_jc_jq1_ic50_24h_36.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	benchmark	val	273
predicted_roi/ncih2170_jc_jq1_ic50_24h_37.png	images/rgb/ncih2170_jc_jq1_ic50_24h_37.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	extension		165
predicted_roi/ncih2170_jc_jq1_ic50_24h_38.png	images/rgb/ncih2170_jc_jq1_ic50_24h_38.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	benchmark	test	59
predicted_roi/ncih2170_jc_jq1_ic50_24h_39.png	images/rgb/ncih2170_jc_jq1_ic50_24h_39.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	extension		152
predicted_roi/ncih2170_jc_jq1_ic50_24h_40.png	images/rgb/ncih2170_jc_jq1_ic50_24h_40.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	406
predicted_roi/ncih2170_jc_jq1_ic50_24h_41.png	images/rgb/ncih2170_jc_jq1_ic50_24h_41.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	69
predicted_roi/ncih2170_jc_jq1_ic50_24h_42.png	images/rgb/ncih2170_jc_jq1_ic50_24h_42.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	51
predicted_roi/ncih2170_jc_jq1_ic50_24h_45.png	images/rgb/ncih2170_jc_jq1_ic50_24h_45.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	extension		83
predicted_roi/ncih2170_jc_jq1_ic50_24h_46.png	images/rgb/ncih2170_jc_jq1_ic50_24h_46.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	extension		86
predicted_roi/ncih2170_jc_jq1_ic50_24h_47.png	images/rgb/ncih2170_jc_jq1_ic50_24h_47.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	120
predicted_roi/ncih2170_jc_jq1_ic50_24h_48.png	images/rgb/ncih2170_jc_jq1_ic50_24h_48.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	benchmark	test	223
predicted_roi/ncih2170_jc_jq1_ic50_24h_49.png	images/rgb/ncih2170_jc_jq1_ic50_24h_49.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	extension		172
predicted_roi/ncih2170_jc_jq1_ic50_24h_4_a.png	images/rgb/ncih2170_jc_jq1_ic50_24h_4_a.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	extension		229
predicted_roi/ncih2170_jc_jq1_ic50_24h_4_b.png	images/rgb/ncih2170_jc_jq1_ic50_24h_4_b.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	extension		177
predicted_roi/ncih2170_jc_jq1_ic50_24h_5.png	images/rgb/ncih2170_jc_jq1_ic50_24h_5.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	86
predicted_roi/ncih2170_jc_jq1_ic50_24h_50.png	images/rgb/ncih2170_jc_jq1_ic50_24h_50.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	benchmark	test	72
predicted_roi/ncih2170_jc_jq1_ic50_24h_51.png	images/rgb/ncih2170_jc_jq1_ic50_24h_51.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	323
predicted_roi/ncih2170_jc_jq1_ic50_24h_52.png	images/rgb/ncih2170_jc_jq1_ic50_24h_52.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	extension		165
predicted_roi/ncih2170_jc_jq1_ic50_24h_53.png	images/rgb/ncih2170_jc_jq1_ic50_24h_53.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	127
predicted_roi/ncih2170_jc_jq1_ic50_24h_54.png	images/rgb/ncih2170_jc_jq1_ic50_24h_54.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	101
predicted_roi/ncih2170_jc_jq1_ic50_24h_56.png	images/rgb/ncih2170_jc_jq1_ic50_24h_56.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	265
predicted_roi/ncih2170_jc_jq1_ic50_24h_57.png	images/rgb/ncih2170_jc_jq1_ic50_24h_57.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	extension		117
predicted_roi/ncih2170_jc_jq1_ic50_24h_58.png	images/rgb/ncih2170_jc_jq1_ic50_24h_58.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	extension		110
predicted_roi/ncih2170_jc_jq1_ic50_24h_59.png	images/rgb/ncih2170_jc_jq1_ic50_24h_59.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	extension		172
predicted_roi/ncih2170_jc_jq1_ic50_24h_6.png	images/rgb/ncih2170_jc_jq1_ic50_24h_6.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	extension		103
predicted_roi/ncih2170_jc_jq1_ic50_24h_61.png	images/rgb/ncih2170_jc_jq1_ic50_24h_61.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	50
predicted_roi/ncih2170_jc_jq1_ic50_24h_62.png	images/rgb/ncih2170_jc_jq1_ic50_24h_62.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	155
predicted_roi/ncih2170_jc_jq1_ic50_24h_64.png	images/rgb/ncih2170_jc_jq1_ic50_24h_64.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	102
predicted_roi/ncih2170_jc_jq1_ic50_24h_66.png	images/rgb/ncih2170_jc_jq1_ic50_24h_66.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	246
predicted_roi/ncih2170_jc_jq1_ic50_24h_67.png	images/rgb/ncih2170_jc_jq1_ic50_24h_67.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	118
predicted_roi/ncih2170_jc_jq1_ic50_24h_68.png	images/rgb/ncih2170_jc_jq1_ic50_24h_68.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	160
predicted_roi/ncih2170_jc_jq1_ic50_24h_69.png	images/rgb/ncih2170_jc_jq1_ic50_24h_69.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	62
predicted_roi/ncih2170_jc_jq1_ic50_24h_7.png	images/rgb/ncih2170_jc_jq1_ic50_24h_7.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	benchmark	test	328
predicted_roi/ncih2170_jc_jq1_ic50_24h_70_a.png	images/rgb/ncih2170_jc_jq1_ic50_24h_70_a.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	extension		49
predicted_roi/ncih2170_jc_jq1_ic50_24h_70_b.png	images/rgb/ncih2170_jc_jq1_ic50_24h_70_b.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	extension		177
predicted_roi/ncih2170_jc_jq1_ic50_24h_72.png	images/rgb/ncih2170_jc_jq1_ic50_24h_72.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	94
predicted_roi/ncih2170_jc_jq1_ic50_24h_73.png	images/rgb/ncih2170_jc_jq1_ic50_24h_73.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	123
predicted_roi/ncih2170_jc_jq1_ic50_24h_74.png	images/rgb/ncih2170_jc_jq1_ic50_24h_74.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	314
predicted_roi/ncih2170_jc_jq1_ic50_24h_75.png	images/rgb/ncih2170_jc_jq1_ic50_24h_75.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	111
predicted_roi/ncih2170_jc_jq1_ic50_24h_76_a.png	images/rgb/ncih2170_jc_jq1_ic50_24h_76_a.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	149
predicted_roi/ncih2170_jc_jq1_ic50_24h_76_b.png	images/rgb/ncih2170_jc_jq1_ic50_24h_76_b.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	extension		152
predicted_roi/ncih2170_jc_jq1_ic50_24h_77.png	images/rgb/ncih2170_jc_jq1_ic50_24h_77.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	extension		145
predicted_roi/ncih2170_jc_jq1_ic50_24h_78.png	images/rgb/ncih2170_jc_jq1_ic50_24h_78.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	extension		97
predicted_roi/ncih2170_jc_jq1_ic50_24h_79.png	images/rgb/ncih2170_jc_jq1_ic50_24h_79.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	110
predicted_roi/ncih2170_jc_jq1_ic50_24h_8.png	images/rgb/ncih2170_jc_jq1_ic50_24h_8.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	extension		527
predicted_roi/ncih2170_jc_jq1_ic50_24h_80.png	images/rgb/ncih2170_jc_jq1_ic50_24h_80.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	extension		81
predicted_roi/ncih2170_jc_jq1_ic50_24h_81.png	images/rgb/ncih2170_jc_jq1_ic50_24h_81.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	extension		162
predicted_roi/ncih2170_jc_jq1_ic50_24h_84.png	images/rgb/ncih2170_jc_jq1_ic50_24h_84.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	benchmark	test	64
predicted_roi/ncih2170_jc_jq1_ic50_24h_85.png	images/rgb/ncih2170_jc_jq1_ic50_24h_85.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	extension		61
predicted_roi/ncih2170_jc_jq1_ic50_24h_86.png	images/rgb/ncih2170_jc_jq1_ic50_24h_86.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	benchmark	test	193
predicted_roi/ncih2170_jc_jq1_ic50_24h_87.png	images/rgb/ncih2170_jc_jq1_ic50_24h_87.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	extension		239
predicted_roi/ncih2170_jc_jq1_ic50_24h_88.png	images/rgb/ncih2170_jc_jq1_ic50_24h_88.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	extension		62
predicted_roi/ncih2170_jc_jq1_ic50_24h_89.png	images/rgb/ncih2170_jc_jq1_ic50_24h_89.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	134
predicted_roi/ncih2170_jc_jq1_ic50_24h_9.png	images/rgb/ncih2170_jc_jq1_ic50_24h_9.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	extension		106
predicted_roi/ncih2170_jc_jq1_ic50_24h_90.png	images/rgb/ncih2170_jc_jq1_ic50_24h_90.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	benchmark	val	134
predicted_roi/ncih2170_jc_jq1_ic50_24h_91.png	images/rgb/ncih2170_jc_jq1_ic50_24h_91.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	125
predicted_roi/ncih2170_jc_jq1_ic50_24h_92.png	images/rgb/ncih2170_jc_jq1_ic50_24h_92.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	141
predicted_roi/ncih2170_jc_jq1_ic50_24h_93.png	images/rgb/ncih2170_jc_jq1_ic50_24h_93.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	419
predicted_roi/ncih2170_jc_jq1_ic50_24h_94.png	images/rgb/ncih2170_jc_jq1_ic50_24h_94.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	135
predicted_roi/ncih2170_jc_jq1_ic50_24h_95.png	images/rgb/ncih2170_jc_jq1_ic50_24h_95.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	58
predicted_roi/ncih2170_jc_jq1_ic50_24h_96.png	images/rgb/ncih2170_jc_jq1_ic50_24h_96.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	69
predicted_roi/ncih2170_jc_jq1_ic50_24h_97.png	images/rgb/ncih2170_jc_jq1_ic50_24h_97.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	53
predicted_roi/ncih2170_jc_jq1_ic50_24h_98.png	images/rgb/ncih2170_jc_jq1_ic50_24h_98.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	benchmark	test	97
predicted_roi/ncih2170_jc_jq1_ic50_24h_99.png	images/rgb/ncih2170_jc_jq1_ic50_24h_99.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_jq1_ic50_24h	extension		278
predicted_roi/ncih2170_jc_lap_ic50_24h_1.png	images/rgb/ncih2170_jc_lap_ic50_24h_1.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_lap_ic50_24h	extension		84
predicted_roi/ncih2170_jc_lap_ic50_24h_10.png	images/rgb/ncih2170_jc_lap_ic50_24h_10.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_lap_ic50_24h	benchmark	train	103
predicted_roi/ncih2170_jc_lap_ic50_24h_100.png	images/rgb/ncih2170_jc_lap_ic50_24h_100.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_lap_ic50_24h	extension		166
predicted_roi/ncih2170_jc_lap_ic50_24h_101.png	images/rgb/ncih2170_jc_lap_ic50_24h_101.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_lap_ic50_24h	benchmark	train	278
predicted_roi/ncih2170_jc_lap_ic50_24h_102.png	images/rgb/ncih2170_jc_lap_ic50_24h_102.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_lap_ic50_24h	benchmark	train	125
predicted_roi/ncih2170_jc_lap_ic50_24h_103.png	images/rgb/ncih2170_jc_lap_ic50_24h_103.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_lap_ic50_24h	extension		128
predicted_roi/ncih2170_jc_lap_ic50_24h_104.png	images/rgb/ncih2170_jc_lap_ic50_24h_104.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_lap_ic50_24h	benchmark	train	151
predicted_roi/ncih2170_jc_lap_ic50_24h_105.png	images/rgb/ncih2170_jc_lap_ic50_24h_105.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_lap_ic50_24h	extension		136
predicted_roi/ncih2170_jc_lap_ic50_24h_106.png	images/rgb/ncih2170_jc_lap_ic50_24h_106.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_lap_ic50_24h	benchmark	train	166
predicted_roi/ncih2170_jc_lap_ic50_24h_107.png	images/rgb/ncih2170_jc_lap_ic50_24h_107.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_lap_ic50_24h	extension		170
predicted_roi/ncih2170_jc_lap_ic50_24h_108.png	images/rgb/ncih2170_jc_lap_ic50_24h_108.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_lap_ic50_24h	benchmark	train	70
predicted_roi/ncih2170_jc_lap_ic50_24h_109.png	images/rgb/ncih2170_jc_lap_ic50_24h_109.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_lap_ic50_24h	benchmark	train	99
predicted_roi/ncih2170_jc_lap_ic50_24h_11.png	images/rgb/ncih2170_jc_lap_ic50_24h_11.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_lap_ic50_24h	benchmark	test	89
predicted_roi/ncih2170_jc_lap_ic50_24h_110.png	images/rgb/ncih2170_jc_lap_ic50_24h_110.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_lap_ic50_24h	extension		55
predicted_roi/ncih2170_jc_lap_ic50_24h_111.png	images/rgb/ncih2170_jc_lap_ic50_24h_111.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_lap_ic50_24h	extension		139
predicted_roi/ncih2170_jc_lap_ic50_24h_112.png	images/rgb/ncih2170_jc_lap_ic50_24h_112.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_lap_ic50_24h	benchmark	train	210
predicted_roi/ncih2170_jc_lap_ic50_24h_113.png	images/rgb/ncih2170_jc_lap_ic50_24h_113.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_lap_ic50_24h	extension		178
predicted_roi/ncih2170_jc_lap_ic50_24h_114.png	images/rgb/ncih2170_jc_lap_ic50_24h_114.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_lap_ic50_24h	benchmark	train	50
predicted_roi/ncih2170_jc_lap_ic50_24h_115.png	images/rgb/ncih2170_jc_lap_ic50_24h_115.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_lap_ic50_24h	benchmark	train	125
predicted_roi/ncih2170_jc_lap_ic50_24h_116.png	images/rgb/ncih2170_jc_lap_ic50_24h_116.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_lap_ic50_24h	benchmark	train	101
predicted_roi/ncih2170_jc_lap_ic50_24h_117.png	images/rgb/ncih2170_jc_lap_ic50_24h_117.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_lap_ic50_24h	extension		107
predicted_roi/ncih2170_jc_lap_ic50_24h_118.png	images/rgb/ncih2170_jc_lap_ic50_24h_118.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_lap_ic50_24h	benchmark	train	63
predicted_roi/ncih2170_jc_lap_ic50_24h_119.png	images/rgb/ncih2170_jc_lap_ic50_24h_119.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_lap_ic50_24h	benchmark	train	120
predicted_roi/ncih2170_jc_lap_ic50_24h_12.png	images/rgb/ncih2170_jc_lap_ic50_24h_12.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_lap_ic50_24h	benchmark	test	445
predicted_roi/ncih2170_jc_lap_ic50_24h_120.png	images/rgb/ncih2170_jc_lap_ic50_24h_120.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_lap_ic50_24h	extension		202
predicted_roi/ncih2170_jc_lap_ic50_24h_13.png	images/rgb/ncih2170_jc_lap_ic50_24h_13.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_lap_ic50_24h	benchmark	val	192
predicted_roi/ncih2170_jc_lap_ic50_24h_14.png	images/rgb/ncih2170_jc_lap_ic50_24h_14.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_lap_ic50_24h	extension		57
predicted_roi/ncih2170_jc_lap_ic50_24h_15.png	images/rgb/ncih2170_jc_lap_ic50_24h_15.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_lap_ic50_24h	benchmark	test	84
predicted_roi/ncih2170_jc_lap_ic50_24h_16.png	images/rgb/ncih2170_jc_lap_ic50_24h_16.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_lap_ic50_24h	benchmark	val	92
predicted_roi/ncih2170_jc_lap_ic50_24h_17.png	images/rgb/ncih2170_jc_lap_ic50_24h_17.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_lap_ic50_24h	benchmark	train	54
predicted_roi/ncih2170_jc_lap_ic50_24h_18.png	images/rgb/ncih2170_jc_lap_ic50_24h_18.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_lap_ic50_24h	benchmark	test	107
predicted_roi/ncih2170_jc_lap_ic50_24h_19.png	images/rgb/ncih2170_jc_lap_ic50_24h_19.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_lap_ic50_24h	benchmark	train	82
predicted_roi/ncih2170_jc_lap_ic50_24h_2.png	images/rgb/ncih2170_jc_lap_ic50_24h_2.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_lap_ic50_24h	benchmark	val	110
predicted_roi/ncih2170_jc_lap_ic50_24h_20.png	images/rgb/ncih2170_jc_lap_ic50_24h_20.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	jc_lap_ic50_24h	benchmark	train	177
