model,split,policy,d_max,iou_min,tp,fp,fn,ignored,precision,recall,object_f1
ecSeg,test,OR,100.0,0.0,13950,285,19678,595,0.9799789251844048,0.4148328773641013,0.582913732946117
ecSeg,test,OR,100.0,0.05,13950,285,19678,595,0.9799789251844048,0.4148328773641013,0.582913732946117
ecSeg,test,OR,100.0,0.1,13950,285,19678,595,0.9799789251844048,0.4148328773641013,0.582913732946117
ecSeg,test,OR,100.0,0.2,13950,285,19678,595,0.9799789251844048,0.4148328773641013,0.582913732946117
ecSeg,test,OR,100.0,0.3,13950,285,19678,595,0.9799789251844048,0.4148328773641013,0.582913732946117
ecSeg,test,OR,100.0,0.4,13950,285,19678,595,0.9799789251844048,0.4148328773641013,0.582913732946117
ecSeg,test,OR,100.0,0.5,13950,285,19678,595,0.9799789251844048,0.4148328773641013,0.582913732946117
ecSeg,test,AND,5.0,0.0,9613,5214,24015,3,0.6483442368651784,0.2858629713334126,0.3967805180063977
ecSeg,test,AND,5.0,0.05,9105,5723,24523,2,0.6140410035068788,0.2707565124301178,0.3758048538880634
ecSeg,test,AND,5.0,0.1,8107,6723,25521,0,0.5466621712744437,0.2410788628523849,0.3345990342151966
ecSeg,test,AND,5.0,0.2,4021,10809,29607,0,0.2711395819285233,0.1195729749018675,0.1659581493251888
ecSeg,test,AND,5.0,0.3,1279,13551,32349,0,0.0862440997977073,0.0380337813726656,0.0527879813446696
ecSeg,test,AND,5.0,0.4,451,14379,33177,0,0.0304113283884018,0.013411442845248,0.0186140575343596
ecSeg,test,AND,5.0,0.5,201,14629,33427,0,0.0135536075522589,0.0059771618889021,0.0082958438235172
ecSeg,test,AND,10.0,0.0,10671,4152,22957,7,0.7198947581461242,0.3173248483406685,0.4404862644733854
ecSeg,test,AND,10.0,0.05,9356,5472,24272,2,0.6309684380900998,0.278220530510289,0.386164768036982
ecSeg,test,AND,10.0,0.1,8179,6651,25449,0,0.5515171948752529,0.2432199357678125,0.3375706797639192
ecSeg,test,AND,10.0,0.2,4021,10809,29607,0,0.2711395819285233,0.1195729749018675,0.1659581493251888
ecSeg,test,AND,10.0,0.3,1279,13551,32349,0,0.0862440997977073,0.0380337813726656,0.0527879813446696
ecSeg,test,AND,10.0,0.4,451,14379,33177,0,0.0304113283884018,0.013411442845248,0.0186140575343596
ecSeg,test,AND,10.0,0.5,201,14629,33427,0,0.0135536075522589,0.0059771618889021,0.0082958438235172
ecSeg,test,AND,15.0,0.0,10677,4146,22951,7,0.7202995345071848,0.3175032710836208,0.4407339373800334
ecSeg,test,AND,15.0,0.05,9358,5470,24270,2,0.6311033180469382,0.2782800047579398,0.3862473171537064
ecSeg,test,AND,15.0,0.1,8179,6651,25449,0,0.5515171948752529,0.2432199357678125,0.3375706797639192
ecSeg,test,AND,15.0,0.2,4021,10809,29607,0,0.2711395819285233,0.1195729749018675,0.1659581493251888
ecSeg,test,AND,15.0,0.3,1279,13551,32349,0,0.0862440997977073,0.0380337813726656,0.0527879813446696
ecSeg,test,AND,15.0,0.4,451,14379,33177,0,0.0304113283884018,0.013411442845248,0.0186140575343596
ecSeg,test,AND,15.0,0.5,201,14629,33427,0,0.0135536075522589,0.0059771618889021,0.0082958438235172
ecSeg,test,AND,20.0,0.0,10678,4145,22950,7,0.7203669972340282,0.3175330082074462,0.4407752161978081
ecSeg,test,AND,20.0,0.05,9358,5470,24270,2,0.6311033180469382,0.2782800047579398,0.3862473171537064
ecSeg,test,AND,20.0,0.1,8179,6651,25449,0,0.5515171948752529,0.2432199357678125,0.3375706797639192
ecSeg,test,AND,20.0,0.2,4021,10809,29607,0,0.2711395819285233,0.1195729749018675,0.1659581493251888
ecSeg,test,AND,20.0,0.3,1279,13551,32349,0,0.0862440997977073,0.0380337813726656,0.0527879813446696
ecSeg,test,AND,20.0,0.4,451,14379,33177,0,0.0304113283884018,0.013411442845248,0.0186140575343596
ecSeg,test,AND,20.0,0.5,201,14629,33427,0,0.0135536075522589,0.0059771618889021,0.0082958438235172
ecSeg,test,AND,25.0,0.0,10678,4144,22950,8,0.7204155984347591,0.3175330082074462,0.4407843137254902
ecSeg,test,AND,25.0,0.05,9358,5470,24270,2,0.6311033180469382,0.2782800047579398,0.3862473171537064
ecSeg,test,AND,25.0,0.1,8179,6651,25449,0,0.5515171948752529,0.2432199357678125,0.3375706797639192
ecSeg,test,AND,25.0,0.2,4021,10809,29607,0,0.2711395819285233,0.1195729749018675,0.1659581493251888
ecSeg,test,AND,25.0,0.3,1279,13551,32349,0,0.0862440997977073,0.0380337813726656,0.0527879813446696
ecSeg,test,AND,25.0,0.4,451,14379,33177,0,0.0304113283884018,0.013411442845248,0.0186140575343596
ecSeg,test,AND,25.0,0.5,201,14629,33427,0,0.0135536075522589,0.0059771618889021,0.0082958438235172
ecSeg,test,AND,30.0,0.0,10679,4143,22949,8,0.7204830657131291,0.3175627453312715,0.4408255933952528
ecSeg,test,AND,30.0,0.05,9358,5470,24270,2,0.6311033180469382,0.2782800047579398,0.3862473171537064
ecSeg,test,AND,30.0,0.1,8179,6651,25449,0,0.5515171948752529,0.2432199357678125,0.3375706797639192
ecSeg,test,AND,30.0,0.2,4021,10809,29607,0,0.2711395819285233,0.1195729749018675,0.1659581493251888
ecSeg,test,AND,30.0,0.3,1279,13551,32349,0,0.0862440997977073,0.0380337813726656,0.0527879813446696
ecSeg,test,AND,30.0,0.4,451,14379,33177,0,0.0304113283884018,0.013411442845248,0.0186140575343596
ecSeg,test,AND,30.0,0.5,201,14629,33427,0,0.0135536075522589,0.0059771618889021,0.0082958438235172
ecSeg,test,AND,40.0,0.0,10680,4142,22948,8,0.7205505329914991,0.3175924824550969,0.4408668730650155
ecSeg,test,AND,40.0,0.05,9358,5470,24270,2,0.6311033180469382,0.2782800047579398,0.3862473171537064
ecSeg,test,AND,40.0,0.1,8179,6651,25449,0,0.5515171948752529,0.2432199357678125,0.3375706797639192
ecSeg,test,AND,40.0,0.2,4021,10809,29607,0,0.2711395819285233,0.1195729749018675,0.1659581493251888
ecSeg,test,AND,40.0,0.3,1279,13551,32349,0,0.0862440997977073,0.0380337813726656,0.0527879813446696
ecSeg,test,AND,40.0,0.4,451,14379,33177,0,0.0304113283884018,0.013411442845248,0.0186140575343596
ecSeg,test,AND,40.0,0.5,201,14629,33427,0,0.0135536075522589,0.0059771618889021,0.0082958438235172
ecSeg,test,AND,50.0,0.0,10680,4142,22948,8,0.7205505329914991,0.3175924824550969,0.4408668730650155
ecSeg,test,AND,50.0,0.05,9358,5470,24270,2,0.6311033180469382,0.2782800047579398,0.3862473171537064
ecSeg,test,AND,50.0,0.1,8179,6651,25449,0,0.5515171948752529,0.2432199357678125,0.3375706797639192
ecSeg,test,AND,50.0,0.2,4021,10809,29607,0,0.2711395819285233,0.1195729749018675,0.1659581493251888
ecSeg,test,AND,50.0,0.3,1279,13551,32349,0,0.0862440997977073,0.0380337813726656,0.0527879813446696
ecSeg,test,AND,50.0,0.4,451,14379,33177,0,0.0304113283884018,0.013411442845248,0.0186140575343596
ecSeg,test,AND,50.0,0.5,201,14629,33427,0,0.0135536075522589,0.0059771618889021,0.0082958438235172
ecSeg,test,AND,75.0,0.0,10680,4142,22948,8,0.7205505329914991,0.3175924824550969,0.4408668730650155
ecSeg,test,AND,75.0,0.05,9358,5470,24270,2,0.6311033180469382,0.2782800047579398,0.3862473171537064
ecSeg,test,AND,75.0,0.1,8179,6651,25449,0,0.5515171948752529,0.2432199357678125,0.3375706797639192
ecSeg,test,AND,75.0,0.2,4021,10809,29607,0,0.2711395819285233,0.1195729749018675,0.1659581493251888
ecSeg,test,AND,75.0,0.3,1279,13551,32349,0,0.0862440997977073,0.0380337813726656,0.0527879813446696
ecSeg,test,AND,75.0,0.4,451,14379,33177,0,0.0304113283884018,0.013411442845248,0.0186140575343596
ecSeg,test,AND,75.0,0.5,201,14629,33427,0,0.0135536075522589,0.0059771618889021,0.0082958438235172
ecSeg,test,AND,100.0,0.0,10681,4141,22947,8,0.7206180002698691,0.3176222195789223,0.4409081527347781
ecSeg,test,AND,100.0,0.05,9358,5470,24270,2,0.6311033180469382,0.2782800047579398,0.3862473171537064
ecSeg,test,AND,100.0,0.1,8179,6651,25449,0,0.5515171948752529,0.2432199357678125,0.3375706797639192
ecSeg,test,AND,100.0,0.2,4021,10809,29607,0,0.2711395819285233,0.1195729749018675,0.1659581493251888
ecSeg,test,AND,100.0,0.3,1279,13551,32349,0,0.0862440997977073,0.0380337813726656,0.0527879813446696
ecSeg,test,AND,100.0,0.4,451,14379,33177,0,0.0304113283884018,0.013411442845248,0.0186140575343596
ecSeg,test,AND,100.0,0.5,201,14629,33427,0,0.0135536075522589,0.0059771618889021,0.0082958438235172
MIA,test,OR,5.0,0.0,21402,5937,12226,34,0.7828377043783605,0.63643392411086,0.7020847343644923
MIA,test,OR,5.0,0.05,19080,8288,14548,5,0.6971645717626425,0.5673843225883193,0.6256147944127484
MIA,test,OR,5.0,0.1,18806,8563,14822,4,0.6871277722971245,0.5592363506601642,0.6166204895322721
MIA,test,OR,5.0,0.2,18663,8706,14965,4,0.6819028828236325,0.5549839419531343,0.6119317343475908
MIA,test,OR,5.0,0.3,18662,8707,14966,4,0.6818663451350068,0.5549542048293089,0.6118989458497959
MIA,test,OR,5.0,0.4,18662,8707,14966,4,0.6818663451350068,0.5549542048293089,0.6118989458497959
MIA,test,OR,5.0,0.5,18662,8707,14966,4,0.6818663451350068,0.5549542048293089,0.6118989458497959
MIA,test,OR,10.0,0.0,23846,3287,9782,240,0.8788560056020345,0.7091114547400975,0.7849113740721845
MIA,test,OR,10.0,0.05,23844,3289,9784,240,0.878782294622784,0.7090519804924468,0.7848455423709287
MIA,test,OR,10.0,0.1,23842,3291,9786,240,0.8787085836435337,0.708992506244796,0.784779710669673
MIA,test,OR,10.0,0.2,23842,3291,9786,240,0.8787085836435337,0.708992506244796,0.784779710669673
MIA,test,OR,10.0,0.3,23842,3291,9786,240,0.8787085836435337,0.708992506244796,0.784779710669673
MIA,test,OR,10.0,0.4,23842,3291,9786,240,0.8787085836435337,0.708992506244796,0.784779710669673
MIA,test,OR,10.0,0.5,23842,3291,9786,240,0.8787085836435337,0.708992506244796,0.784779710669673
MIA,test,OR,15.0,0.0,24249,2578,9379,546,0.9039027845081448,0.7210955156417271,0.8022165246877843
MIA,test,OR,15.0,0.05,24249,2578,9379,546,0.9039027845081448,0.7210955156417271,0.8022165246877843
MIA,test,OR,15.0,0.1,24249,2578,9379,546,0.9039027845081448,0.7210955156417271,0.8022165246877843
MIA,test,OR,15.0,0.2,24249,2578,9379,546,0.9039027845081448,0.7210955156417271,0.8022165246877843
MIA,test,OR,15.0,0.3,24249,2578,9379,546,0.9039027845081448,0.7210955156417271,0.8022165246877843
MIA,test,OR,15.0,0.4,24249,2578,9379,546,0.9039027845081448,0.7210955156417271,0.8022165246877843
MIA,test,OR,15.0,0.5,24249,2578,9379,546,0.9039027845081448,0.7210955156417271,0.8022165246877843
MIA,test,OR,20.0,0.0,24482,2136,9146,755,0.9197535502291684,0.7280242654930416,0.8127344553995286
MIA,test,OR,20.0,0.05,24482,2136,9146,755,0.9197535502291684,0.7280242654930416,0.8127344553995286
MIA,test,OR,20.0,0.1,24482,2136,9146,755,0.9197535502291684,0.7280242654930416,0.8127344553995286
MIA,test,OR,20.0,0.2,24482,2136,9146,755,0.9197535502291684,0.7280242654930416,0.8127344553995286
MIA,test,OR,20.0,0.3,24482,2136,9146,755,0.9197535502291684,0.7280242654930416,0.8127344553995286
MIA,test,OR,20.0,0.4,24482,2136,9146,755,0.9197535502291684,0.7280242654930416,0.8127344553995286
MIA,test,OR,20.0,0.5,24482,2136,9146,755,0.9197535502291684,0.7280242654930416,0.8127344553995286
MIA,test,OR,25.0,0.0,24696,1802,8932,875,0.9319948675371726,0.7343880099916736,0.8214749027043209
MIA,test,OR,25.0,0.05,24696,1802,8932,875,0.9319948675371726,0.7343880099916736,0.8214749027043209
MIA,test,OR,25.0,0.1,24696,1802,8932,875,0.9319948675371726,0.7343880099916736,0.8214749027043209
MIA,test,OR,25.0,0.2,24696,1802,8932,875,0.9319948675371726,0.7343880099916736,0.8214749027043209
MIA,test,OR,25.0,0.3,24696,1802,8932,875,0.9319948675371726,0.7343880099916736,0.8214749027043209
MIA,test,OR,25.0,0.4,24696,1802,8932,875,0.9319948675371726,0.7343880099916736,0.8214749027043209
MIA,test,OR,25.0,0.5,24696,1802,8932,875,0.9319948675371726,0.7343880099916736,0.8214749027043209
MIA,test,OR,30.0,0.0,24923,1510,8705,940,0.9428744372564596,0.7411383371000357,0.8299229117064318
MIA,test,OR,30.0,0.05,24923,1510,8705,940,0.9428744372564596,0.7411383371000357,0.8299229117064318
MIA,test,OR,30.0,0.1,24923,1510,8705,940,0.9428744372564596,0.7411383371000357,0.8299229117064318
MIA,test,OR,30.0,0.2,24923,1510,8705,940,0.9428744372564596,0.7411383371000357,0.8299229117064318
MIA,test,OR,30.0,0.3,24923,1510,8705,940,0.9428744372564596,0.7411383371000357,0.8299229117064318
MIA,test,OR,30.0,0.4,24923,1510,8705,940,0.9428744372564596,0.7411383371000357,0.8299229117064318
MIA,test,OR,30.0,0.5,24923,1510,8705,940,0.9428744372564596,0.7411383371000357,0.8299229117064318
MIA,test,OR,40.0,0.0,25334,1110,8294,929,0.958024504613523,0.7533602949922683,0.8434545212411773
MIA,test,OR,40.0,0.05,25334,1110,8294,929,0.958024504613523,0.7533602949922683,0.8434545212411773
MIA,test,OR,40.0,0.1,25334,1110,8294,929,0.958024504613523,0.7533602949922683,0.8434545212411773
MIA,test,OR,40.0,0.2,25334,1110,8294,929,0.958024504613523,0.7533602949922683,0.8434545212411773
MIA,test,OR,40.0,0.3,25334,1110,8294,929,0.958024504613523,0.7533602949922683,0.8434545212411773
MIA,test,OR,40.0,0.4,25334,1110,8294,929,0.958024504613523,0.7533602949922683,0.8434545212411773
MIA,test,OR,40.0,0.5,25334,1110,8294,929,0.958024504613523,0.7533602949922683,0.8434545212411773
MIA,test,OR,50.0,0.0,25693,810,7935,870,0.9694374221786212,0.764035922445581,0.8545675275648168
MIA,test,OR,50.0,0.05,25693,810,7935,870,0.9694374221786212,0.764035922445581,0.8545675275648168
MIA,test,OR,50.0,0.1,25693,810,7935,870,0.9694374221786212,0.764035922445581,0.8545675275648168
MIA,test,OR,50.0,0.2,25693,810,7935,870,0.9694374221786212,0.764035922445581,0.8545675275648168
MIA,test,OR,50.0,0.3,25693,810,7935,870,0.9694374221786212,0.764035922445581,0.8545675275648168
MIA,test,OR,50.0,0.4,25693,810,7935,870,0.9694374221786212,0.764035922445581,0.8545675275648168
MIA,test,OR,50.0,0.5,25693,810,7935,870,0.9694374221786212,0.764035922445581,0.8545675275648168
MIA,test,OR,75.0,0.0,26287,445,7341,641,0.98335328445309,0.781699773997859,0.8710072895957588
MIA,test,OR,75.0,0.05,26287,445,7341,641,0.98335328445309,0.781699773997859,0.8710072895957588
MIA,test,OR,75.0,0.1,26287,445,7341,641,0.98335328445309,0.781699773997859,0.8710072895957588
MIA,test,OR,75.0,0.2,26287,445,7341,641,0.98335328445309,0.781699773997859,0.8710072895957588
MIA,test,OR,75.0,0.3,26287,445,7341,641,0.98335328445309,0.781699773997859,0.8710072895957588
MIA,test,OR,75.0,0.4,26287,445,7341,641,0.98335328445309,0.781699773997859,0.8710072895957588
MIA,test,OR,75.0,0.5,26287,445,7341,641,0.98335328445309,0.781699773997859,0.8710072895957588
MIA,test,OR,100.0,0.0,26584,279,7044,510,0.9896139671667348,0.7905316997739978,0.8789406688598304
MIA,test,OR,100.0,0.05,26584,279,7044,510,0.9896139671667348,0.7905316997739978,0.8789406688598304
MIA,test,OR,100.0,0.1,26584,279,7044,510,0.9896139671667348,0.7905316997739978,0.8789406688598304
MIA,test,OR,100.0,0.2,26584,279,7044,510,0.9896139671667348,0.7905316997739978,0.8789406688598304
MIA,test,OR,100.0,0.3,26584,279,7044,510,0.9896139671667348,0.7905316997739978,0.8789406688598304
MIA,test,OR,100.0,0.4,26584,279,7044,510,0.9896139671667348,0.7905316997739978,0.8789406688598304
MIA,test,OR,100.0,0.5,26584,279,7044,510,0.9896139671667348,0.7905316997739978,0.8789406688598304
MIA,test,AND,5.0,0.0,18543,8827,15085,3,0.6774936061381074,0.5514154870940883,0.6079871471195777
MIA,test,AND,5.0,0.05,17742,9631,15886,0,0.6481569429730026,0.527596050909956,0.5816953820429174
MIA,test,AND,5.0,0.1,15403,11970,18225,0,0.5627077777371863,0.4580409182823837,0.5050081146210718
MIA,test,AND,5.0,0.2,9811,17562,23817,0,0.3584188799181675,0.2917509218508385,0.321666857920362
MIA,test,AND,5.0,0.3,1344,26029,32284,0,0.0490994775874036,0.0399666944213155,0.0440648513958787
MIA,test,AND,5.0,0.4,380,26993,33248,0,0.013882292770248,0.0113001070536457,0.0124588121506204
MIA,test,AND,5.0,0.5,170,27203,33458,0,0.0062104993972162,0.0050553110503152,0.0055736791200144
MIA,test,AND,10.0,0.0,21280,6061,12348,32,0.778318276580959,0.6328059950041632,0.698059669668192
MIA,test,AND,10.0,0.05,18175,9197,15453,1,0.6639997077305275,0.5404722255263471,0.5959016393442623
MIA,test,AND,10.0,0.1,15584,11789,18044,0,0.5693201329777517,0.4634233376947781,0.5109424435664989
MIA,test,AND,10.0,0.2,9812,17561,23816,0,0.3584554122675629,0.291780658974664,0.3216996442681267
MIA,test,AND,10.0,0.3,1344,26029,32284,0,0.0490994775874036,0.0399666944213155,0.0440648513958787
MIA,test,AND,10.0,0.4,380,26993,33248,0,0.013882292770248,0.0113001070536457,0.0124588121506204
MIA,test,AND,10.0,0.5,170,27203,33458,0,0.0062104993972162,0.0050553110503152,0.0055736791200144
MIA,test,AND,15.0,0.0,21283,6057,12345,33,0.7784564740307243,0.6328952063756393,0.6981695315575384
MIA,test,AND,15.0,0.05,18180,9192,15448,1,0.664182376150811,0.5406209111454741,0.5960655737704919
MIA,test,AND,15.0,0.1,15584,11789,18044,0,0.5693201329777517,0.4634233376947781,0.5109424435664989
MIA,test,AND,15.0,0.2,9812,17561,23816,0,0.3584554122675629,0.291780658974664,0.3216996442681267
MIA,test,AND,15.0,0.3,1344,26029,32284,0,0.0490994775874036,0.0399666944213155,0.0440648513958787
MIA,test,AND,15.0,0.4,380,26993,33248,0,0.013882292770248,0.0113001070536457,0.0124588121506204
MIA,test,AND,15.0,0.5,170,27203,33458,0,0.0062104993972162,0.0050553110503152,0.0055736791200144
MIA,test,AND,20.0,0.0,21283,6057,12345,33,0.7784564740307243,0.6328952063756393,0.6981695315575384
MIA,test,AND,20.0,0.05,18180,9192,15448,1,0.664182376150811,0.5406209111454741,0.5960655737704919
MIA,test,AND,20.0,0.1,15584,11789,18044,0,0.5693201329777517,0.4634233376947781,0.5109424435664989
MIA,test,AND,20.0,0.2,9812,17561,23816,0,0.3584554122675629,0.291780658974664,0.3216996442681267
MIA,test,AND,20.0,0.3,1344,26029,32284,0,0.0490994775874036,0.0399666944213155,0.0440648513958787
MIA,test,AND,20.0,0.4,380,26993,33248,0,0.013882292770248,0.0113001070536457,0.0124588121506204
MIA,test,AND,20.0,0.5,170,27203,33458,0,0.0062104993972162,0.0050553110503152,0.0055736791200144
MIA,test,AND,25.0,0.0,21283,6057,12345,33,0.7784564740307243,0.6328952063756393,0.6981695315575384
MIA,test,AND,25.0,0.05,18180,9192,15448,1,0.664182376150811,0.5406209111454741,0.5960655737704919
MIA,test,AND,25.0,0.1,15584,11789,18044,0,0.5693201329777517,0.4634233376947781,0.5109424435664989
MIA,test,AND,25.0,0.2,9812,17561,23816,0,0.3584554122675629,0.291780658974664,0.3216996442681267
MIA,test,AND,25.0,0.3,1344,26029,32284,0,0.0490994775874036,0.0399666944213155,0.0440648513958787
MIA,test,AND,25.0,0.4,380,26993,33248,0,0.013882292770248,0.0113001070536457,0.0124588121506204
MIA,test,AND,25.0,0.5,170,27203,33458,0,0.0062104993972162,0.0050553110503152,0.0055736791200144
MIA,test,AND,30.0,0.0,21283,6057,12345,33,0.7784564740307243,0.6328952063756393,0.6981695315575384
MIA,test,AND,30.0,0.05,18180,9192,15448,1,0.664182376150811,0.5406209111454741,0.5960655737704919
MIA,test,AND,30.0,0.1,15584,11789,18044,0,0.5693201329777517,0.4634233376947781,0.5109424435664989
MIA,test,AND,30.0,0.2,9812,17561,23816,0,0.3584554122675629,0.291780658974664,0.3216996442681267
MIA,test,AND,30.0,0.3,1344,26029,32284,0,0.0490994775874036,0.0399666944213155,0.0440648513958787
MIA,test,AND,30.0,0.4,380,26993,33248,0,0.013882292770248,0.0113001070536457,0.0124588121506204
MIA,test,AND,30.0,0.5,170,27203,33458,0,0.0062104993972162,0.0050553110503152,0.0055736791200144
MIA,test,AND,40.0,0.0,21283,6057,12345,33,0.7784564740307243,0.6328952063756393,0.6981695315575384
MIA,test,AND,40.0,0.05,18180,9192,15448,1,0.664182376150811,0.5406209111454741,0.5960655737704919
MIA,test,AND,40.0,0.1,15584,11789,18044,0,0.5693201329777517,0.4634233376947781,0.5109424435664989
MIA,test,AND,40.0,0.2,9812,17561,23816,0,0.3584554122675629,0.291780658974664,0.3216996442681267
MIA,test,AND,40.0,0.3,1344,26029,32284,0,0.0490994775874036,0.0399666944213155,0.0440648513958787
MIA,test,AND,40.0,0.4,380,26993,33248,0,0.013882292770248,0.0113001070536457,0.0124588121506204
MIA,test,AND,40.0,0.5,170,27203,33458,0,0.0062104993972162,0.0050553110503152,0.0055736791200144
MIA,test,AND,50.0,0.0,21283,6057,12345,33,0.7784564740307243,0.6328952063756393,0.6981695315575384
MIA,test,AND,50.0,0.05,18180,9192,15448,1,0.664182376150811,0.5406209111454741,0.5960655737704919
MIA,test,AND,50.0,0.1,15584,11789,18044,0,0.5693201329777517,0.4634233376947781,0.5109424435664989
MIA,test,AND,50.0,0.2,9812,17561,23816,0,0.3584554122675629,0.291780658974664,0.3216996442681267
MIA,test,AND,50.0,0.3,1344,26029,32284,0,0.0490994775874036,0.0399666944213155,0.0440648513958787
MIA,test,AND,50.0,0.4,380,26993,33248,0,0.013882292770248,0.0113001070536457,0.0124588121506204
MIA,test,AND,50.0,0.5,170,27203,33458,0,0.0062104993972162,0.0050553110503152,0.0055736791200144
MIA,test,AND,75.0,0.0,21283,6057,12345,33,0.7784564740307243,0.6328952063756393,0.6981695315575384
MIA,test,AND,75.0,0.05,18180,9192,15448,1,0.664182376150811,0.5406209111454741,0.5960655737704919
MIA,test,AND,75.0,0.1,15584,11789,18044,0,0.5693201329777517,0.4634233376947781,0.5109424435664989
MIA,test,AND,75.0,0.2,9812,17561,23816,0,0.3584554122675629,0.291780658974664,0.3216996442681267
MIA,test,AND,75.0,0.3,1344,26029,32284,0,0.0490994775874036,0.0399666944213155,0.0440648513958787
MIA,test,AND,75.0,0.4,380,26993,33248,0,0.013882292770248,0.0113001070536457,0.0124588121506204
MIA,test,AND,75.0,0.5,170,27203,33458,0,0.0062104993972162,0.0050553110503152,0.0055736791200144
MIA,test,AND,100.0,0.0,21283,6057,12345,33,0.7784564740307243,0.6328952063756393,0.6981695315575384
MIA,test,AND,100.0,0.05,18180,9192,15448,1,0.664182376150811,0.5406209111454741,0.5960655737704919
MIA,test,AND,100.0,0.1,15584,11789,18044,0,0.5693201329777517,0.4634233376947781,0.5109424435664989
MIA,test,AND,100.0,0.2,9812,17561,23816,0,0.3584554122675629,0.291780658974664,0.3216996442681267
MIA,test,AND,100.0,0.3,1344,26029,32284,0,0.0490994775874036,0.0399666944213155,0.0440648513958787
MIA,test,AND,100.0,0.4,380,26993,33248,0,0.013882292770248,0.0113001070536457,0.0124588121506204
MIA,test,AND,100.0,0.5,170,27203,33458,0,0.0062104993972162,0.0050553110503152,0.0055736791200144
ecCount (threshold mask),test,OR,5.0,0.0,28619,3390,5009,26,0.8940922865444094,0.8510467467586535,0.8720386367445191
ecCount (threshold mask),test,OR,5.0,0.05,27497,4535,6131,3,0.8584228271728271,0.8176816938265731,0.8375571123971977
ecCount (threshold mask),test,OR,5.0,0.1,27058,4976,6570,1,0.8446650433913966,0.8046270964672297,0.8241600925954129
ecCount (threshold mask),test,OR,5.0,0.2,26734,5300,6894,1,0.8345507897858525,0.7949922683478055,0.8142913709603729
ecCount (threshold mask),test,OR,5.0,0.3,26731,5303,6897,1,0.8344571392895049,0.7949030569763292,0.8141999939081965
ecCount (threshold mask),test,OR,5.0,0.4,26731,5303,6897,1,0.8344571392895049,0.7949030569763292,0.8141999939081965
ecCount (threshold mask),test,OR,5.0,0.5,26731,5303,6897,1,0.8344571392895049,0.7949030569763292,0.8141999939081965
ecCount (threshold mask),test,OR,10.0,0.0,29440,2340,4188,255,0.9263687853996224,0.8754609254192934,0.9001956947162426
ecCount (threshold mask),test,OR,10.0,0.05,29436,2345,4192,254,0.9262137755262578,0.875341976923992,0.9000596248222722
ecCount (threshold mask),test,OR,10.0,0.1,29435,2346,4193,254,0.9261823101853308,0.8753122398001665,0.9000290479903377
ecCount (threshold mask),test,OR,10.0,0.2,29435,2346,4193,254,0.9261823101853308,0.8753122398001665,0.9000290479903377
ecCount (threshold mask),test,OR,10.0,0.3,29435,2346,4193,254,0.9261823101853308,0.8753122398001665,0.9000290479903377
ecCount (threshold mask),test,OR,10.0,0.4,29435,2346,4193,254,0.9261823101853308,0.8753122398001665,0.9000290479903377
ecCount (threshold mask),test,OR,10.0,0.5,29435,2346,4193,254,0.9261823101853308,0.8753122398001665,0.9000290479903377
ecCount (threshold mask),test,OR,15.0,0.0,29585,1842,4043,608,0.9413879784898336,0.8797728083739741,0.9095380831604029
ecCount (threshold mask),test,OR,15.0,0.05,29585,1842,4043,608,0.9413879784898336,0.8797728083739741,0.9095380831604029
ecCount (threshold mask),test,OR,15.0,0.1,29585,1842,4043,608,0.9413879784898336,0.8797728083739741,0.9095380831604029
ecCount (threshold mask),test,OR,15.0,0.2,29585,1842,4043,608,0.9413879784898336,0.8797728083739741,0.9095380831604029
ecCount (threshold mask),test,OR,15.0,0.3,29585,1842,4043,608,0.9413879784898336,0.8797728083739741,0.9095380831604029
ecCount (threshold mask),test,OR,15.0,0.4,29585,1842,4043,608,0.9413879784898336,0.8797728083739741,0.9095380831604029
ecCount (threshold mask),test,OR,15.0,0.5,29585,1842,4043,608,0.9413879784898336,0.8797728083739741,0.9095380831604029
ecCount (threshold mask),test,OR,20.0,0.0,29674,1512,3954,849,0.9515167062143268,0.8824194123944332,0.9156663683772024
ecCount (threshold mask),test,OR,20.0,0.05,29674,1512,3954,849,0.9515167062143268,0.8824194123944332,0.9156663683772024
ecCount (threshold mask),test,OR,20.0,0.1,29674,1512,3954,849,0.9515167062143268,0.8824194123944332,0.9156663683772024
ecCount (threshold mask),test,OR,20.0,0.2,29674,1512,3954,849,0.9515167062143268,0.8824194123944332,0.9156663683772024
ecCount (threshold mask),test,OR,20.0,0.3,29674,1512,3954,849,0.9515167062143268,0.8824194123944332,0.9156663683772024
ecCount (threshold mask),test,OR,20.0,0.4,29674,1512,3954,849,0.9515167062143268,0.8824194123944332,0.9156663683772024
ecCount (threshold mask),test,OR,20.0,0.5,29674,1512,3954,849,0.9515167062143268,0.8824194123944332,0.9156663683772024
ecCount (threshold mask),test,OR,25.0,0.0,29769,1276,3859,990,0.9588983733290384,0.8852444391578447,0.9206005597389948
ecCount (threshold mask),test,OR,25.0,0.05,29769,1276,3859,990,0.9588983733290384,0.8852444391578447,0.9206005597389948
ecCount (threshold mask),test,OR,25.0,0.1,29769,1276,3859,990,0.9588983733290384,0.8852444391578447,0.9206005597389948
ecCount (threshold mask),test,OR,25.0,0.2,29769,1276,3859,990,0.9588983733290384,0.8852444391578447,0.9206005597389948
