model,split,cell_line_display,density_bin,gt_count,pred_count,abs_error,signed_error,gt_count_plot,pred_count_plot,unique_id
ecCount (threshold mask),train,NCI-H2170,150-299,151,132,19,-19,152,133,5124
ecCount (threshold mask),test,NCI-H2170,150-299,151,118,33,-33,152,119,5125
ecCount (threshold mask),train,SNU16,150-299,151,135,16,-16,152,136,5126
ecCount (threshold mask),train,NCI-H2170,150-299,152,129,23,-23,153,130,5127
ecCount (threshold mask),train,NCI-H2170,150-299,152,156,4,4,153,157,5128
ecCount (threshold mask),val,NCI-H2170,150-299,152,156,4,4,153,157,5129
ecCount (threshold mask),train,NCI-H2170,150-299,152,138,14,-14,153,139,5130
ecCount (threshold mask),val,NCI-H2170,150-299,152,140,12,-12,153,141,5131
ecCount (threshold mask),train,NCI-H2170,150-299,152,119,33,-33,153,120,5132
ecCount (threshold mask),val,NCI-H716,150-299,152,146,6,-6,153,147,5133
ecCount (threshold mask),train,NCI-H2170,150-299,153,149,4,-4,154,150,5134
ecCount (threshold mask),train,NCI-H2170,150-299,153,155,2,2,154,156,5135
ecCount (threshold mask),val,NCI-H2170,150-299,153,140,13,-13,154,141,5136
ecCount (threshold mask),train,NCI-H2170,150-299,153,151,2,-2,154,152,5137
ecCount (threshold mask),train,NCI-H2170,150-299,153,144,9,-9,154,145,5138
ecCount (threshold mask),train,NCI-H2170,150-299,154,147,7,-7,155,148,5139
ecCount (threshold mask),train,NCI-H2170,150-299,155,139,16,-16,156,140,5140
ecCount (threshold mask),train,NCI-H2170,150-299,156,91,65,-65,157,92,5141
ecCount (threshold mask),val,NCI-H2170,150-299,156,148,8,-8,157,149,5142
ecCount (threshold mask),val,NCI-H2170,150-299,157,160,3,3,158,161,5143
ecCount (threshold mask),val,NCI-H2170,150-299,157,151,6,-6,158,152,5144
ecCount (threshold mask),train,NCI-H2170,150-299,157,156,1,-1,158,157,5145
ecCount (threshold mask),train,NCI-H2170,150-299,157,177,20,20,158,178,5146
ecCount (threshold mask),train,SNU16,150-299,157,158,1,1,158,159,5147
ecCount (threshold mask),val,NCI-H2170,150-299,158,152,6,-6,159,153,5148
ecCount (threshold mask),val,NCI-H2170,150-299,158,169,11,11,159,170,5149
ecCount (threshold mask),test,SNU16,150-299,158,124,34,-34,159,125,5150
ecCount (threshold mask),val,NCI-H2170,150-299,159,166,7,7,160,167,5151
ecCount (threshold mask),test,NCI-H2170,150-299,159,158,1,-1,160,159,5152
ecCount (threshold mask),train,NCI-H2170,150-299,159,156,3,-3,160,157,5153
ecCount (threshold mask),train,NCI-H2170,150-299,160,128,32,-32,161,129,5154
ecCount (threshold mask),val,NCI-H2170,150-299,160,207,47,47,161,208,5155
ecCount (threshold mask),val,NCI-H2170,150-299,160,157,3,-3,161,158,5156
ecCount (threshold mask),train,NCI-H2170,150-299,160,149,11,-11,161,150,5157
ecCount (threshold mask),train,NCI-H2170,150-299,161,139,22,-22,162,140,5158
ecCount (threshold mask),val,SNU16,150-299,161,163,2,2,162,164,5159
ecCount (threshold mask),train,NCI-H2170,150-299,162,169,7,7,163,170,5160
ecCount (threshold mask),train,NCI-H2170,150-299,162,164,2,2,163,165,5161
ecCount (threshold mask),train,NCI-H2170,150-299,163,159,4,-4,164,160,5162
ecCount (threshold mask),train,NCI-H2170,150-299,163,150,13,-13,164,151,5163
ecCount (threshold mask),train,NCI-H2170,150-299,163,150,13,-13,164,151,5164
ecCount (threshold mask),test,NCI-H716,150-299,163,184,21,21,164,185,5165
ecCount (threshold mask),train,NCI-H716,150-299,163,168,5,5,164,169,5166
ecCount (threshold mask),test,NCI-H2170,150-299,164,162,2,-2,165,163,5167
ecCount (threshold mask),train,NCI-H2170,150-299,164,158,6,-6,165,159,5168
ecCount (threshold mask),train,NCI-H2170,150-299,165,162,3,-3,166,163,5169
ecCount (threshold mask),train,NCI-H2170,150-299,165,154,11,-11,166,155,5170
ecCount (threshold mask),train,NCI-H2170,150-299,166,138,28,-28,167,139,5171
ecCount (threshold mask),train,NCI-H2170,150-299,166,137,29,-29,167,138,5172
ecCount (threshold mask),val,NCI-H716,150-299,166,158,8,-8,167,159,5173
ecCount (threshold mask),val,NCI-H716,150-299,166,169,3,3,167,170,5174
ecCount (threshold mask),test,NCI-H716,150-299,166,163,3,-3,167,164,5175
ecCount (threshold mask),test,SNU16,150-299,166,156,10,-10,167,157,5176
ecCount (threshold mask),train,NCI-H2170,150-299,167,154,13,-13,168,155,5177
ecCount (threshold mask),train,NCI-H2170,150-299,167,171,4,4,168,172,5178
ecCount (threshold mask),train,NCI-H2170,150-299,168,111,57,-57,169,112,5179
ecCount (threshold mask),val,NCI-H2170,150-299,168,137,31,-31,169,138,5180
ecCount (threshold mask),train,NCI-H2170,150-299,168,156,12,-12,169,157,5181
ecCount (threshold mask),train,NCI-H2170,150-299,168,160,8,-8,169,161,5182
ecCount (threshold mask),test,NCI-H2170,150-299,169,200,31,31,170,201,5183
ecCount (threshold mask),val,NCI-H716,150-299,169,172,3,3,170,173,5184
ecCount (threshold mask),train,NCI-H2170,150-299,170,168,2,-2,171,169,5185
ecCount (threshold mask),train,NCI-H2170,150-299,170,169,1,-1,171,170,5186
ecCount (threshold mask),test,NCI-H2170,150-299,170,159,11,-11,171,160,5187
ecCount (threshold mask),train,SNU16,150-299,170,166,4,-4,171,167,5188
ecCount (threshold mask),test,NCI-H716,150-299,171,143,28,-28,172,144,5189
ecCount (threshold mask),train,NCI-H2170,150-299,172,180,8,8,173,181,5190
ecCount (threshold mask),train,NCI-H716,150-299,172,170,2,-2,173,171,5191
ecCount (threshold mask),train,NCI-H716,150-299,172,159,13,-13,173,160,5192
ecCount (threshold mask),train,SNU16,150-299,172,156,16,-16,173,157,5193
ecCount (threshold mask),train,NCI-H2170,150-299,173,172,1,-1,174,173,5194
ecCount (threshold mask),val,NCI-H2170,150-299,173,139,34,-34,174,140,5195
ecCount (threshold mask),test,NCI-H2170,150-299,174,182,8,8,175,183,5196
ecCount (threshold mask),train,NCI-H2170,150-299,174,184,10,10,175,185,5197
ecCount (threshold mask),test,NCI-H2170,150-299,174,151,23,-23,175,152,5198
ecCount (threshold mask),val,SNU16,150-299,174,206,32,32,175,207,5199
ecCount (threshold mask),test,NCI-H2170,150-299,175,169,6,-6,176,170,5200
ecCount (threshold mask),train,NCI-H2170,150-299,175,220,45,45,176,221,5201
ecCount (threshold mask),test,NCI-H2170,150-299,175,127,48,-48,176,128,5202
ecCount (threshold mask),train,NCI-H2170,150-299,176,144,32,-32,177,145,5203
ecCount (threshold mask),train,NCI-H716,150-299,176,173,3,-3,177,174,5204
ecCount (threshold mask),train,NCI-H2170,150-299,177,145,32,-32,178,146,5205
ecCount (threshold mask),train,NCI-H2170,150-299,177,153,24,-24,178,154,5206
ecCount (threshold mask),val,NCI-H2170,150-299,177,167,10,-10,178,168,5207
ecCount (threshold mask),train,NCI-H2170,150-299,177,160,17,-17,178,161,5208
ecCount (threshold mask),train,NCI-H716,150-299,177,170,7,-7,178,171,5209
ecCount (threshold mask),test,SNU16,150-299,177,213,36,36,178,214,5210
ecCount (threshold mask),train,NCI-H2170,150-299,178,198,20,20,179,199,5211
ecCount (threshold mask),test,NCI-H2170,150-299,178,166,12,-12,179,167,5212
ecCount (threshold mask),train,NCI-H716,150-299,178,223,45,45,179,224,5213
ecCount (threshold mask),train,SNU16,150-299,178,163,15,-15,179,164,5214
ecCount (threshold mask),train,NCI-H2170,150-299,179,195,16,16,180,196,5215
ecCount (threshold mask),test,NCI-H2170,150-299,179,170,9,-9,180,171,5216
ecCount (threshold mask),train,NCI-H2170,150-299,179,156,23,-23,180,157,5217
ecCount (threshold mask),train,NCI-H2170,150-299,179,165,14,-14,180,166,5218
ecCount (threshold mask),train,NCI-H716,150-299,179,169,10,-10,180,170,5219
ecCount (threshold mask),train,NCI-H716,150-299,179,170,9,-9,180,171,5220
ecCount (threshold mask),train,NCI-H2170,150-299,180,162,18,-18,181,163,5221
ecCount (threshold mask),test,NCI-H2170,150-299,180,176,4,-4,181,177,5222
ecCount (threshold mask),train,NCI-H2170,150-299,180,147,33,-33,181,148,5223
ecCount (threshold mask),train,NCI-H2170,150-299,180,165,15,-15,181,166,5224
ecCount (threshold mask),val,NCI-H2170,150-299,181,193,12,12,182,194,5225
ecCount (threshold mask),train,NCI-H2170,150-299,181,175,6,-6,182,176,5226
ecCount (threshold mask),train,NCI-H2170,150-299,181,176,5,-5,182,177,5227
ecCount (threshold mask),train,NCI-H2170,150-299,181,177,4,-4,182,178,5228
ecCount (threshold mask),train,NCI-H2170,150-299,181,190,9,9,182,191,5229
ecCount (threshold mask),train,NCI-H2170,150-299,181,199,18,18,182,200,5230
ecCount (threshold mask),train,NCI-H716,150-299,181,171,10,-10,182,172,5231
ecCount (threshold mask),train,SNU16,150-299,181,159,22,-22,182,160,5232
ecCount (threshold mask),test,NCI-H2170,150-299,182,174,8,-8,183,175,5233
ecCount (threshold mask),test,NCI-H2170,150-299,182,279,97,97,183,280,5234
ecCount (threshold mask),train,NCI-H2170,150-299,182,173,9,-9,183,174,5235
ecCount (threshold mask),train,NCI-H716,150-299,182,198,16,16,183,199,5236
ecCount (threshold mask),val,NCI-H2170,150-299,183,148,35,-35,184,149,5237
ecCount (threshold mask),train,NCI-H2170,150-299,183,125,58,-58,184,126,5238
ecCount (threshold mask),test,SNU16,150-299,183,195,12,12,184,196,5239
ecCount (threshold mask),train,NCI-H2170,150-299,184,177,7,-7,185,178,5240
ecCount (threshold mask),test,NCI-H2170,150-299,184,211,27,27,185,212,5241
ecCount (threshold mask),train,NCI-H2170,150-299,184,168,16,-16,185,169,5242
ecCount (threshold mask),test,NCI-H2170,150-299,184,174,10,-10,185,175,5243
ecCount (threshold mask),train,NCI-H2170,150-299,184,164,20,-20,185,165,5244
ecCount (threshold mask),train,NCI-H2170,150-299,185,153,32,-32,186,154,5245
ecCount (threshold mask),train,NCI-H2170,150-299,185,145,40,-40,186,146,5246
ecCount (threshold mask),test,NCI-H716,150-299,185,205,20,20,186,206,5247
ecCount (threshold mask),train,NCI-H2170,150-299,186,185,1,-1,187,186,5248
ecCount (threshold mask),train,NCI-H2170,150-299,186,186,0,0,187,187,5249
ecCount (threshold mask),test,NCI-H2170,150-299,186,200,14,14,187,201,5250
ecCount (threshold mask),train,NCI-H2170,150-299,186,168,18,-18,187,169,5251
ecCount (threshold mask),train,NCI-H2170,150-299,187,199,12,12,188,200,5252
ecCount (threshold mask),test,NCI-H2170,150-299,187,172,15,-15,188,173,5253
ecCount (threshold mask),val,NCI-H2170,150-299,188,196,8,8,189,197,5254
ecCount (threshold mask),train,NCI-H2170,150-299,188,205,17,17,189,206,5255
ecCount (threshold mask),train,NCI-H2170,150-299,189,111,78,-78,190,112,5256
ecCount (threshold mask),test,NCI-H2170,150-299,189,191,2,2,190,192,5257
ecCount (threshold mask),val,SNU16,150-299,189,175,14,-14,190,176,5258
ecCount (threshold mask),train,NCI-H2170,150-299,190,163,27,-27,191,164,5259
ecCount (threshold mask),train,NCI-H2170,150-299,190,178,12,-12,191,179,5260
ecCount (threshold mask),train,SNU16,150-299,190,189,1,-1,191,190,5261
ecCount (threshold mask),train,NCI-H2170,150-299,191,201,10,10,192,202,5262
ecCount (threshold mask),train,NCI-H2170,150-299,191,139,52,-52,192,140,5263
ecCount (threshold mask),val,NCI-H2170,150-299,191,184,7,-7,192,185,5264
ecCount (threshold mask),test,NCI-H2170,150-299,191,197,6,6,192,198,5265
ecCount (threshold mask),train,NCI-H2170,150-299,191,184,7,-7,192,185,5266
ecCount (threshold mask),train,NCI-H716,150-299,191,203,12,12,192,204,5267
ecCount (threshold mask),test,SNU16,150-299,191,167,24,-24,192,168,5268
ecCount (threshold mask),test,NCI-H2170,150-299,192,191,1,-1,193,192,5269
ecCount (threshold mask),val,NCI-H2170,150-299,192,175,17,-17,193,176,5270
ecCount (threshold mask),val,NCI-H2170,150-299,192,168,24,-24,193,169,5271
ecCount (threshold mask),train,NCI-H2170,150-299,193,171,22,-22,194,172,5272
ecCount (threshold mask),test,NCI-H2170,150-299,193,159,34,-34,194,160,5273
ecCount (threshold mask),test,SNU16,150-299,193,197,4,4,194,198,5274
ecCount (threshold mask),train,NCI-H2170,150-299,194,191,3,-3,195,192,5275
ecCount (threshold mask),train,NCI-H2170,150-299,194,148,46,-46,195,149,5276
ecCount (threshold mask),train,NCI-H716,150-299,194,206,12,12,195,207,5277
ecCount (threshold mask),val,NCI-H2170,150-299,195,146,49,-49,196,147,5278
ecCount (threshold mask),train,NCI-H716,150-299,195,211,16,16,196,212,5279
ecCount (threshold mask),train,NCI-H2170,150-299,196,136,60,-60,197,137,5280
ecCount (threshold mask),val,NCI-H2170,150-299,196,181,15,-15,197,182,5281
ecCount (threshold mask),train,NCI-H2170,150-299,197,192,5,-5,198,193,5282
ecCount (threshold mask),train,NCI-H2170,150-299,197,192,5,-5,198,193,5283
ecCount (threshold mask),train,NCI-H2170,150-299,197,194,3,-3,198,195,5284
ecCount (threshold mask),train,NCI-H2170,150-299,199,198,1,-1,200,199,5285
ecCount (threshold mask),train,NCI-H2170,150-299,199,156,43,-43,200,157,5286
ecCount (threshold mask),train,NCI-H2170,150-299,200,153,47,-47,201,154,5287
ecCount (threshold mask),train,NCI-H2170,150-299,201,221,20,20,202,222,5288
ecCount (threshold mask),val,NCI-H2170,150-299,201,221,20,20,202,222,5289
ecCount (threshold mask),val,NCI-H2170,150-299,201,197,4,-4,202,198,5290
ecCount (threshold mask),train,NCI-H2170,150-299,201,178,23,-23,202,179,5291
ecCount (threshold mask),test,NCI-H2170,150-299,202,177,25,-25,203,178,5292
ecCount (threshold mask),train,NCI-H2170,150-299,202,158,44,-44,203,159,5293
ecCount (threshold mask),val,NCI-H716,150-299,202,215,13,13,203,216,5294
ecCount (threshold mask),val,NCI-H2170,150-299,203,183,20,-20,204,184,5295
ecCount (threshold mask),train,NCI-H2170,150-299,203,171,32,-32,204,172,5296
ecCount (threshold mask),train,SNU16,150-299,203,195,8,-8,204,196,5297
ecCount (threshold mask),train,NCI-H2170,150-299,204,225,21,21,205,226,5298
ecCount (threshold mask),train,NCI-H2170,150-299,205,222,17,17,206,223,5299
ecCount (threshold mask),train,NCI-H2170,150-299,205,199,6,-6,206,200,5300
ecCount (threshold mask),train,NCI-H2170,150-299,206,156,50,-50,207,157,5301
ecCount (threshold mask),train,SNU16,150-299,206,188,18,-18,207,189,5302
ecCount (threshold mask),train,NCI-H2170,150-299,207,195,12,-12,208,196,5303
ecCount (threshold mask),train,NCI-H2170,150-299,207,199,8,-8,208,200,5304
ecCount (threshold mask),train,NCI-H2170,150-299,207,202,5,-5,208,203,5305
ecCount (threshold mask),val,NCI-H716,150-299,207,219,12,12,208,220,5306
ecCount (threshold mask),train,SNU16,150-299,207,215,8,8,208,216,5307
ecCount (threshold mask),train,NCI-H2170,150-299,209,197,12,-12,210,198,5308
ecCount (threshold mask),train,NCI-H2170,150-299,209,216,7,7,210,217,5309
ecCount (threshold mask),train,NCI-H2170,150-299,209,204,5,-5,210,205,5310
ecCount (threshold mask),train,SNU16,150-299,209,171,38,-38,210,172,5311
ecCount (threshold mask),train,NCI-H2170,150-299,210,193,17,-17,211,194,5312
ecCount (threshold mask),val,NCI-H2170,150-299,210,198,12,-12,211,199,5313
ecCount (threshold mask),train,NCI-H2170,150-299,210,197,13,-13,211,198,5314
ecCount (threshold mask),train,NCI-H2170,150-299,210,187,23,-23,211,188,5315
ecCount (threshold mask),test,NCI-H716,150-299,210,219,9,9,211,220,5316
ecCount (threshold mask),train,NCI-H716,150-299,210,215,5,5,211,216,5317
ecCount (threshold mask),train,NCI-H2170,150-299,211,174,37,-37,212,175,5318
ecCount (threshold mask),train,NCI-H2170,150-299,211,156,55,-55,212,157,5319
ecCount (threshold mask),train,NCI-H2170,150-299,211,217,6,6,212,218,5320
ecCount (threshold mask),train,NCI-H2170,150-299,211,197,14,-14,212,198,5321
ecCount (threshold mask),val,NCI-H2170,150-299,211,184,27,-27,212,185,5322
ecCount (threshold mask),train,NCI-H716,150-299,211,221,10,10,212,222,5323
ecCount (threshold mask),train,NCI-H716,150-299,211,203,8,-8,212,204,5324
ecCount (threshold mask),val,NCI-H2170,150-299,212,206,6,-6,213,207,5325
ecCount (threshold mask),train,NCI-H2170,150-299,212,208,4,-4,213,209,5326
ecCount (threshold mask),train,NCI-H2170,150-299,212,178,34,-34,213,179,5327
ecCount (threshold mask),train,SNU16,150-299,212,209,3,-3,213,210,5328
ecCount (threshold mask),train,NCI-H2170,150-299,213,215,2,2,214,216,5329
ecCount (threshold mask),train,NCI-H2170,150-299,213,57,156,-156,214,58,5330
ecCount (threshold mask),val,NCI-H2170,150-299,213,205,8,-8,214,206,5331
ecCount (threshold mask),train,NCI-H716,150-299,213,215,2,2,214,216,5332
ecCount (threshold mask),test,SNU16,150-299,213,193,20,-20,214,194,5333
ecCount (threshold mask),train,NCI-H2170,150-299,214,230,16,16,215,231,5334
ecCount (threshold mask),val,NCI-H2170,150-299,214,210,4,-4,215,211,5335
ecCount (threshold mask),val,NCI-H716,150-299,214,208,6,-6,215,209,5336
ecCount (threshold mask),train,SNU16,150-299,214,191,23,-23,215,192,5337
ecCount (threshold mask),train,NCI-H2170,150-299,215,206,9,-9,216,207,5338
ecCount (threshold mask),train,NCI-H2170,150-299,216,185,31,-31,217,186,5339
ecCount (threshold mask),test,NCI-H2170,150-299,217,212,5,-5,218,213,5340
ecCount (threshold mask),train,NCI-H2170,150-299,217,197,20,-20,218,198,5341
ecCount (threshold mask),train,NCI-H2170,150-299,219,224,5,5,220,225,5342
ecCount (threshold mask),train,NCI-H2170,150-299,220,191,29,-29,221,192,5343
ecCount (threshold mask),train,NCI-H2170,150-299,220,199,21,-21,221,200,5344
ecCount (threshold mask),val,NCI-H2170,150-299,220,197,23,-23,221,198,5345
ecCount (threshold mask),train,NCI-H2170,150-299,221,215,6,-6,222,216,5346
ecCount (threshold mask),val,SNU16,150-299,221,214,7,-7,222,215,5347
ecCount (threshold mask),train,SNU16,150-299,222,206,16,-16,223,207,5348
ecCount (threshold mask),val,SNU16,150-299,222,109,113,-113,223,110,5349
ecCount (threshold mask),val,NCI-H2170,150-299,223,221,2,-2,224,222,5350
ecCount (threshold mask),test,NCI-H2170,150-299,223,227,4,4,224,228,5351
ecCount (threshold mask),train,NCI-H2170,150-299,223,226,3,3,224,227,5352
ecCount (threshold mask),train,NCI-H2170,150-299,223,185,38,-38,224,186,5353
ecCount (threshold mask),test,NCI-H2170,150-299,223,185,38,-38,224,186,5354
ecCount (threshold mask),train,NCI-H716,150-299,223,235,12,12,224,236,5355
ecCount (threshold mask),train,SNU16,150-299,223,203,20,-20,224,204,5356
ecCount (threshold mask),train,NCI-H2170,150-299,224,198,26,-26,225,199,5357
ecCount (threshold mask),train,SNU16,150-299,224,199,25,-25,225,200,5358
ecCount (threshold mask),test,NCI-H2170,150-299,225,212,13,-13,226,213,5359
ecCount (threshold mask),train,SNU16,150-299,225,217,8,-8,226,218,5360
ecCount (threshold mask),train,SNU16,150-299,225,230,5,5,226,231,5361
ecCount (threshold mask),train,NCI-H2170,150-299,226,207,19,-19,227,208,5362
ecCount (threshold mask),train,NCI-H2170,150-299,226,233,7,7,227,234,5363
ecCount (threshold mask),train,NCI-H2170,150-299,226,224,2,-2,227,225,5364
ecCount (threshold mask),train,NCI-H2170,150-299,226,212,14,-14,227,213,5365
ecCount (threshold mask),train,NCI-H2170,150-299,226,232,6,6,227,233,5366
ecCount (threshold mask),train,SNU16,150-299,227,205,22,-22,228,206,5367
ecCount (threshold mask),val,NCI-H2170,150-299,228,199,29,-29,229,200,5368
ecCount (threshold mask),train,NCI-H2170,150-299,228,202,26,-26,229,203,5369
ecCount (threshold mask),train,NCI-H2170,150-299,228,197,31,-31,229,198,5370
ecCount (threshold mask),train,SNU16,150-299,228,212,16,-16,229,213,5371
ecCount (threshold mask),train,NCI-H2170,150-299,229,277,48,48,230,278,5372
ecCount (threshold mask),test,NCI-H2170,150-299,229,240,11,11,230,241,5373
ecCount (threshold mask),train,NCI-H2170,150-299,230,237,7,7,231,238,5374
ecCount (threshold mask),train,SNU16,150-299,230,220,10,-10,231,221,5375
ecCount (threshold mask),train,NCI-H2170,150-299,231,212,19,-19,232,213,5376
ecCount (threshold mask),train,NCI-H716,150-299,231,236,5,5,232,237,5377
ecCount (threshold mask),train,NCI-H2170,150-299,232,208,24,-24,233,209,5378
ecCount (threshold mask),val,SNU16,150-299,232,214,18,-18,233,215,5379
ecCount (threshold mask),test,NCI-H2170,150-299,233,218,15,-15,234,219,5380
ecCount (threshold mask),val,NCI-H2170,150-299,233,185,48,-48,234,186,5381
ecCount (threshold mask),train,NCI-H2170,150-299,233,217,16,-16,234,218,5382
ecCount (threshold mask),train,NCI-H2170,150-299,233,221,12,-12,234,222,5383
ecCount (threshold mask),train,NCI-H2170,150-299,235,239,4,4,236,240,5384
ecCount (threshold mask),train,NCI-H2170,150-299,235,239,4,4,236,240,5385
ecCount (threshold mask),train,NCI-H2170,150-299,235,204,31,-31,236,205,5386
ecCount (threshold mask),test,NCI-H2170,150-299,235,217,18,-18,236,218,5387
ecCount (threshold mask),train,NCI-H2170,150-299,236,205,31,-31,237,206,5388
ecCount (threshold mask),train,NCI-H2170,150-299,236,219,17,-17,237,220,5389
ecCount (threshold mask),train,NCI-H2170,150-299,236,201,35,-35,237,202,5390
ecCount (threshold mask),val,NCI-H2170,150-299,236,189,47,-47,237,190,5391
ecCount (threshold mask),test,NCI-H716,150-299,236,240,4,4,237,241,5392
ecCount (threshold mask),test,NCI-H2170,150-299,237,224,13,-13,238,225,5393
ecCount (threshold mask),val,NCI-H2170,150-299,237,215,22,-22,238,216,5394
ecCount (threshold mask),val,SNU16,150-299,237,328,91,91,238,329,5395
ecCount (threshold mask),train,NCI-H2170,150-299,238,250,12,12,239,251,5396
ecCount (threshold mask),test,SNU16,150-299,238,212,26,-26,239,213,5397
ecCount (threshold mask),val,SNU16,150-299,238,220,18,-18,239,221,5398
ecCount (threshold mask),test,NCI-H2170,150-299,239,247,8,8,240,248,5399
ecCount (threshold mask),train,NCI-H2170,150-299,239,239,0,0,240,240,5400
ecCount (threshold mask),train,NCI-H2170,150-299,239,204,35,-35,240,205,5401
ecCount (threshold mask),train,NCI-H2170,150-299,239,207,32,-32,240,208,5402
ecCount (threshold mask),train,NCI-H716,150-299,239,253,14,14,240,254,5403
ecCount (threshold mask),val,SNU16,150-299,239,213,26,-26,240,214,5404
ecCount (threshold mask),train,NCI-H2170,150-299,240,249,9,9,241,250,5405
ecCount (threshold mask),train,SNU16,150-299,241,222,19,-19,242,223,5406
ecCount (threshold mask),train,SNU16,150-299,241,223,18,-18,242,224,5407
ecCount (threshold mask),test,NCI-H2170,150-299,242,278,36,36,243,279,5408
ecCount (threshold mask),train,NCI-H2170,150-299,242,213,29,-29,243,214,5409
ecCount (threshold mask),train,SNU16,150-299,242,238,4,-4,243,239,5410
ecCount (threshold mask),train,NCI-H2170,150-299,243,227,16,-16,244,228,5411
ecCount (threshold mask),train,NCI-H2170,150-299,243,244,1,1,244,245,5412
ecCount (threshold mask),train,NCI-H2170,150-299,244,234,10,-10,245,235,5413
ecCount (threshold mask),train,NCI-H2170,150-299,244,238,6,-6,245,239,5414
ecCount (threshold mask),train,SNU16,150-299,244,213,31,-31,245,214,5415
ecCount (threshold mask),test,NCI-H2170,150-299,245,242,3,-3,246,243,5416
ecCount (threshold mask),train,NCI-H2170,150-299,245,246,1,1,246,247,5417
ecCount (threshold mask),train,NCI-H2170,150-299,245,246,1,1,246,247,5418
ecCount (threshold mask),test,NCI-H2170,150-299,246,216,30,-30,247,217,5419
ecCount (threshold mask),train,NCI-H2170,150-299,246,237,9,-9,247,238,5420
ecCount (threshold mask),train,NCI-H2170,150-299,246,242,4,-4,247,243,5421
ecCount (threshold mask),test,NCI-H2170,150-299,246,246,0,0,247,247,5422
ecCount (threshold mask),train,NCI-H2170,150-299,246,257,11,11,247,258,5423
ecCount (threshold mask),test,NCI-H2170,150-299,246,241,5,-5,247,242,5424
ecCount (threshold mask),train,NCI-H2170,150-299,246,222,24,-24,247,223,5425
ecCount (threshold mask),test,NCI-H2170,150-299,248,240,8,-8,249,241,5426
ecCount (threshold mask),train,NCI-H2170,150-299,249,245,4,-4,250,246,5427
ecCount (threshold mask),train,NCI-H2170,150-299,249,209,40,-40,250,210,5428
ecCount (threshold mask),train,NCI-H2170,150-299,250,242,8,-8,251,243,5429
ecCount (threshold mask),train,NCI-H2170,150-299,250,273,23,23,251,274,5430
ecCount (threshold mask),train,NCI-H2170,150-299,250,246,4,-4,251,247,5431
ecCount (threshold mask),train,NCI-H2170,150-299,250,208,42,-42,251,209,5432
ecCount (threshold mask),test,NCI-H2170,150-299,251,251,0,0,252,252,5433
ecCount (threshold mask),train,SNU16,150-299,251,252,1,1,252,253,5434
ecCount (threshold mask),test,NCI-H2170,150-299,252,235,17,-17,253,236,5435
ecCount (threshold mask),train,NCI-H2170,150-299,252,224,28,-28,253,225,5436
ecCount (threshold mask),train,NCI-H2170,150-299,252,241,11,-11,253,242,5437
ecCount (threshold mask),train,NCI-H2170,150-299,254,263,9,9,255,264,5438
ecCount (threshold mask),val,SNU16,150-299,254,232,22,-22,255,233,5439
ecCount (threshold mask),train,NCI-H2170,150-299,255,231,24,-24,256,232,5440
ecCount (threshold mask),train,NCI-H2170,150-299,256,290,34,34,257,291,5441
ecCount (threshold mask),train,SNU16,150-299,256,248,8,-8,257,249,5442
ecCount (threshold mask),train,NCI-H2170,150-299,257,223,34,-34,258,224,5443
ecCount (threshold mask),train,NCI-H2170,150-299,257,240,17,-17,258,241,5444
ecCount (threshold mask),train,NCI-H2170,150-299,258,262,4,4,259,263,5445
ecCount (threshold mask),train,NCI-H2170,150-299,258,201,57,-57,259,202,5446
ecCount (threshold mask),train,NCI-H2170,150-299,259,264,5,5,260,265,5447
ecCount (threshold mask),train,NCI-H2170,150-299,259,257,2,-2,260,258,5448
ecCount (threshold mask),train,NCI-H2170,150-299,259,198,61,-61,260,199,5449
ecCount (threshold mask),train,NCI-H2170,150-299,259,224,35,-35,260,225,5450
ecCount (threshold mask),train,NCI-H2170,150-299,260,251,9,-9,261,252,5451
ecCount (threshold mask),train,NCI-H2170,150-299,260,264,4,4,261,265,5452
ecCount (threshold mask),train,NCI-H2170,150-299,261,277,16,16,262,278,5453
ecCount (threshold mask),train,NCI-H2170,150-299,261,197,64,-64,262,198,5454
ecCount (threshold mask),train,SNU16,150-299,261,249,12,-12,262,250,5455
ecCount (threshold mask),train,NCI-H2170,150-299,262,238,24,-24,263,239,5456
ecCount (threshold mask),train,NCI-H2170,150-299,262,242,20,-20,263,243,5457
ecCount (threshold mask),train,NCI-H716,150-299,262,265,3,3,263,266,5458
ecCount (threshold mask),train,NCI-H2170,150-299,264,284,20,20,265,285,5459
ecCount (threshold mask),train,NCI-H2170,150-299,265,247,18,-18,266,248,5460
ecCount (threshold mask),train,NCI-H2170,150-299,265,230,35,-35,266,231,5461
ecCount (threshold mask),train,SNU16,150-299,265,240,25,-25,266,241,5462
ecCount (threshold mask),val,NCI-H2170,150-299,266,255,11,-11,267,256,5463
ecCount (threshold mask),train,NCI-H2170,150-299,266,262,4,-4,267,263,5464
ecCount (threshold mask),train,SNU16,150-299,267,238,29,-29,268,239,5465
ecCount (threshold mask),train,SNU16,150-299,268,214,54,-54,269,215,5466
ecCount (threshold mask),test,SNU16,150-299,270,251,19,-19,271,252,5467
ecCount (threshold mask),train,SNU16,150-299,271,236,35,-35,272,237,5468
ecCount (threshold mask),train,SNU16,150-299,271,250,21,-21,272,251,5469
ecCount (threshold mask),test,SNU16,150-299,271,244,27,-27,272,245,5470
