unique_id,cell_line,coord_count_npy,ecDNA_gt,delta_coord_minus_gt,abs_delta
ncih2170_cart_72h_nt_ctrl_27,NCI-H2170,256,256,0,0
ncih2170_cart_72h_nt_ctrl_28,NCI-H2170,162,162,0,0
ncih2170_cart_72h_nt_ctrl_29,NCI-H2170,87,87,0,0
ncih2170_cart_72h_nt_ctrl_3,NCI-H2170,119,118,1,1
ncih2170_cart_72h_nt_ctrl_30,NCI-H2170,55,55,0,0
ncih2170_cart_72h_nt_ctrl_31,NCI-H2170,233,232,1,1
ncih2170_cart_72h_nt_ctrl_32,NCI-H2170,201,201,0,0
ncih2170_cart_72h_nt_ctrl_33,NCI-H2170,39,39,0,0
ncih2170_cart_72h_nt_ctrl_34,NCI-H2170,128,128,0,0
ncih2170_cart_72h_nt_ctrl_35,NCI-H2170,246,246,0,0
ncih2170_cart_72h_nt_ctrl_36,NCI-H2170,258,257,1,1
ncih2170_cart_72h_nt_ctrl_37,NCI-H2170,107,107,0,0
ncih2170_cart_72h_nt_ctrl_38,NCI-H2170,106,106,0,0
ncih2170_cart_72h_nt_ctrl_39,NCI-H2170,53,53,0,0
ncih2170_cart_72h_nt_ctrl_4,NCI-H2170,77,77,0,0
ncih2170_cart_72h_nt_ctrl_40,NCI-H2170,182,182,0,0
ncih2170_cart_72h_nt_ctrl_41,NCI-H2170,142,142,0,0
ncih2170_cart_72h_nt_ctrl_42,NCI-H2170,136,136,0,0
ncih2170_cart_72h_nt_ctrl_43,NCI-H2170,142,142,0,0
ncih2170_cart_72h_nt_ctrl_44,NCI-H2170,75,75,0,0
ncih2170_cart_72h_nt_ctrl_45,NCI-H2170,188,188,0,0
ncih2170_cart_72h_nt_ctrl_46,NCI-H2170,242,242,0,0
ncih2170_cart_72h_nt_ctrl_47,NCI-H2170,157,157,0,0
ncih2170_cart_72h_nt_ctrl_48,NCI-H2170,60,60,0,0
ncih2170_cart_72h_nt_ctrl_49,NCI-H2170,65,65,0,0
ncih2170_cart_72h_nt_ctrl_5,NCI-H2170,122,122,0,0
ncih2170_cart_72h_nt_ctrl_50,NCI-H2170,91,91,0,0
ncih2170_cart_72h_nt_ctrl_51,NCI-H2170,83,79,4,4
ncih2170_cart_72h_nt_ctrl_52,NCI-H2170,138,136,2,2
ncih2170_cart_72h_nt_ctrl_53,NCI-H2170,180,180,0,0
ncih2170_cart_72h_nt_ctrl_54,NCI-H2170,251,245,6,6
ncih2170_cart_72h_nt_ctrl_55,NCI-H2170,220,216,4,4
ncih2170_cart_72h_nt_ctrl_56,NCI-H2170,248,246,2,2
ncih2170_cart_72h_nt_ctrl_57,NCI-H2170,119,119,0,0
ncih2170_cart_72h_nt_ctrl_58,NCI-H2170,224,211,13,13
ncih2170_cart_72h_nt_ctrl_59,NCI-H2170,388,160,228,228
ncih2170_cart_72h_nt_ctrl_6,NCI-H2170,51,51,0,0
ncih2170_cart_72h_nt_ctrl_60,NCI-H2170,303,297,6,6
ncih2170_cart_72h_nt_ctrl_61,NCI-H2170,235,223,12,12
ncih2170_cart_72h_nt_ctrl_62,NCI-H2170,168,168,0,0
ncih2170_cart_72h_nt_ctrl_63,NCI-H2170,166,160,6,6
ncih2170_cart_72h_nt_ctrl_64,NCI-H2170,108,108,0,0
ncih2170_cart_72h_nt_ctrl_65,NCI-H2170,74,74,0,0
ncih2170_cart_72h_nt_ctrl_66,NCI-H2170,294,291,3,3
ncih2170_cart_72h_nt_ctrl_67,NCI-H2170,87,87,0,0
ncih2170_cart_72h_nt_ctrl_68,NCI-H2170,130,130,0,0
ncih2170_cart_72h_nt_ctrl_69,NCI-H2170,116,110,6,6
ncih2170_cart_72h_nt_ctrl_7,NCI-H2170,49,49,0,0
ncih2170_cart_72h_nt_ctrl_71,NCI-H2170,126,126,0,0
ncih2170_cart_72h_nt_ctrl_72,NCI-H2170,119,117,2,2
ncih2170_cart_72h_nt_ctrl_73,NCI-H2170,62,60,2,2
ncih2170_cart_72h_nt_ctrl_74,NCI-H2170,357,348,9,9
ncih2170_cart_72h_nt_ctrl_75,NCI-H2170,101,99,2,2
ncih2170_cart_72h_nt_ctrl_76,NCI-H2170,570,569,1,1
ncih2170_cart_72h_nt_ctrl_77,NCI-H2170,162,159,3,3
ncih2170_cart_72h_nt_ctrl_78,NCI-H2170,103,95,8,8
ncih2170_cart_72h_nt_ctrl_79,NCI-H2170,187,169,18,18
ncih2170_cart_72h_nt_ctrl_8,NCI-H2170,225,225,0,0
ncih2170_cart_72h_nt_ctrl_80,NCI-H2170,443,400,43,43
ncih2170_cart_72h_nt_ctrl_81,NCI-H2170,555,478,77,77
ncih2170_cart_72h_nt_ctrl_82,NCI-H2170,536,492,44,44
ncih2170_cart_72h_nt_ctrl_83,NCI-H2170,185,169,16,16
ncih2170_cart_72h_nt_ctrl_84,NCI-H2170,571,439,132,132
ncih2170_cart_72h_nt_ctrl_85,NCI-H2170,259,259,0,0
ncih2170_cart_72h_nt_ctrl_86,NCI-H2170,203,200,3,3
ncih2170_cart_72h_nt_ctrl_87,NCI-H2170,236,231,5,5
ncih2170_cart_72h_nt_ctrl_88,NCI-H2170,538,534,4,4
ncih2170_cart_72h_nt_ctrl_89,NCI-H2170,129,129,0,0
ncih2170_cart_72h_nt_ctrl_9,NCI-H2170,84,84,0,0
ncih2170_cart_72h_nt_ctrl_90,NCI-H2170,227,226,1,1
ncih2170_cart_72h_nt_ctrl_91,NCI-H2170,115,113,2,2
ncih2170_cart_72h_nt_ctrl_92,NCI-H2170,150,147,3,3
ncih2170_cart_72h_nt_ctrl_93,NCI-H2170,460,451,9,9
ncih2170_cart_72h_nt_ctrl_94,NCI-H2170,239,226,13,13
ncih2170_cart_72h_nt_ctrl_95,NCI-H2170,429,421,8,8
ncih2170_cart_72h_nt_ctrl_96,NCI-H2170,119,117,2,2
ncih2170_cart_72h_nt_ctrl_97,NCI-H2170,94,94,0,0
ncih2170_cart_72h_nt_ctrl_98,NCI-H2170,137,137,0,0
ncih2170_cart_72h_nt_ctrl_99,NCI-H2170,66,66,0,0
ncih2170_ctrl_1_10,NCI-H2170,317,317,0,0
ncih2170_ctrl_1_14,NCI-H2170,194,194,0,0
ncih2170_ctrl_1_15,NCI-H2170,243,230,13,13
ncih2170_ctrl_1_16,NCI-H2170,174,171,3,3
ncih2170_ctrl_1_17,NCI-H2170,395,395,0,0
ncih2170_ctrl_1_18,NCI-H2170,161,153,8,8
ncih2170_ctrl_1_19,NCI-H2170,242,238,4,4
ncih2170_ctrl_1_20,NCI-H2170,241,239,2,2
ncih2170_ctrl_1_21,NCI-H2170,236,235,1,1
ncih2170_ctrl_1_22,NCI-H2170,106,104,2,2
ncih2170_ctrl_1_23,NCI-H2170,236,236,0,0
ncih2170_ctrl_1_24,NCI-H2170,356,355,1,1
ncih2170_ctrl_1_25,NCI-H2170,452,441,11,11
ncih2170_ctrl_1_26,NCI-H2170,319,318,1,1
ncih2170_ctrl_1_27,NCI-H2170,505,504,1,1
ncih2170_ctrl_1_28,NCI-H2170,232,232,0,0
ncih2170_ctrl_1_29,NCI-H2170,228,226,2,2
ncih2170_ctrl_1_3,NCI-H2170,319,318,1,1
ncih2170_ctrl_1_30,NCI-H2170,230,229,1,1
ncih2170_ctrl_1_31,NCI-H2170,399,396,3,3
ncih2170_ctrl_1_32,NCI-H2170,178,169,9,9
ncih2170_ctrl_1_33,NCI-H2170,434,431,3,3
ncih2170_ctrl_1_34,NCI-H2170,321,321,0,0
ncih2170_ctrl_1_35,NCI-H2170,239,234,5,5
ncih2170_ctrl_1_36,NCI-H2170,388,378,10,10
ncih2170_ctrl_1_37,NCI-H2170,231,223,8,8
ncih2170_ctrl_1_38,NCI-H2170,456,451,5,5
ncih2170_ctrl_1_39,NCI-H2170,194,194,0,0
ncih2170_ctrl_1_41,NCI-H2170,493,489,4,4
ncih2170_ctrl_1_44,NCI-H2170,192,178,14,14
ncih2170_ctrl_1_45,NCI-H2170,144,141,3,3
ncih2170_ctrl_1_46,NCI-H2170,606,603,3,3
ncih2170_ctrl_1_5,NCI-H2170,363,363,0,0
ncih2170_ctrl_1_50,NCI-H2170,247,243,4,4
ncih2170_ctrl_1_51,NCI-H2170,281,280,1,1
ncih2170_ctrl_1_52,NCI-H2170,468,459,9,9
ncih2170_ctrl_1_53,NCI-H2170,613,613,0,0
ncih2170_ctrl_1_54,NCI-H2170,241,235,6,6
ncih2170_ctrl_1_55,NCI-H2170,595,589,6,6
ncih2170_ctrl_1_58,NCI-H2170,179,179,0,0
ncih2170_ctrl_1_60,NCI-H2170,568,567,1,1
ncih2170_ctrl_1_61,NCI-H2170,259,251,8,8
ncih2170_ctrl_1_62,NCI-H2170,481,478,3,3
ncih2170_ctrl_1_63,NCI-H2170,92,92,0,0
ncih2170_ctrl_1_65,NCI-H2170,236,230,6,6
ncih2170_ctrl_1_66,NCI-H2170,299,283,16,16
ncih2170_ctrl_1_68,NCI-H2170,229,226,3,3
ncih2170_ctrl_1_70,NCI-H2170,115,115,0,0
ncih2170_ctrl_1_82,NCI-H2170,404,404,0,0
ncih2170_ctrl_1_86,NCI-H2170,360,359,1,1
ncih2170_ctrl_1_88,NCI-H2170,350,341,9,9
ncih2170_ctrl_1_89,NCI-H2170,845,832,13,13
ncih2170_ctrl_1_9,NCI-H2170,496,482,14,14
ncih2170_ctrl_1_90,NCI-H2170,87,87,0,0
ncih2170_ctrl_1_91,NCI-H2170,692,671,21,21
ncih2170_ctrl_1_92,NCI-H2170,302,298,4,4
ncih2170_ctrl_1_94,NCI-H2170,300,299,1,1
ncih2170_ctrl_1_95,NCI-H2170,218,215,3,3
ncih2170_ctrl_1_96,NCI-H2170,528,525,3,3
ncih2170_ctrl_1_97,NCI-H2170,253,248,5,5
ncih2170_ctrl_1_98,NCI-H2170,121,119,2,2
ncih2170_ctrl_1_99,NCI-H2170,221,221,0,0
ncih2170_ctrl_2_101,NCI-H2170,156,152,4,4
ncih2170_ctrl_2_102,NCI-H2170,257,257,0,0
ncih2170_ctrl_2_103,NCI-H2170,107,107,0,0
ncih2170_ctrl_2_104,NCI-H2170,277,275,2,2
ncih2170_ctrl_2_105,NCI-H2170,186,184,2,2
ncih2170_ctrl_2_106,NCI-H2170,925,909,16,16
ncih2170_ctrl_2_107,NCI-H2170,118,116,2,2
ncih2170_ctrl_2_109,NCI-H2170,459,457,2,2
ncih2170_ctrl_2_110,NCI-H2170,528,526,2,2
ncih2170_ctrl_2_111,NCI-H2170,169,166,3,3
ncih2170_ctrl_2_112,NCI-H2170,217,217,0,0
ncih2170_ctrl_2_114,NCI-H2170,508,503,5,5
ncih2170_ctrl_2_115,NCI-H2170,378,371,7,7
ncih2170_ctrl_2_116,NCI-H2170,97,94,3,3
ncih2170_ctrl_2_117,NCI-H2170,172,172,0,0
ncih2170_ctrl_2_118,NCI-H2170,525,523,2,2
ncih2170_ctrl_2_119,NCI-H2170,285,282,3,3
ncih2170_ctrl_2_121,NCI-H2170,418,418,0,0
ncih2170_ctrl_2_122,NCI-H2170,194,194,0,0
ncih2170_ctrl_2_123,NCI-H2170,434,430,4,4
ncih2170_ctrl_2_124,NCI-H2170,163,163,0,0
ncih2170_ctrl_2_125,NCI-H2170,415,413,2,2
ncih2170_ctrl_2_126,NCI-H2170,196,196,0,0
ncih2170_ctrl_2_127,NCI-H2170,380,378,2,2
ncih2170_ctrl_2_128,NCI-H2170,197,197,0,0
ncih2170_ctrl_2_129,NCI-H2170,220,220,0,0
ncih2170_ctrl_2_130,NCI-H2170,229,228,1,1
ncih2170_ctrl_2_131,NCI-H2170,324,322,2,2
ncih2170_ctrl_2_132,NCI-H2170,275,274,1,1
ncih2170_ctrl_2_133,NCI-H2170,563,557,6,6
ncih2170_ctrl_2_134,NCI-H2170,392,390,2,2
ncih2170_ctrl_2_135,NCI-H2170,88,88,0,0
ncih2170_ctrl_2_136,NCI-H2170,322,314,8,8
ncih2170_ctrl_2_137,NCI-H2170,211,208,3,3
ncih2170_ctrl_2_138,NCI-H2170,286,279,7,7
ncih2170_ctrl_2_139,NCI-H2170,246,246,0,0
ncih2170_ctrl_2_140,NCI-H2170,154,154,0,0
ncih2170_ctrl_2_141,NCI-H2170,115,114,1,1
ncih2170_ctrl_2_142,NCI-H2170,407,406,1,1
ncih2170_ctrl_2_143,NCI-H2170,192,191,1,1
ncih2170_ctrl_2_21,NCI-H2170,302,302,0,0
ncih2170_ctrl_2_22,NCI-H2170,442,438,4,4
ncih2170_ctrl_2_22_a,NCI-H2170,114,111,3,3
ncih2170_ctrl_2_22_b,NCI-H2170,220,218,2,2
ncih2170_ctrl_2_23,NCI-H2170,408,405,3,3
ncih2170_ctrl_2_23_a,NCI-H2170,109,79,30,30
ncih2170_ctrl_2_24,NCI-H2170,643,642,1,1
ncih2170_ctrl_2_25,NCI-H2170,148,148,0,0
ncih2170_ctrl_2_26,NCI-H2170,505,493,12,12
ncih2170_ctrl_2_27,NCI-H2170,539,520,19,19
ncih2170_ctrl_2_28,NCI-H2170,259,259,0,0
ncih2170_ctrl_2_29,NCI-H2170,172,170,2,2
ncih2170_ctrl_2_30,NCI-H2170,581,572,9,9
ncih2170_ctrl_2_31,NCI-H2170,89,89,0,0
ncih2170_ctrl_2_32,NCI-H2170,301,301,0,0
ncih2170_ctrl_2_35,NCI-H2170,644,604,40,40
ncih2170_ctrl_2_40,NCI-H2170,299,297,2,2
ncih2170_ctrl_2_41,NCI-H2170,751,742,9,9
ncih2170_ctrl_2_92,NCI-H2170,439,436,3,3
ncih2170_ctrl_2_93,NCI-H2170,288,287,1,1
ncih2170_ctrl_2_94,NCI-H2170,148,146,2,2
ncih2170_ctrl_2_95,NCI-H2170,464,461,3,3
ncih2170_ctrl_2_96,NCI-H2170,99,96,3,3
ncih2170_ctrl_2_97,NCI-H2170,336,334,2,2
ncih2170_ctrl_2_98,NCI-H2170,329,303,26,26
ncih2170_ctrl_2_99,NCI-H2170,292,290,2,2
ncih2170_facs_fish_0223_high_her2_1,NCI-H2170,198,198,0,0
ncih2170_facs_fish_0223_high_her2_10,NCI-H2170,138,138,0,0
ncih2170_facs_fish_0223_high_her2_11,NCI-H2170,101,101,0,0
ncih2170_facs_fish_0223_high_her2_12,NCI-H2170,150,150,0,0
ncih2170_facs_fish_0223_high_her2_13,NCI-H2170,377,375,2,2
ncih2170_facs_fish_0223_high_her2_14,NCI-H2170,206,206,0,0
ncih2170_facs_fish_0223_high_her2_15,NCI-H2170,119,119,0,0
ncih2170_facs_fish_0223_high_her2_16,NCI-H2170,130,130,0,0
ncih2170_facs_fish_0223_high_her2_17,NCI-H2170,211,210,1,1
ncih2170_facs_fish_0223_high_her2_18,NCI-H2170,46,46,0,0
ncih2170_facs_fish_0223_high_her2_19,NCI-H2170,99,96,3,3
ncih2170_facs_fish_0223_high_her2_2,NCI-H2170,88,86,2,2
ncih2170_facs_fish_0223_high_her2_20,NCI-H2170,87,87,0,0
ncih2170_facs_fish_0223_high_her2_3,NCI-H2170,116,116,0,0
ncih2170_facs_fish_0223_high_her2_4,NCI-H2170,77,77,0,0
ncih2170_facs_fish_0223_high_her2_5,NCI-H2170,152,152,0,0
ncih2170_facs_fish_0223_high_her2_6,NCI-H2170,335,332,3,3
ncih2170_facs_fish_0223_high_her2_7,NCI-H2170,62,62,0,0
ncih2170_facs_fish_0223_high_her2_8,NCI-H2170,229,228,1,1
ncih2170_facs_fish_0223_high_her2_9,NCI-H2170,94,94,0,0
ncih2170_facs_fish_0223_low_her2_1,NCI-H2170,46,46,0,0
ncih2170_facs_fish_0223_low_her2_10,NCI-H2170,24,24,0,0
ncih2170_facs_fish_0223_low_her2_11,NCI-H2170,54,54,0,0
ncih2170_facs_fish_0223_low_her2_12,NCI-H2170,77,77,0,0
ncih2170_facs_fish_0223_low_her2_13,NCI-H2170,38,38,0,0
ncih2170_facs_fish_0223_low_her2_14,NCI-H2170,61,61,0,0
ncih2170_facs_fish_0223_low_her2_15,NCI-H2170,52,52,0,0
ncih2170_facs_fish_0223_low_her2_16,NCI-H2170,64,64,0,0
ncih2170_facs_fish_0223_low_her2_17,NCI-H2170,16,16,0,0
ncih2170_facs_fish_0223_low_her2_19,NCI-H2170,40,40,0,0
ncih2170_facs_fish_0223_low_her2_2,NCI-H2170,190,189,1,1
ncih2170_facs_fish_0223_low_her2_20,NCI-H2170,31,31,0,0
ncih2170_facs_fish_0223_low_her2_21,NCI-H2170,43,42,1,1
ncih2170_facs_fish_0223_low_her2_22,NCI-H2170,39,39,0,0
ncih2170_facs_fish_0223_low_her2_23,NCI-H2170,21,21,0,0
ncih2170_facs_fish_0223_low_her2_24,NCI-H2170,23,23,0,0
ncih2170_facs_fish_0223_low_her2_25,NCI-H2170,372,371,1,1
ncih2170_facs_fish_0223_low_her2_3,NCI-H2170,51,51,0,0
ncih2170_facs_fish_0223_low_her2_4,NCI-H2170,35,35,0,0
ncih2170_facs_fish_0223_low_her2_5,NCI-H2170,9,9,0,0
ncih2170_facs_fish_0223_low_her2_6,NCI-H2170,15,15,0,0
ncih2170_facs_fish_0223_low_her2_7,NCI-H2170,104,103,1,1
ncih2170_facs_fish_0223_low_her2_8,NCI-H2170,101,101,0,0
ncih2170_facs_fish_0223_low_her2_9,NCI-H2170,24,24,0,0
ncih2170_facs_fish_0423_high_her2_21,NCI-H2170,117,115,2,2
ncih2170_facs_fish_0423_high_her2_23,NCI-H2170,187,187,0,0
ncih2170_facs_fish_0423_high_her2_24,NCI-H2170,174,174,0,0
ncih2170_facs_fish_0423_high_her2_25,NCI-H2170,97,97,0,0
ncih2170_facs_fish_0423_high_her2_26,NCI-H2170,235,235,0,0
ncih2170_facs_fish_0423_high_her2_27,NCI-H2170,396,396,0,0
ncih2170_facs_fish_0423_low_her2_1,NCI-H2170,113,113,0,0
ncih2170_facs_fish_0423_low_her2_10,NCI-H2170,192,191,1,1
ncih2170_facs_fish_0423_low_her2_100,NCI-H2170,141,141,0,0
ncih2170_facs_fish_0423_low_her2_101,NCI-H2170,105,104,1,1
ncih2170_facs_fish_0423_low_her2_102,NCI-H2170,49,49,0,0
ncih2170_facs_fish_0423_low_her2_103,NCI-H2170,56,56,0,0
ncih2170_facs_fish_0423_low_her2_104,NCI-H2170,61,61,0,0
ncih2170_facs_fish_0423_low_her2_105,NCI-H2170,62,62,0,0
ncih2170_facs_fish_0423_low_her2_106,NCI-H2170,78,78,0,0
ncih2170_facs_fish_0423_low_her2_107,NCI-H2170,90,90,0,0
ncih2170_facs_fish_0423_low_her2_108,NCI-H2170,94,94,0,0
ncih2170_facs_fish_0423_low_her2_109,NCI-H2170,109,109,0,0
ncih2170_facs_fish_0423_low_her2_11,NCI-H2170,46,44,2,2
ncih2170_facs_fish_0423_low_her2_110,NCI-H2170,89,89,0,0
ncih2170_facs_fish_0423_low_her2_111,NCI-H2170,107,107,0,0
ncih2170_facs_fish_0423_low_her2_112,NCI-H2170,47,47,0,0
ncih2170_facs_fish_0423_low_her2_113,NCI-H2170,38,38,0,0
ncih2170_facs_fish_0423_low_her2_114,NCI-H2170,64,64,0,0
ncih2170_facs_fish_0423_low_her2_115,NCI-H2170,152,152,0,0
ncih2170_facs_fish_0423_low_her2_116,NCI-H2170,48,48,0,0
ncih2170_facs_fish_0423_low_her2_117,NCI-H2170,241,241,0,0
ncih2170_facs_fish_0423_low_her2_118,NCI-H2170,43,43,0,0
ncih2170_facs_fish_0423_low_her2_119,NCI-H2170,54,54,0,0
ncih2170_facs_fish_0423_low_her2_12,NCI-H2170,54,54,0,0
ncih2170_facs_fish_0423_low_her2_120,NCI-H2170,154,154,0,0
ncih2170_facs_fish_0423_low_her2_13,NCI-H2170,117,116,1,1
ncih2170_facs_fish_0423_low_her2_14,NCI-H2170,70,70,0,0
ncih2170_facs_fish_0423_low_her2_15,NCI-H2170,102,102,0,0
ncih2170_facs_fish_0423_low_her2_16,NCI-H2170,61,61,0,0
ncih2170_facs_fish_0423_low_her2_17,NCI-H2170,228,227,1,1
ncih2170_facs_fish_0423_low_her2_18,NCI-H2170,100,99,1,1
ncih2170_facs_fish_0423_low_her2_19,NCI-H2170,170,170,0,0
ncih2170_facs_fish_0423_low_her2_2,NCI-H2170,97,97,0,0
ncih2170_facs_fish_0423_low_her2_20,NCI-H2170,213,213,0,0
ncih2170_facs_fish_0423_low_her2_21,NCI-H2170,48,48,0,0
ncih2170_facs_fish_0423_low_her2_22,NCI-H2170,64,64,0,0
ncih2170_facs_fish_0423_low_her2_23,NCI-H2170,167,167,0,0
ncih2170_facs_fish_0423_low_her2_24,NCI-H2170,113,113,0,0
ncih2170_facs_fish_0423_low_her2_25,NCI-H2170,119,119,0,0
ncih2170_facs_fish_0423_low_her2_26,NCI-H2170,83,83,0,0
ncih2170_facs_fish_0423_low_her2_27,NCI-H2170,72,72,0,0
ncih2170_facs_fish_0423_low_her2_28,NCI-H2170,175,174,1,1
ncih2170_facs_fish_0423_low_her2_29,NCI-H2170,162,162,0,0
ncih2170_facs_fish_0423_low_her2_3,NCI-H2170,128,128,0,0
ncih2170_facs_fish_0423_low_her2_30,NCI-H2170,96,96,0,0
ncih2170_facs_fish_0423_low_her2_31_a,NCI-H2170,34,34,0,0
ncih2170_facs_fish_0423_low_her2_31_b,NCI-H2170,197,197,0,0
ncih2170_facs_fish_0423_low_her2_32,NCI-H2170,128,128,0,0
ncih2170_facs_fish_0423_low_her2_33,NCI-H2170,149,149,0,0
ncih2170_facs_fish_0423_low_her2_35,NCI-H2170,211,211,0,0
ncih2170_facs_fish_0423_low_her2_37,NCI-H2170,60,60,0,0
ncih2170_facs_fish_0423_low_her2_4,NCI-H2170,117,117,0,0
ncih2170_facs_fish_0423_low_her2_41,NCI-H2170,114,112,2,2
ncih2170_facs_fish_0423_low_her2_42,NCI-H2170,196,196,0,0
ncih2170_facs_fish_0423_low_her2_43,NCI-H2170,139,139,0,0
ncih2170_facs_fish_0423_low_her2_44,NCI-H2170,115,115,0,0
ncih2170_facs_fish_0423_low_her2_45,NCI-H2170,132,132,0,0
ncih2170_facs_fish_0423_low_her2_46,NCI-H2170,167,167,0,0
ncih2170_facs_fish_0423_low_her2_47,NCI-H2170,103,103,0,0
ncih2170_facs_fish_0423_low_her2_48,NCI-H2170,99,99,0,0
ncih2170_facs_fish_0423_low_her2_49,NCI-H2170,141,141,0,0
ncih2170_facs_fish_0423_low_her2_5,NCI-H2170,171,171,0,0
ncih2170_facs_fish_0423_low_her2_50,NCI-H2170,125,125,0,0
ncih2170_facs_fish_0423_low_her2_51,NCI-H2170,132,132,0,0
ncih2170_facs_fish_0423_low_her2_52,NCI-H2170,329,327,2,2
ncih2170_facs_fish_0423_low_her2_53,NCI-H2170,69,69,0,0
ncih2170_facs_fish_0423_low_her2_54,NCI-H2170,100,100,0,0
ncih2170_facs_fish_0423_low_her2_55,NCI-H2170,83,83,0,0
ncih2170_facs_fish_0423_low_her2_56,NCI-H2170,101,101,0,0
ncih2170_facs_fish_0423_low_her2_57,NCI-H2170,136,136,0,0
ncih2170_facs_fish_0423_low_her2_58,NCI-H2170,62,62,0,0
ncih2170_facs_fish_0423_low_her2_59,NCI-H2170,170,170,0,0
ncih2170_facs_fish_0423_low_her2_60,NCI-H2170,171,171,0,0
ncih2170_facs_fish_0423_low_her2_61,NCI-H2170,59,59,0,0
ncih2170_facs_fish_0423_low_her2_62,NCI-H2170,55,55,0,0
ncih2170_facs_fish_0423_low_her2_63,NCI-H2170,101,101,0,0
ncih2170_facs_fish_0423_low_her2_64,NCI-H2170,113,113,0,0
ncih2170_facs_fish_0423_low_her2_65,NCI-H2170,89,89,0,0
ncih2170_facs_fish_0423_low_her2_66,NCI-H2170,41,41,0,0
ncih2170_facs_fish_0423_low_her2_67,NCI-H2170,62,62,0,0
ncih2170_facs_fish_0423_low_her2_68,NCI-H2170,103,103,0,0
ncih2170_facs_fish_0423_low_her2_69,NCI-H2170,38,38,0,0
ncih2170_facs_fish_0423_low_her2_6_tx,NCI-H2170,43,43,0,0
ncih2170_facs_fish_0423_low_her2_7,NCI-H2170,84,84,0,0
ncih2170_facs_fish_0423_low_her2_70,NCI-H2170,58,58,0,0
ncih2170_facs_fish_0423_low_her2_71,NCI-H2170,135,135,0,0
ncih2170_facs_fish_0423_low_her2_72,NCI-H2170,142,142,0,0
ncih2170_facs_fish_0423_low_her2_73,NCI-H2170,246,246,0,0
ncih2170_facs_fish_0423_low_her2_74,NCI-H2170,97,97,0,0
ncih2170_facs_fish_0423_low_her2_75,NCI-H2170,111,111,0,0
ncih2170_facs_fish_0423_low_her2_76,NCI-H2170,204,204,0,0
ncih2170_facs_fish_0423_low_her2_77,NCI-H2170,186,184,2,2
ncih2170_facs_fish_0423_low_her2_78,NCI-H2170,83,83,0,0
ncih2170_facs_fish_0423_low_her2_79,NCI-H2170,41,41,0,0
ncih2170_facs_fish_0423_low_her2_8,NCI-H2170,87,87,0,0
ncih2170_facs_fish_0423_low_her2_80,NCI-H2170,203,203,0,0
ncih2170_facs_fish_0423_low_her2_81,NCI-H2170,69,69,0,0
ncih2170_facs_fish_0423_low_her2_82,NCI-H2170,187,187,0,0
ncih2170_facs_fish_0423_low_her2_83,NCI-H2170,51,51,0,0
ncih2170_facs_fish_0423_low_her2_84,NCI-H2170,113,113,0,0
ncih2170_facs_fish_0423_low_her2_85,NCI-H2170,23,23,0,0
ncih2170_facs_fish_0423_low_her2_86,NCI-H2170,116,116,0,0
ncih2170_facs_fish_0423_low_her2_87,NCI-H2170,67,67,0,0
ncih2170_facs_fish_0423_low_her2_88,NCI-H2170,87,87,0,0
ncih2170_facs_fish_0423_low_her2_89,NCI-H2170,86,86,0,0
ncih2170_facs_fish_0423_low_her2_9,NCI-H2170,143,143,0,0
ncih2170_facs_fish_0423_low_her2_90,NCI-H2170,52,52,0,0
ncih2170_facs_fish_0423_low_her2_91,NCI-H2170,79,79,0,0
ncih2170_facs_fish_0423_low_her2_92,NCI-H2170,43,43,0,0
ncih2170_facs_fish_0423_low_her2_93,NCI-H2170,165,165,0,0
ncih2170_facs_fish_0423_low_her2_94,NCI-H2170,132,132,0,0
ncih2170_facs_fish_0423_low_her2_95,NCI-H2170,26,26,0,0
ncih2170_facs_fish_0423_low_her2_96,NCI-H2170,98,98,0,0
ncih2170_facs_fish_0423_low_her2_97,NCI-H2170,114,114,0,0
ncih2170_facs_fish_0423_low_her2_98,NCI-H2170,125,125,0,0
ncih2170_facs_fish_0423_low_her2_99,NCI-H2170,104,99,5,5
ncih2170_facs_fish_0723_high_her2_1,NCI-H2170,369,368,1,1
ncih2170_facs_fish_0723_high_her2_10,NCI-H2170,599,597,2,2
ncih2170_facs_fish_0723_high_her2_100,NCI-H2170,145,145,0,0
ncih2170_facs_fish_0723_high_her2_102,NCI-H2170,277,276,1,1
ncih2170_facs_fish_0723_high_her2_103,NCI-H2170,199,199,0,0
ncih2170_facs_fish_0723_high_her2_104,NCI-H2170,678,676,2,2
ncih2170_facs_fish_0723_high_her2_107,NCI-H2170,561,560,1,1
ncih2170_facs_fish_0723_high_her2_108,NCI-H2170,207,186,21,21
ncih2170_facs_fish_0723_high_her2_109,NCI-H2170,293,292,1,1
ncih2170_facs_fish_0723_high_her2_11,NCI-H2170,860,835,25,25
ncih2170_facs_fish_0723_high_her2_110,NCI-H2170,358,358,0,0
ncih2170_facs_fish_0723_high_her2_111,NCI-H2170,294,278,16,16
ncih2170_facs_fish_0723_high_her2_112,NCI-H2170,280,279,1,1
ncih2170_facs_fish_0723_high_her2_113,NCI-H2170,848,843,5,5
ncih2170_facs_fish_0723_high_her2_114,NCI-H2170,331,329,2,2
ncih2170_facs_fish_0723_high_her2_115,NCI-H2170,251,251,0,0
ncih2170_facs_fish_0723_high_her2_116,NCI-H2170,395,395,0,0
