unique_id,cell_line,gt_mask_relpath,coord_file_relpath,ecDNA_gt,coord_count_npy,count_delta,count_source
ncih2170_facs_fish_0723_high_her2_34,NCI-H2170,gt_image/ncih2170_facs_fish_0723_high_her2_34.tif,gt_coords/ncih2170_facs_fish_0723_high_her2_34.npy,424,424,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_35,NCI-H2170,gt_image/ncih2170_facs_fish_0723_high_her2_35.tif,gt_coords/ncih2170_facs_fish_0723_high_her2_35.npy,300,300,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_36,NCI-H2170,gt_image/ncih2170_facs_fish_0723_high_her2_36.tif,gt_coords/ncih2170_facs_fish_0723_high_her2_36.npy,236,237,1,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_37,NCI-H2170,gt_image/ncih2170_facs_fish_0723_high_her2_37.tif,gt_coords/ncih2170_facs_fish_0723_high_her2_37.npy,150,150,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_4,NCI-H2170,gt_image/ncih2170_facs_fish_0723_high_her2_4.tif,gt_coords/ncih2170_facs_fish_0723_high_her2_4.npy,396,397,1,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_40,NCI-H2170,gt_image/ncih2170_facs_fish_0723_high_her2_40.tif,gt_coords/ncih2170_facs_fish_0723_high_her2_40.npy,517,552,35,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_41,NCI-H2170,gt_image/ncih2170_facs_fish_0723_high_her2_41.tif,gt_coords/ncih2170_facs_fish_0723_high_her2_41.npy,265,265,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_42,NCI-H2170,gt_image/ncih2170_facs_fish_0723_high_her2_42.tif,gt_coords/ncih2170_facs_fish_0723_high_her2_42.npy,323,323,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_45,NCI-H2170,gt_image/ncih2170_facs_fish_0723_high_her2_45.tif,gt_coords/ncih2170_facs_fish_0723_high_her2_45.npy,300,302,2,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_5,NCI-H2170,gt_image/ncih2170_facs_fish_0723_high_her2_5.tif,gt_coords/ncih2170_facs_fish_0723_high_her2_5.npy,429,432,3,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_54,NCI-H2170,gt_image/ncih2170_facs_fish_0723_high_her2_54.tif,gt_coords/ncih2170_facs_fish_0723_high_her2_54.npy,120,120,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_55,NCI-H2170,gt_image/ncih2170_facs_fish_0723_high_her2_55.tif,gt_coords/ncih2170_facs_fish_0723_high_her2_55.npy,223,224,1,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_56,NCI-H2170,gt_image/ncih2170_facs_fish_0723_high_her2_56.tif,gt_coords/ncih2170_facs_fish_0723_high_her2_56.npy,252,254,2,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_58,NCI-H2170,gt_image/ncih2170_facs_fish_0723_high_her2_58.tif,gt_coords/ncih2170_facs_fish_0723_high_her2_58.npy,176,176,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_6,NCI-H2170,gt_image/ncih2170_facs_fish_0723_high_her2_6.tif,gt_coords/ncih2170_facs_fish_0723_high_her2_6.npy,207,207,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_64,NCI-H2170,gt_image/ncih2170_facs_fish_0723_high_her2_64.tif,gt_coords/ncih2170_facs_fish_0723_high_her2_64.npy,260,262,2,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_65,NCI-H2170,gt_image/ncih2170_facs_fish_0723_high_her2_65.tif,gt_coords/ncih2170_facs_fish_0723_high_her2_65.npy,173,173,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_69,NCI-H2170,gt_image/ncih2170_facs_fish_0723_high_her2_69.tif,gt_coords/ncih2170_facs_fish_0723_high_her2_69.npy,204,204,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_7,NCI-H2170,gt_image/ncih2170_facs_fish_0723_high_her2_7.tif,gt_coords/ncih2170_facs_fish_0723_high_her2_7.npy,495,495,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_71,NCI-H2170,gt_image/ncih2170_facs_fish_0723_high_her2_71.tif,gt_coords/ncih2170_facs_fish_0723_high_her2_71.npy,378,378,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_79,NCI-H2170,gt_image/ncih2170_facs_fish_0723_high_her2_79.tif,gt_coords/ncih2170_facs_fish_0723_high_her2_79.npy,275,283,8,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_8,NCI-H2170,gt_image/ncih2170_facs_fish_0723_high_her2_8.tif,gt_coords/ncih2170_facs_fish_0723_high_her2_8.npy,682,685,3,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_80,NCI-H2170,gt_image/ncih2170_facs_fish_0723_high_her2_80.tif,gt_coords/ncih2170_facs_fish_0723_high_her2_80.npy,403,412,9,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_82,NCI-H2170,gt_image/ncih2170_facs_fish_0723_high_her2_82.tif,gt_coords/ncih2170_facs_fish_0723_high_her2_82.npy,498,498,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_83,NCI-H2170,gt_image/ncih2170_facs_fish_0723_high_her2_83.tif,gt_coords/ncih2170_facs_fish_0723_high_her2_83.npy,307,308,1,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_84,NCI-H2170,gt_image/ncih2170_facs_fish_0723_high_her2_84.tif,gt_coords/ncih2170_facs_fish_0723_high_her2_84.npy,258,259,1,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_86,NCI-H2170,gt_image/ncih2170_facs_fish_0723_high_her2_86.tif,gt_coords/ncih2170_facs_fish_0723_high_her2_86.npy,164,164,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_87,NCI-H2170,gt_image/ncih2170_facs_fish_0723_high_her2_87.tif,gt_coords/ncih2170_facs_fish_0723_high_her2_87.npy,249,261,12,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_88,NCI-H2170,gt_image/ncih2170_facs_fish_0723_high_her2_88.tif,gt_coords/ncih2170_facs_fish_0723_high_her2_88.npy,329,333,4,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_89,NCI-H2170,gt_image/ncih2170_facs_fish_0723_high_her2_89.tif,gt_coords/ncih2170_facs_fish_0723_high_her2_89.npy,256,256,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_9,NCI-H2170,gt_image/ncih2170_facs_fish_0723_high_her2_9.tif,gt_coords/ncih2170_facs_fish_0723_high_her2_9.npy,262,262,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_91,NCI-H2170,gt_image/ncih2170_facs_fish_0723_high_her2_91.tif,gt_coords/ncih2170_facs_fish_0723_high_her2_91.npy,96,98,2,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_92,NCI-H2170,gt_image/ncih2170_facs_fish_0723_high_her2_92.tif,gt_coords/ncih2170_facs_fish_0723_high_her2_92.npy,147,148,1,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_93,NCI-H2170,gt_image/ncih2170_facs_fish_0723_high_her2_93.tif,gt_coords/ncih2170_facs_fish_0723_high_her2_93.npy,410,420,10,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_94,NCI-H2170,gt_image/ncih2170_facs_fish_0723_high_her2_94.tif,gt_coords/ncih2170_facs_fish_0723_high_her2_94.npy,395,398,3,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_96,NCI-H2170,gt_image/ncih2170_facs_fish_0723_high_her2_96.tif,gt_coords/ncih2170_facs_fish_0723_high_her2_96.npy,497,502,5,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_97,NCI-H2170,gt_image/ncih2170_facs_fish_0723_high_her2_97.tif,gt_coords/ncih2170_facs_fish_0723_high_her2_97.npy,409,411,2,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_98,NCI-H2170,gt_image/ncih2170_facs_fish_0723_high_her2_98.tif,gt_coords/ncih2170_facs_fish_0723_high_her2_98.npy,226,228,2,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_99_a,NCI-H2170,gt_image/ncih2170_facs_fish_0723_high_her2_99_a.tif,gt_coords/ncih2170_facs_fish_0723_high_her2_99_a.npy,267,285,18,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_99_b,NCI-H2170,gt_image/ncih2170_facs_fish_0723_high_her2_99_b.tif,gt_coords/ncih2170_facs_fish_0723_high_her2_99_b.npy,217,217,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_1,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_1.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_1.npy,36,36,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_10,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_10.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_10.npy,206,207,1,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_101,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_101.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_101.npy,91,91,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_102,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_102.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_102.npy,153,153,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_103,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_103.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_103.npy,207,207,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_104,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_104.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_104.npy,137,139,2,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_105,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_105.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_105.npy,81,81,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_106,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_106.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_106.npy,71,71,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_107,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_107.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_107.npy,112,112,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_108,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_108.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_108.npy,53,53,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_109,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_109.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_109.npy,57,57,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_11,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_11.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_11.npy,183,183,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_111,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_111.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_111.npy,66,66,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_112,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_112.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_112.npy,98,98,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_113,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_113.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_113.npy,121,121,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_114,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_114.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_114.npy,121,121,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_115,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_115.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_115.npy,63,63,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_116,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_116.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_116.npy,105,105,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_117,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_117.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_117.npy,237,237,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_118,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_118.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_118.npy,93,94,1,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_12,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_12.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_12.npy,104,104,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_123,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_123.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_123.npy,79,80,1,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_124,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_124.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_124.npy,152,153,1,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_125,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_125.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_125.npy,73,75,2,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_126,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_126.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_126.npy,124,124,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_13,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_13.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_13.npy,82,82,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_14,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_14.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_14.npy,329,329,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_15,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_15.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_15.npy,132,132,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_16,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_16.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_16.npy,139,139,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_17,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_17.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_17.npy,109,109,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_19,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_19.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_19.npy,154,154,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_20,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_20.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_20.npy,183,183,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_21,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_21.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_21.npy,260,260,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_22,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_22.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_22.npy,308,308,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_23,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_23.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_23.npy,85,85,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_24,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_24.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_24.npy,98,98,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_25,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_25.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_25.npy,54,54,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_27,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_27.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_27.npy,47,47,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_28,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_28.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_28.npy,81,81,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_3,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_3.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_3.npy,124,124,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_30,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_30.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_30.npy,75,75,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_32,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_32.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_32.npy,78,78,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_33,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_33.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_33.npy,26,26,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_34,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_34.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_34.npy,72,72,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_35,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_35.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_35.npy,48,48,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_36,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_36.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_36.npy,44,44,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_37,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_37.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_37.npy,106,107,1,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_38,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_38.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_38.npy,86,86,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_39,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_39.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_39.npy,100,100,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_40,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_40.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_40.npy,97,97,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_41,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_41.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_41.npy,80,80,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_42,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_42.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_42.npy,122,122,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_43,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_43.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_43.npy,71,71,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_44,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_44.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_44.npy,162,162,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_45,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_45.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_45.npy,156,156,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_46,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_46.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_46.npy,655,660,5,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_5,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_5.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_5.npy,107,107,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_51,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_51.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_51.npy,106,106,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_52,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_52.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_52.npy,116,116,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_53,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_53.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_53.npy,105,105,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_54,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_54.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_54.npy,106,106,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_56,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_56.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_56.npy,120,120,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_57,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_57.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_57.npy,236,237,1,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_58,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_58.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_58.npy,137,137,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_6,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_6.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_6.npy,66,66,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_60,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_60.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_60.npy,93,93,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_61,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_61.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_61.npy,57,57,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_62,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_62.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_62.npy,53,53,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_63,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_63.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_63.npy,43,43,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_64,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_64.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_64.npy,32,32,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_65,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_65.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_65.npy,95,95,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_67,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_67.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_67.npy,39,39,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_68,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_68.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_68.npy,32,32,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_70,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_70.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_70.npy,115,119,4,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_73,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_73.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_73.npy,72,73,1,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_74,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_74.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_74.npy,181,189,8,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_75,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_75.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_75.npy,43,43,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_77,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_77.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_77.npy,48,48,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_78,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_78.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_78.npy,46,46,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_79,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_79.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_79.npy,201,203,2,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_8,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_8.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_8.npy,77,77,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_80,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_80.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_80.npy,159,160,1,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_81,NCI-H2170,gt_image/ncih2170_facs_fish_0723_low_her2_81.tif,gt_coords/ncih2170_facs_fish_0723_low_her2_81.npy,66,66,0,gt_mask_cc_conn8_min3
