unique_id,cell_line,split,ecDNA_gt,coord_count_npy,count_source
ncih2170_jc_jq1_ic50_24h_21,NCI-H2170,train,180,186,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_24,NCI-H2170,train,99,99,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_25,NCI-H2170,train,93,95,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_26,NCI-H2170,train,142,143,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_27,NCI-H2170,train,438,451,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_29,NCI-H2170,train,201,204,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_30,NCI-H2170,train,163,170,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_31,NCI-H2170,train,274,283,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_33,NCI-H2170,train,121,123,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_40,NCI-H2170,train,406,418,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_41,NCI-H2170,train,69,73,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_42,NCI-H2170,train,51,51,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_47,NCI-H2170,train,120,122,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_5,NCI-H2170,train,86,86,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_51,NCI-H2170,train,323,323,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_53,NCI-H2170,train,127,134,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_54,NCI-H2170,train,101,103,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_56,NCI-H2170,train,265,265,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_61,NCI-H2170,train,50,52,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_62,NCI-H2170,train,155,163,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_64,NCI-H2170,train,102,102,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_66,NCI-H2170,train,246,249,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_67,NCI-H2170,train,118,122,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_68,NCI-H2170,train,160,162,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_69,NCI-H2170,train,62,64,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_72,NCI-H2170,train,94,94,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_73,NCI-H2170,train,123,123,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_74,NCI-H2170,train,314,330,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_75,NCI-H2170,train,111,119,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_76_a,NCI-H2170,train,149,149,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_79,NCI-H2170,train,110,110,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_89,NCI-H2170,train,134,136,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_91,NCI-H2170,train,125,129,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_92,NCI-H2170,train,141,142,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_93,NCI-H2170,train,419,445,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_94,NCI-H2170,train,135,135,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_95,NCI-H2170,train,58,58,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_96,NCI-H2170,train,69,69,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_97,NCI-H2170,train,53,55,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_10,NCI-H2170,train,103,104,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_101,NCI-H2170,train,278,279,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_102,NCI-H2170,train,125,126,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_104,NCI-H2170,train,151,151,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_106,NCI-H2170,train,166,166,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_108,NCI-H2170,train,70,70,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_109,NCI-H2170,train,99,101,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_112,NCI-H2170,train,210,214,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_114,NCI-H2170,train,50,50,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_115,NCI-H2170,train,125,128,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_116,NCI-H2170,train,101,105,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_118,NCI-H2170,train,63,63,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_119,NCI-H2170,train,120,120,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_17,NCI-H2170,train,54,54,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_19,NCI-H2170,train,82,82,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_20,NCI-H2170,train,177,190,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_21,NCI-H2170,train,242,250,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_24,NCI-H2170,train,97,100,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_25,NCI-H2170,train,107,108,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_27,NCI-H2170,train,65,65,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_29f,NCI-H2170,train,101,101,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_31,NCI-H2170,train,132,135,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_32,NCI-H2170,train,54,54,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_33,NCI-H2170,train,185,187,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_36,NCI-H2170,train,36,36,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_39,NCI-H2170,train,122,124,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_41,NCI-H2170,train,185,189,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_45,NCI-H2170,train,145,145,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_48,NCI-H2170,train,97,101,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_49,NCI-H2170,train,40,40,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_4_s,NCI-H2170,train,41,41,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_52,NCI-H2170,train,150,153,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_54,NCI-H2170,train,75,76,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_56,NCI-H2170,train,70,70,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_57,NCI-H2170,train,202,203,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_58,NCI-H2170,train,390,404,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_61,NCI-H2170,train,165,167,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_74,NCI-H2170,train,152,152,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_75,NCI-H2170,train,177,179,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_76,NCI-H2170,train,258,261,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_79,NCI-H2170,train,110,111,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_8,NCI-H2170,train,68,70,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_83,NCI-H2170,train,111,111,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_84,NCI-H2170,train,161,163,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_88,NCI-H2170,train,239,240,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_90,NCI-H2170,train,283,285,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_93,NCI-H2170,train,259,261,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_96,NCI-H2170,train,261,264,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_99,NCI-H2170,train,89,89,gt_mask_cc_conn8_min3
ncih2170_jc_ner_ic50_24h_21,NCI-H2170,train,475,490,gt_mask_cc_conn8_min3
ncih2170_jc_ner_ic50_24h_28,NCI-H2170,train,62,62,gt_mask_cc_conn8_min3
ncih2170_jc_ner_ic50_24h_3,NCI-H2170,train,574,586,gt_mask_cc_conn8_min3
ncih2170_jc_ner_ic50_24h_47,NCI-H2170,train,212,214,gt_mask_cc_conn8_min3
ncih2170_jc_ner_ic50_24h_51,NCI-H2170,train,166,167,gt_mask_cc_conn8_min3
ncih2170_jc_ner_ic50_24h_53,NCI-H2170,train,182,183,gt_mask_cc_conn8_min3
ncih2170_jc_ner_ic50_24h_6,NCI-H2170,train,109,110,gt_mask_cc_conn8_min3
ncih2170_jc_ner_ic50_24h_7,NCI-H2170,train,137,138,gt_mask_cc_conn8_min3
ncih2170_jc_ner_ic50_24h_72,NCI-H2170,train,143,147,gt_mask_cc_conn8_min3
ncih2170_jc_ner_ic50_24h_73,NCI-H2170,train,78,80,gt_mask_cc_conn8_min3
ncih2170_jc_ner_ic50_24h_80,NCI-H2170,train,129,129,gt_mask_cc_conn8_min3
ncih2170_jc_ner_ic50_24h_9,NCI-H2170,train,168,172,gt_mask_cc_conn8_min3
ncih2170_jc_ner_ic50_72h_39,NCI-H2170,train,396,403,gt_mask_cc_conn8_min3
ncih2170_jc_ner_ic50_72h_40,NCI-H2170,train,349,352,gt_mask_cc_conn8_min3
ncih2170_jc_ner_ic50_72h_66,NCI-H2170,train,163,165,gt_mask_cc_conn8_min3
ncih2170_jc_ner_ic50_72h_75,NCI-H2170,train,233,233,gt_mask_cc_conn8_min3
ncih2170_jc_ner_ic50_72h_89,NCI-H2170,train,1687,1728,gt_mask_cc_conn8_min3
ncih2170_jc_ner_ic50_72h_92,NCI-H2170,train,233,238,gt_mask_cc_conn8_min3
ncih2170_post_facs_fish_high_her2_g3_42,NCI-H2170,train,611,613,gt_mask_cc_conn8_min3
ncih2170_post_facs_fish_high_her2_g3_61,NCI-H2170,train,186,186,gt_mask_cc_conn8_min3
ncih2170_post_facs_fish_high_her2_g3_65,NCI-H2170,train,88,88,gt_mask_cc_conn8_min3
ncih2170_post_facs_fish_low_her2_g3_101,NCI-H2170,train,153,153,gt_mask_cc_conn8_min3
ncih2170_post_facs_fish_low_her2_g3_36,NCI-H2170,train,179,179,gt_mask_cc_conn8_min3
ncih2170_post_facs_fish_low_her2_g3_39,NCI-H2170,train,191,191,gt_mask_cc_conn8_min3
ncih2170_post_facs_fish_low_her2_g3_59,NCI-H2170,train,45,45,gt_mask_cc_conn8_min3
ncih2170_post_facs_fish_low_her2_g3_6,NCI-H2170,train,479,480,gt_mask_cc_conn8_min3
ncih2170_post_facs_fish_low_her2_g3_68,NCI-H2170,train,49,49,gt_mask_cc_conn8_min3
ncih2170_post_facs_fish_low_her2_g3_79,NCI-H2170,train,209,214,gt_mask_cc_conn8_min3
ncih2170_post_facs_fish_low_her2_g3_82,NCI-H2170,train,75,75,gt_mask_cc_conn8_min3
ncih716_jc_alo_8nm_24h_12,NCI-H716,train,191,191,gt_mask_cc_conn8_min3
ncih716_jc_alo_8nm_24h_17,NCI-H716,train,231,232,gt_mask_cc_conn8_min3
ncih716_jc_alo_8nm_24h_5,NCI-H716,train,128,128,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_1_10,NCI-H716,train,386,386,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_1_13,NCI-H716,train,211,222,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_1_16,NCI-H716,train,182,187,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_1_2,NCI-H716,train,131,135,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_1_21,NCI-H716,train,195,197,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_1_24,NCI-H716,train,350,364,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_1_27,NCI-H716,train,281,282,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_1_3,NCI-H716,train,127,129,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_1_42,NCI-H716,train,178,178,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_1_43,NCI-H716,train,194,194,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_1_48,NCI-H716,train,163,163,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_1_5,NCI-H716,train,179,179,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_1_54,NCI-H716,train,134,134,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_1_55,NCI-H716,train,76,76,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_1_56,NCI-H716,train,239,239,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_1_57,NCI-H716,train,137,137,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_1_59,NCI-H716,train,211,211,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_1_62,NCI-H716,train,172,174,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_1_74,NCI-H716,train,369,374,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_1_76,NCI-H716,train,172,172,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_2_10,NCI-H716,train,116,116,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_2_16,NCI-H716,train,213,213,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_2_18,NCI-H716,train,131,132,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_2_22,NCI-H716,train,135,135,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_2_23,NCI-H716,train,129,129,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_2_27,NCI-H716,train,291,291,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_2_28,NCI-H716,train,223,223,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_2_32,NCI-H716,train,132,132,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_2_33,NCI-H716,train,176,176,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_2_36,NCI-H716,train,262,262,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_2_37,NCI-H716,train,468,469,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_2_39,NCI-H716,train,273,273,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_2_40,NCI-H716,train,89,92,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_2_41,NCI-H716,train,132,137,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_2_43,NCI-H716,train,144,144,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_2_45,NCI-H716,train,179,180,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_2_46,NCI-H716,train,72,72,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_2_47,NCI-H716,train,135,135,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_2_48,NCI-H716,train,322,322,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_2_5,NCI-H716,train,368,371,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_2_50,NCI-H716,train,177,177,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_2_51,NCI-H716,train,181,182,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_2_54,NCI-H716,train,274,275,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_2_55,NCI-H716,train,120,120,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_2_56,NCI-H716,train,349,349,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_2_9,NCI-H716,train,210,212,gt_mask_cc_conn8_min3
snu16_jc_arv771_800picom_24h_4,SNU16,train,124,124,gt_mask_cc_conn8_min3
snu16_jc_ctrl_10,SNU16,train,376,385,gt_mask_cc_conn8_min3
snu16_jc_ctrl_102,SNU16,train,271,275,gt_mask_cc_conn8_min3
snu16_jc_ctrl_103,SNU16,train,206,208,gt_mask_cc_conn8_min3
snu16_jc_ctrl_107,SNU16,train,370,370,gt_mask_cc_conn8_min3
snu16_jc_ctrl_108,SNU16,train,635,640,gt_mask_cc_conn8_min3
snu16_jc_ctrl_112,SNU16,train,1231,1245,gt_mask_cc_conn8_min3
snu16_jc_ctrl_120,SNU16,train,244,244,gt_mask_cc_conn8_min3
snu16_jc_ctrl_122,SNU16,train,209,209,gt_mask_cc_conn8_min3
snu16_jc_ctrl_126,SNU16,train,181,182,gt_mask_cc_conn8_min3
snu16_jc_ctrl_127,SNU16,train,372,374,gt_mask_cc_conn8_min3
snu16_jc_ctrl_129,SNU16,train,224,226,gt_mask_cc_conn8_min3
snu16_jc_ctrl_131,SNU16,train,225,225,gt_mask_cc_conn8_min3
snu16_jc_ctrl_132,SNU16,train,311,313,gt_mask_cc_conn8_min3
snu16_jc_ctrl_136,SNU16,train,317,326,gt_mask_cc_conn8_min3
snu16_jc_ctrl_144,SNU16,train,123,123,gt_mask_cc_conn8_min3
snu16_jc_ctrl_147,SNU16,train,268,273,gt_mask_cc_conn8_min3
snu16_jc_ctrl_15,SNU16,train,471,472,gt_mask_cc_conn8_min3
snu16_jc_ctrl_20,SNU16,train,990,995,gt_mask_cc_conn8_min3
snu16_jc_ctrl_23,SNU16,train,223,232,gt_mask_cc_conn8_min3
snu16_jc_ctrl_24,SNU16,train,251,254,gt_mask_cc_conn8_min3
snu16_jc_ctrl_25,SNU16,train,341,342,gt_mask_cc_conn8_min3
snu16_jc_ctrl_26,SNU16,train,170,170,gt_mask_cc_conn8_min3
snu16_jc_ctrl_30,SNU16,train,214,217,gt_mask_cc_conn8_min3
snu16_jc_ctrl_32,SNU16,train,265,266,gt_mask_cc_conn8_min3
snu16_jc_ctrl_37,SNU16,train,320,325,gt_mask_cc_conn8_min3
snu16_jc_ctrl_38,SNU16,train,178,180,gt_mask_cc_conn8_min3
snu16_jc_ctrl_39,SNU16,train,271,273,gt_mask_cc_conn8_min3
snu16_jc_ctrl_42,SNU16,train,90,95,gt_mask_cc_conn8_min3
snu16_jc_ctrl_43,SNU16,train,105,105,gt_mask_cc_conn8_min3
snu16_jc_ctrl_47,SNU16,train,392,399,gt_mask_cc_conn8_min3
snu16_jc_ctrl_48,SNU16,train,321,334,gt_mask_cc_conn8_min3
snu16_jc_ctrl_52,SNU16,train,207,217,gt_mask_cc_conn8_min3
snu16_jc_ctrl_53,SNU16,train,637,645,gt_mask_cc_conn8_min3
snu16_jc_ctrl_54,SNU16,train,151,154,gt_mask_cc_conn8_min3
snu16_jc_ctrl_55,SNU16,train,241,241,gt_mask_cc_conn8_min3
snu16_jc_ctrl_56,SNU16,train,256,262,gt_mask_cc_conn8_min3
snu16_jc_ctrl_57,SNU16,train,222,225,gt_mask_cc_conn8_min3
snu16_jc_ctrl_59,SNU16,train,297,299,gt_mask_cc_conn8_min3
snu16_jc_ctrl_61,SNU16,train,144,148,gt_mask_cc_conn8_min3
snu16_jc_ctrl_63,SNU16,train,190,191,gt_mask_cc_conn8_min3
snu16_jc_ctrl_65,SNU16,train,413,417,gt_mask_cc_conn8_min3
snu16_jc_ctrl_67,SNU16,train,267,271,gt_mask_cc_conn8_min3
snu16_jc_ctrl_76,SNU16,train,148,152,gt_mask_cc_conn8_min3
snu16_jc_ctrl_78,SNU16,train,144,148,gt_mask_cc_conn8_min3
snu16_jc_ctrl_79,SNU16,train,289,292,gt_mask_cc_conn8_min3
snu16_jc_ctrl_84,SNU16,train,212,221,gt_mask_cc_conn8_min3
snu16_jc_ctrl_86,SNU16,train,227,227,gt_mask_cc_conn8_min3
snu16_jc_ctrl_87,SNU16,train,241,241,gt_mask_cc_conn8_min3
snu16_jc_ctrl_89,SNU16,train,303,313,gt_mask_cc_conn8_min3
snu16_jc_ctrl_95,SNU16,train,664,667,gt_mask_cc_conn8_min3
snu16_jc_ctrl_98,SNU16,train,459,463,gt_mask_cc_conn8_min3
snu16_jc_jq1_ic50_24h_10,SNU16,train,228,228,gt_mask_cc_conn8_min3
snu16_jc_jq1_ic50_24h_100,SNU16,train,97,99,gt_mask_cc_conn8_min3
snu16_jc_jq1_ic50_24h_104,SNU16,train,481,481,gt_mask_cc_conn8_min3
snu16_jc_jq1_ic50_24h_109,SNU16,train,261,261,gt_mask_cc_conn8_min3
snu16_jc_jq1_ic50_24h_115,SNU16,train,230,231,gt_mask_cc_conn8_min3
snu16_jc_jq1_ic50_24h_117,SNU16,train,118,118,gt_mask_cc_conn8_min3
snu16_jc_jq1_ic50_24h_128,SNU16,train,77,77,gt_mask_cc_conn8_min3
snu16_jc_jq1_ic50_24h_2,SNU16,train,110,110,gt_mask_cc_conn8_min3
snu16_jc_jq1_ic50_24h_21,SNU16,train,172,173,gt_mask_cc_conn8_min3
snu16_jc_jq1_ic50_24h_26,SNU16,train,301,301,gt_mask_cc_conn8_min3
snu16_jc_jq1_ic50_24h_28,SNU16,train,433,442,gt_mask_cc_conn8_min3
snu16_jc_jq1_ic50_24h_29,SNU16,train,286,288,gt_mask_cc_conn8_min3
snu16_jc_jq1_ic50_24h_33_a,SNU16,train,527,535,gt_mask_cc_conn8_min3
snu16_jc_jq1_ic50_24h_45,SNU16,train,374,374,gt_mask_cc_conn8_min3
snu16_jc_jq1_ic50_24h_5,SNU16,train,434,436,gt_mask_cc_conn8_min3
snu16_jc_jq1_ic50_24h_52,SNU16,train,279,282,gt_mask_cc_conn8_min3
snu16_jc_jq1_ic50_24h_57,SNU16,train,101,101,gt_mask_cc_conn8_min3
snu16_jc_jq1_ic50_24h_6,SNU16,train,313,315,gt_mask_cc_conn8_min3
snu16_jc_jq1_ic50_24h_61_a,SNU16,train,112,112,gt_mask_cc_conn8_min3
snu16_jc_jq1_ic50_24h_68,SNU16,train,313,319,gt_mask_cc_conn8_min3
snu16_jc_jq1_ic50_24h_69,SNU16,train,444,444,gt_mask_cc_conn8_min3
snu16_jc_jq1_ic50_24h_70,SNU16,train,242,246,gt_mask_cc_conn8_min3
snu16_jc_jq1_ic50_24h_72,SNU16,train,368,371,gt_mask_cc_conn8_min3
snu16_jc_jq1_ic50_24h_75,SNU16,train,394,395,gt_mask_cc_conn8_min3
snu16_jc_jq1_ic50_24h_76,SNU16,train,101,101,gt_mask_cc_conn8_min3
snu16_jc_jq1_ic50_24h_8,SNU16,train,663,672,gt_mask_cc_conn8_min3
snu16_jc_jq1_ic50_24h_81,SNU16,train,142,142,gt_mask_cc_conn8_min3
snu16_jc_jq1_ic50_24h_87,SNU16,train,225,225,gt_mask_cc_conn8_min3
snu16_jc_jq1_ic50_24h_88,SNU16,train,57,57,gt_mask_cc_conn8_min3
snu16_jc_jq1_ic50_24h_89,SNU16,train,203,203,gt_mask_cc_conn8_min3
snu16_jc_jq1_ic50_24h_90,SNU16,train,141,141,gt_mask_cc_conn8_min3
snu16_jc_jq1_ic50_24h_91,SNU16,train,111,111,gt_mask_cc_conn8_min3
snu16_jc_jq1_ic50_24h_94,SNU16,train,141,141,gt_mask_cc_conn8_min3
snu16_jc_jq1_ic50_24h_97,SNU16,train,157,160,gt_mask_cc_conn8_min3
colo320dm_qpcr_jq1_24h_ctrl_105,COLO320DM,val,59,59,gt_mask_cc_conn8_min3
colo320dm_qpcr_jq1_24h_ctrl_109,COLO320DM,val,71,71,gt_mask_cc_conn8_min3
colo320dm_qpcr_jq1_24h_ctrl_17,COLO320DM,val,13,13,gt_mask_cc_conn8_min3
colo320dm_qpcr_jq1_24h_ctrl_21,COLO320DM,val,40,40,gt_mask_cc_conn8_min3
colo320dm_qpcr_jq1_24h_ctrl_27,COLO320DM,val,18,18,gt_mask_cc_conn8_min3
colo320dm_qpcr_jq1_24h_ctrl_31,COLO320DM,val,143,146,gt_mask_cc_conn8_min3
colo320dm_qpcr_jq1_24h_ctrl_35,COLO320DM,val,57,57,gt_mask_cc_conn8_min3
colo320dm_qpcr_jq1_24h_ctrl_99,COLO320DM,val,74,74,gt_mask_cc_conn8_min3
colo320dm_qpcr_jq1_24h_dmso_88,COLO320DM,val,4,4,gt_mask_cc_conn8_min3
ncih2170_antibiotics_blank_ctrl_101,NCI-H2170,val,266,266,gt_mask_cc_conn8_min3
ncih2170_antibiotics_blank_ctrl_103,NCI-H2170,val,228,228,gt_mask_cc_conn8_min3
ncih2170_antibiotics_blank_ctrl_11,NCI-H2170,val,181,181,gt_mask_cc_conn8_min3
ncih2170_antibiotics_blank_ctrl_115,NCI-H2170,val,125,125,gt_mask_cc_conn8_min3
ncih2170_antibiotics_blank_ctrl_18,NCI-H2170,val,157,157,gt_mask_cc_conn8_min3
ncih2170_antibiotics_blank_ctrl_23,NCI-H2170,val,281,281,gt_mask_cc_conn8_min3
ncih2170_antibiotics_blank_ctrl_34,NCI-H2170,val,91,91,gt_mask_cc_conn8_min3
ncih2170_antibiotics_blank_ctrl_51,NCI-H2170,val,159,159,gt_mask_cc_conn8_min3
ncih2170_antibiotics_blank_ctrl_52,NCI-H2170,val,324,324,gt_mask_cc_conn8_min3
ncih2170_antibiotics_blank_ctrl_6,NCI-H2170,val,402,405,gt_mask_cc_conn8_min3
ncih2170_antibiotics_blank_ctrl_63,NCI-H2170,val,763,766,gt_mask_cc_conn8_min3
ncih2170_antibiotics_blank_ctrl_84,NCI-H2170,val,281,281,gt_mask_cc_conn8_min3
ncih2170_antibiotics_blank_ctrl_88_a,NCI-H2170,val,343,349,gt_mask_cc_conn8_min3
ncih2170_antibiotics_blank_ctrl_89,NCI-H2170,val,94,94,gt_mask_cc_conn8_min3
ncih2170_antibiotics_ps_104,NCI-H2170,val,158,158,gt_mask_cc_conn8_min3
ncih2170_antibiotics_ps_113_a,NCI-H2170,val,121,121,gt_mask_cc_conn8_min3
ncih2170_antibiotics_ps_12,NCI-H2170,val,129,129,gt_mask_cc_conn8_min3
ncih2170_antibiotics_ps_29_b,NCI-H2170,val,52,52,gt_mask_cc_conn8_min3
ncih2170_antibiotics_ps_3,NCI-H2170,val,157,157,gt_mask_cc_conn8_min3
ncih2170_antibiotics_ps_34_c,NCI-H2170,val,153,156,gt_mask_cc_conn8_min3
ncih2170_antibiotics_ps_55,NCI-H2170,val,212,213,gt_mask_cc_conn8_min3
ncih2170_antibiotics_ps_64,NCI-H2170,val,281,285,gt_mask_cc_conn8_min3
ncih2170_antibiotics_ps_68,NCI-H2170,val,210,210,gt_mask_cc_conn8_min3
ncih2170_antibiotics_ps_70,NCI-H2170,val,148,148,gt_mask_cc_conn8_min3
ncih2170_antibiotics_ps_72,NCI-H2170,val,139,139,gt_mask_cc_conn8_min3
ncih2170_antibiotics_ps_92,NCI-H2170,val,203,208,gt_mask_cc_conn8_min3
ncih2170_antibiotics_ps_g_104,NCI-H2170,val,92,92,gt_mask_cc_conn8_min3
ncih2170_antibiotics_ps_g_105,NCI-H2170,val,151,154,gt_mask_cc_conn8_min3
